name,Season,Lg,Tm,Age,Ht.,Wt.,G,MP,FG	,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
New Orleans Pelicans,2015-16,NBA,NOP,5.1%,-0.6%,0.9%,82,0.0%,1.4%,3.6%,-.010,19.8%,23.2%,-.010,-2.8%,-2.4%,-.002,5.2%,1.8%,+.025,-17.0%,3.5%,-1.9%,0.7%,14.5%,-32.9%,1.4%,12.0%,3.4%
New Orleans Pelicans,2014-15,NBA,NOP,4.1%,0.5%,1.8%,82,-0.4%,0.2%,0.5%,-.001,20.6%,21.5%,-.003,-3.6%,-4.5%,+.005,-9.7%,-7.5%,-.018,1.0%,5.4%,4.2%,3.5%,-14.5%,-2.5%,-3.7%,-17.6%,-0.4%
New Orleans Pelicans,2013-14,NBA,NOP,1.3%,-0.8%,-0.9%,82,0.4%,4.9%,2.6%,+.010,-9.2%,-11.6%,+.010,8.1%,6.7%,+.006,17.3%,18.3%,-.007,-5.6%,2.5%,0.1%,1.4%,24.4%,18.9%,-5.4%,11.0%,6.0%
New Orleans Pelicans,2012-13,NBA,NOH,-5.9%,0.0%,-0.9%,82,24.1%,28.5%,29.1%,-.002,106.6%,89.7%,+.030,18.6%,18.2%,+.001,20.1%,17.1%,+.019,36.5%,21.8%,25.7%,25.8%,6.6%,39.2%,16.5%,26.4%,30.4%
New Orleans Pelicans,2011-12,NBA,NOH,-3.0%,1.5%,2.8%,66,-19.6%,-21.9%,-20.5%,-.008,-41.7%,-36.9%,-.027,-18.4%,-16.6%,-.010,-27.2%,-26.4%,-.009,-12.1%,-19.3%,-17.5%,-19.1%,-21.8%,-12.0%,-4.2%,-23.0%,-24.0%
New Orleans Pelicans,2010-11,NBA,NOH,-4.4%,0.0%,-0.9%,82,0.0%,-7.4%,-6.2%,-.006,-22.2%,-21.6%,-.003,-4.1%,-1.6%,-.012,12.3%,14.2%,-.013,-3.3%,0.7%,-0.3%,-7.5%,-0.2%,19.7%,-3.1%,7.0%,-5.3%
New Orleans Pelicans,2009-10,NBA,NOH,-2.5%,-1.0%,0.0%,82,0.4%,9.2%,7.5%,+.007,2.7%,3.0%,-.001,10.7%,8.9%,+.008,-12.6%,-9.4%,-.028,6.2%,-0.1%,1.4%,13.6%,5.4%,-11.2%,7.2%,-3.5%,4.6%
Minnesota Timberwolves,2020-21,NBA,MIN,-6.5%,0.0%,-0.9%,72,11.9%,13.4%,11.6%,+.007,10.7%,6.5%,+.013,14.7%,15.5%,-.003,3.4%,2.3%,+.008,12.1%,8.3%,9.2%,21.0%,13.9%,9.9%,4.7%,10.0%,11.4%
Minnesota Timberwolves,2019-20,NBA,MIN,-5.3%,-1.5%,-3.2%,64,-21.5%,-24.2%,-21.6%,-.015,3.1%,7.8%,-.015,-33.0%,-35.1%,+.017,-22.1%,-18.6%,-.034,-26.9%,-20.3%,-21.9%,-24.4%,-18.7%,-11.9%,-8.7%,-17.7%,-21.4%
Minnesota Timberwolves,2018-19,NBA,MIN,-3.3%,-0.4%,1.4%,82,0.1%,1.4%,5.9%,-.020,25.7%,27.8%,-.006,-4.5%,-1.8%,-.014,-1.4%,0.8%,-.017,8.8%,6.1%,6.7%,8.4%,-0.9%,19.1%,5.2%,11.3%,2.7%
Minnesota Timberwolves,2017-18,NBA,MIN,12.9%,-0.3%,-0.5%,82,0.0%,4.0%,2.0%,+.009,9.5%,7.1%,+.008,2.8%,0.4%,+.012,0.4%,-0.3%,+.005,-9.6%,2.1%,-1.1%,-4.1%,5.4%,-6.8%,-11.2%,-9.2%,3.7%
Minnesota Timberwolves,2016-17,NBA,MIN,-2.4%,-0.4%,0.5%,82,-0.4%,4.5%,3.8%,+.003,32.1%,27.9%,+.011,-0.2%,-2.3%,+.010,-9.5%,-10.3%,+.006,14.3%,-1.8%,2.1%,1.3%,-0.3%,-1.3%,-6.6%,-2.9%,3.1%
Minnesota Timberwolves,2015-16,NBA,MIN,0.8%,0.8%,1.9%,82,0.4%,3.7%,-2.2%,+.026,12.1%,10.1%,+.006,2.3%,-4.9%,+.035,7.0%,4.9%,+.016,-13.5%,7.5%,1.6%,8.2%,-1.8%,14.7%,0.0%,8.0%,4.8%
Minnesota Timberwolves,2014-15,NBA,MIN,-7.2%,0.0%,-1.4%,82,-0.3%,-6.4%,-4.9%,-.007,-32.3%,-30.4%,-.010,-0.3%,3.3%,-.017,-8.5%,-8.3%,-.002,-7.3%,-9.0%,-8.5%,-9.8%,-7.0%,10.1%,7.8%,4.5%,-8.6%
Minnesota Timberwolves,2013-14,NBA,MIN,-0.4%,1.0%,-0.5%,82,0.6%,8.4%,7.1%,+.005,33.3%,19.1%,+.036,3.9%,3.7%,+.001,18.2%,12.7%,+.036,5.2%,6.9%,6.4%,6.9%,2.6%,-23.3%,-5.9%,-0.3%,11.7%
Minnesota Timberwolves,2012-13,NBA,MIN,8.2%,-0.3%,-1.4%,82,23.8%,25.0%,23.3%,+.006,-4.9%,3.7%,-.027,32.5%,30.3%,+.008,18.3%,22.9%,-.029,22.1%,18.4%,19.4%,42.3%,60.6%,32.1%,21.3%,24.5%,21.5%
Minnesota Timberwolves,2011-12,NBA,MIN,2.5%,-0.5%,0.0%,66,-19.4%,-23.8%,-22.5%,-.007,-19.7%,-9.1%,-.044,-24.8%,-26.4%,+.010,-15.7%,-15.9%,+.002,-26.5%,-18.3%,-20.7%,-21.8%,-26.4%,-30.6%,-28.4%,-33.6%,-22.0%
Minnesota Timberwolves,2010-11,NBA,MIN,-1.2%,0.1%,-1.8%,82,0.0%,-0.5%,1.3%,-.008,46.2%,32.5%,+.035,-7.5%,-5.1%,-.012,5.8%,2.6%,+.023,12.8%,0.0%,3.5%,1.5%,-0.8%,37.9%,4.9%,7.4%,2.9%
Minnesota Timberwolves,2009-10,NBA,MIN,-5.1%,0.8%,-0.9%,82,-0.1%,4.0%,2.3%,+.007,-25.8%,-23.3%,-.012,10.6%,9.9%,+.003,-4.5%,-1.6%,-.023,-1.3%,4.7%,3.0%,-2.9%,16.6%,-5.0%,14.4%,-4.8%,0.4%
Milwaukee Bucks,2020-21,NBA,MIL,-3.8%,-0.5%,-1.3%,72,-1.5%,1.9%,-0.4%,+.011,3.1%,-6.0%,+.034,1.4%,3.8%,-.013,-12.5%,-14.5%,+.017,7.2%,-11.6%,-8.2%,-2.9%,11.2%,-22.1%,-9.7%,-13.1%,-0.2%
Milwaukee Bucks,2019-20,NBA,MIL,8.6%,-0.6%,0.4%,73,-11.0%,-11.1%,-11.1%,+.000,-8.9%,-9.4%,+.002,-12.1%,-12.4%,+.002,-9.2%,-5.5%,-.030,-9.3%,-7.0%,-7.5%,-11.6%,-14.5%,-11.7%,-3.1%,-11.0%,-10.6%
Milwaukee Bucks,2018-19,NBA,MIL,3.9%,0.0%,4.1%,82,-0.3%,9.1%,9.8%,-.003,53.9%,54.8%,-.002,-3.5%,-9.3%,+.034,-1.9%,-0.6%,-.010,10.8%,28.6%,24.8%,12.1%,-14.8%,9.7%,0.3%,-8.2%,10.9%
Milwaukee Bucks,2017-18,NBA,MIL,1.2%,-0.8%,-2.2%,82,0.3%,2.4%,1.4%,+.005,-0.3%,4.0%,-.015,3.1%,0.3%,+.015,6.1%,4.1%,+.014,-4.8%,-0.4%,-1.4%,-4.0%,8.4%,1.6%,-1.0%,5.5%,2.8%
Milwaukee Bucks,2016-17,NBA,MIL,8.9%,-0.2%,-2.2%,82,-0.3%,1.2%,-0.4%,+.007,63.6%,52.4%,+.025,-9.0%,-12.7%,+.021,1.5%,-1.3%,+.021,-15.7%,1.2%,-3.1%,4.7%,-0.9%,-8.2%,-8.2%,-2.1%,4.6%
Milwaukee Bucks,2015-16,NBA,MIL,-4.5%,0.9%,5.6%,82,-0.5%,2.0%,0.3%,+.008,-19.3%,-14.9%,-.019,6.6%,4.6%,+.009,6.1%,7.4%,-.009,-2.1%,-0.6%,-1.0%,-1.9%,-14.8%,17.9%,-9.2%,-6.6%,1.2%
Milwaukee Bucks,2014-15,NBA,MIL,-0.4%,0.5%,0.9%,82,0.3%,4.4%,-0.2%,+.020,-0.5%,-3.4%,+.010,5.6%,0.7%,+.022,-4.7%,-5.9%,+.009,-9.8%,7.3%,2.4%,9.8%,45.8%,0.0%,10.9%,5.9%,2.5%
Milwaukee Bucks,2013-14,NBA,MIL,-6.4%,0.5%,2.4%,82,0.3%,-5.6%,-6.4%,+.004,-8.8%,-7.0%,-.007,-4.9%,-6.2%,+.007,10.1%,8.4%,+.011,-9.1%,-5.4%,-6.5%,-6.2%,-21.0%,-26.7%,7.1%,10.2%,-3.4%
Milwaukee Bucks,2012-13,NBA,MIL,0.8%,-0.3%,-1.9%,82,25.0%,25.0%,27.3%,-.008,37.8%,32.0%,+.015,22.3%,26.0%,-.014,14.2%,20.1%,-.038,30.2%,27.9%,28.6%,21.0%,25.0%,64.2%,24.4%,22.1%,24.1%
Milwaukee Bucks,2011-12,NBA,MIL,-1.9%,0.5%,-0.5%,66,-20.0%,-11.1%,-13.6%,+.013,-9.7%,-10.5%,+.003,-11.4%,-14.5%,+.017,-23.0%,-24.8%,+.017,-4.9%,-20.0%,-16.1%,0.3%,-11.2%,-16.0%,-15.8%,-24.3%,-13.3%
Milwaukee Bucks,2010-11,NBA,MIL,1.1%,0.1%,0.0%,82,-0.8%,-7.7%,-6.5%,-.006,-25.1%,-22.0%,-.014,-3.1%,-1.1%,-.009,12.6%,12.3%,+.002,-10.7%,-3.1%,-5.2%,-11.2%,6.4%,3.6%,1.7%,-7.7%,-5.9%
Milwaukee Bucks,2009-10,NBA,MIL,0.4%,-0.6%,-1.4%,82,1.0%,1.4%,3.6%,-.010,26.2%,28.8%,-.007,-3.7%,-3.0%,-.003,-21.6%,-19.0%,-.026,-0.8%,8.2%,5.5%,-3.4%,-4.8%,25.0%,-6.0%,-8.2%,-1.6%
Miami Heat,2020-21,NBA,MIA,5.8%,-0.3%,-1.8%,72,-2.1%,-1.9%,-2.1%,+.001,-4.8%,0.9%,-.021,-0.5%,-4.3%,+.021,-16.6%,-17.4%,+.008,-6.6%,-8.0%,-7.7%,0.2%,4.0%,-13.9%,-6.9%,-9.2%,-4.9%
Miami Heat,2019-20,NBA,MIA,-4.1%,-0.5%,0.0%,73,-10.1%,-11.4%,-14.7%,+.017,5.5%,-2.8%,+.030,-18.2%,-21.6%,+.022,16.3%,3.3%,+.088,-32.7%,-9.0%,-14.8%,-5.0%,-12.8%,-25.9%,-9.9%,-12.3%,-5.6%
Miami Heat,2018-19,NBA,MIA,1.9%,0.4%,1.8%,82,-1.0%,2.1%,3.2%,-.005,2.8%,6.1%,-.011,1.8%,1.5%,+.002,2.4%,11.3%,-.060,20.7%,2.8%,6.6%,6.9%,1.1%,2.5%,2.5%,3.9%,2.2%
Miami Heat,2017-18,NBA,MIA,0.0%,0.1%,-0.5%,82,0.8%,-0.6%,-0.6%,+.000,11.8%,13.2%,-.005,-4.7%,-6.9%,+.012,-3.1%,-9.4%,+.049,-12.5%,3.5%,-0.4%,6.9%,5.4%,-6.8%,7.0%,-1.9%,0.2%
Miami Heat,2016-17,NBA,MIA,-6.7%,-0.8%,-1.4%,82,-0.3%,1.7%,5.1%,-.015,62.2%,49.5%,+.029,-9.7%,-7.5%,-.012,-11.2%,-6.4%,-.038,8.1%,-3.8%,-1.1%,1.9%,6.3%,-11.7%,-4.6%,11.9%,3.1%
Miami Heat,2015-16,NBA,MIA,-0.4%,0.9%,4.2%,82,0.5%,9.2%,5.8%,+.015,-10.4%,-10.8%,+.001,13.9%,11.7%,+.010,-2.2%,-2.6%,+.003,8.0%,14.2%,12.8%,5.1%,-13.9%,42.7%,-4.9%,-8.2%,5.7%
Miami Heat,2014-15,NBA,MIA,-6.9%,0.1%,-1.4%,82,-0.8%,-8.2%,0.9%,-.045,-16.4%,-9.3%,-.028,-6.0%,5.1%,-.059,0.5%,3.0%,-.018,19.1%,2.7%,6.1%,-12.0%,-12.3%,1.4%,0.2%,2.5%,-7.4%
Miami Heat,2013-14,NBA,MIA,1.0%,0.0%,-0.5%,82,0.0%,-0.2%,-1.2%,+.005,-7.3%,1.1%,-.033,1.9%,-2.1%,+.022,0.6%,-0.2%,+.005,-7.2%,-3.7%,-4.5%,-2.3%,3.1%,-16.8%,6.0%,4.1%,-0.7%
Miami Heat,2012-13,NBA,MIA,7.1%,-0.4%,-2.3%,82,23.9%,28.7%,21.8%,+.027,93.8%,75.6%,+.037,17.1%,8.5%,+.039,14.9%,18.1%,-.021,-1.5%,20.9%,15.3%,43.5%,21.4%,24.2%,14.1%,19.6%,29.8%
Miami Heat,2011-12,NBA,MIA,-2.4%,-0.4%,-0.9%,66,-18.9%,-19.3%,-17.3%,-.012,-32.4%,-30.4%,-.011,-16.4%,-13.3%,-.019,-29.7%,-30.2%,+.005,-13.2%,-22.7%,-20.5%,-19.6%,7.5%,-17.4%,-12.3%,-23.4%,-22.3%
Miami Heat,2010-11,NBA,MIA,7.0%,0.9%,2.8%,82,-0.5%,1.6%,-3.3%,+.023,10.7%,3.7%,+.023,-0.2%,-5.3%,+.026,21.2%,18.5%,+.017,-9.7%,4.4%,0.8%,5.9%,-10.1%,-5.9%,5.8%,-2.1%,5.7%
Miami Heat,2009-10,NBA,MIA,5.9%,0.3%,0.0%,82,-0.4%,-1.6%,-1.9%,+.001,-15.1%,-12.6%,-.010,1.5%,1.5%,+.000,2.9%,3.2%,-.002,5.7%,5.9%,5.8%,-7.4%,-7.1%,1.3%,5.2%,0.8%,-1.8%
Memphis Grizzlies,2020-21,NBA,MEM,0.4%,-0.5%,-1.4%,72,-0.9%,-0.7%,-0.4%,-.001,0.6%,-1.7%,+.008,-1.1%,0.3%,-.008,-2.3%,-3.3%,+.008,6.5%,-3.8%,-1.5%,-1.4%,13.7%,-8.5%,-14.0%,-12.7%,-0.8%
Memphis Grizzlies,2019-20,NBA,MEM,-13.0%,-0.8%,3.3%,73,-11.6%,-0.2%,-4.2%,+.019,-1.6%,-3.0%,+.005,0.3%,-4.8%,+.027,-16.6%,-15.6%,-.009,4.3%,-2.2%,-0.8%,0.1%,-15.8%,-11.2%,-3.0%,-14.2%,-3.2%
Memphis Grizzlies,2018-19,NBA,MEM,6.5%,-0.5%,-3.2%,82,0.9%,3.3%,2.0%,+.006,7.0%,10.0%,-.010,2.1%,-1.7%,+.019,6.8%,8.7%,-.014,-7.2%,6.2%,3.1%,11.1%,11.6%,13.1%,-6.5%,-5.2%,4.2%
Memphis Grizzlies,2017-18,NBA,MEM,-11.9%,0.6%,-0.5%,82,-1.0%,1.0%,-1.0%,+.009,-1.2%,-0.8%,-.001,1.7%,-1.0%,+.013,-9.5%,-9.7%,+.002,-12.1%,-2.9%,-5.2%,1.3%,-6.1%,15.1%,15.9%,3.3%,-1.1%
Memphis Grizzlies,2016-17,NBA,MEM,-3.3%,0.4%,0.0%,82,0.4%,-1.2%,-0.1%,-.005,52.2%,42.6%,+.022,-11.8%,-12.2%,+.002,-5.1%,-5.2%,+.002,-3.3%,5.0%,2.8%,2.8%,-9.8%,-1.7%,-2.8%,3.2%,1.4%
Memphis Grizzlies,2015-16,NBA,MEM,3.0%,-0.5%,-1.8%,82,-0.4%,-2.5%,1.4%,-.018,19.1%,22.1%,-.008,-5.9%,-3.2%,-.014,9.6%,8.3%,+.009,7.0%,-5.2%,-2.2%,-4.5%,3.4%,0.9%,-0.4%,13.8%,0.8%
Memphis Grizzlies,2014-15,NBA,MEM,3.9%,-0.5%,0.0%,82,0.5%,-0.8%,0.6%,-.006,4.4%,8.6%,-.014,-1.6%,-1.1%,-.003,17.0%,12.2%,+.032,-9.9%,4.3%,0.4%,-0.8%,10.9%,-7.5%,-2.7%,-0.1%,2.3%
Memphis Grizzlies,2013-14,NBA,MEM,5.6%,0.8%,0.9%,82,0.0%,5.3%,0.7%,+.021,6.0%,3.6%,+.008,5.2%,0.1%,+.024,-8.5%,-4.6%,-.031,-10.3%,3.3%,-0.8%,4.5%,-10.2%,-14.0%,-1.7%,-5.5%,2.9%
Memphis Grizzlies,2012-13,NBA,MEM,5.5%,0.1%,-0.9%,82,24.2%,22.2%,23.2%,-.003,37.9%,30.4%,+.019,20.2%,21.8%,-.006,18.1%,16.1%,+.013,27.4%,25.8%,26.3%,32.9%,11.4%,26.4%,19.8%,26.1%,22.2%
Memphis Grizzlies,2011-12,NBA,MEM,1.6%,-0.1%,0.4%,66,-19.8%,-24.2%,-20.3%,-.023,-10.4%,-8.3%,-.007,-25.7%,-22.2%,-.022,-23.1%,-24.1%,+.009,-14.3%,-18.7%,-17.4%,-23.7%,-18.2%,-21.8%,-16.6%,-22.8%,-23.5%
Memphis Grizzlies,2010-11,NBA,MEM,4.6%,-0.3%,-0.9%,82,-0.1%,-0.7%,-1.1%,+.002,-10.2%,-9.2%,-.004,0.4%,0.3%,+.000,-7.9%,-10.0%,+.017,-9.3%,-4.2%,-5.7%,9.6%,19.5%,10.5%,-8.3%,3.0%,-2.5%
Memphis Grizzlies,2009-10,NBA,MEM,3.4%,0.4%,4.1%,82,0.5%,12.5%,8.9%,+.015,-13.6%,-7.8%,-.023,16.7%,12.5%,+.018,2.8%,6.0%,-.023,26.3%,6.8%,12.0%,8.4%,4.9%,3.6%,-0.3%,-6.9%,9.2%
Los Angeles Lakers,2020-21,NBA,LAL,-4.4%,-0.1%,-0.4%,72,2.1%,-2.7%,-1.1%,-.007,1.8%,0.3%,+.005,-4.3%,-1.9%,-.013,-1.5%,-2.8%,+.010,-8.2%,0.0%,-1.9%,-1.6%,-8.2%,-17.5%,1.7%,-6.4%,-2.1%
Los Angeles Lakers,2019-20,NBA,LAL,12.6%,-0.9%,2.3%,71,-13.6%,-13.9%,-15.6%,+.009,-7.7%,-11.8%,+.015,-15.9%,-17.5%,+.011,-5.7%,-9.5%,+.030,-9.3%,-16.6%,-15.0%,-14.0%,-1.0%,6.4%,-16.1%,-13.5%,-12.1%
Los Angeles Lakers,2018-19,NBA,LAL,10.5%,0.3%,1.4%,82,-0.6%,4.6%,2.4%,+.010,3.0%,6.6%,-.011,5.1%,0.4%,+.024,-2.1%,0.0%,-.015,-4.7%,2.0%,0.4%,7.5%,-2.4%,13.4%,-0.8%,-2.0%,3.4%
Los Angeles Lakers,2017-18,NBA,LAL,-5.6%,0.0%,0.0%,82,1.0%,3.5%,1.2%,+.011,12.6%,13.0%,-.001,0.9%,-3.8%,+.024,-2.4%,3.1%,-.040,-6.1%,11.0%,6.6%,13.6%,-6.1%,21.2%,4.2%,2.2%,3.3%
Los Angeles Lakers,2016-17,NBA,LAL,-5.3%,0.5%,-1.4%,82,-0.1%,11.9%,3.0%,+.036,14.2%,4.7%,+.029,11.3%,2.3%,+.040,-11.7%,-8.6%,-.027,6.3%,-0.3%,1.3%,16.1%,13.7%,-5.0%,10.6%,2.2%,7.4%
Los Angeles Lakers,2015-16,NBA,LAL,-1.9%,-0.3%,0.5%,82,-1.0%,-5.7%,-0.9%,-.021,20.1%,30.4%,-.027,-11.1%,-9.8%,-.007,10.5%,4.8%,+.040,-7.8%,-0.1%,-2.1%,-13.8%,2.6%,-7.9%,3.5%,-4.5%,-1.1%
Los Angeles Lakers,2014-15,NBA,LAL,0.7%,0.0%,1.9%,82,1.1%,-2.7%,0.6%,-.015,-31.3%,-23.9%,-.037,6.6%,10.6%,-.017,3.1%,5.4%,-.017,27.8%,1.0%,7.0%,-14.5%,-5.4%,-17.9%,-12.3%,7.0%,-4.4%
Los Angeles Lakers,2013-14,NBA,LAL,-12.7%,0.4%,-0.9%,82,-0.3%,3.2%,5.1%,-.008,8.3%,0.8%,+.026,1.7%,7.0%,-.025,-12.2%,-19.8%,+.065,-20.9%,-4.1%,-8.4%,10.3%,6.1%,4.0%,0.6%,10.9%,0.7%
Los Angeles Lakers,2012-13,NBA,LAL,3.4%,-0.9%,-4.4%,82,23.0%,25.2%,24.8%,+.001,97.5%,81.2%,+.029,12.5%,9.9%,+.012,31.8%,44.1%,-.064,17.9%,21.4%,20.5%,22.4%,47.7%,22.2%,23.6%,32.3%,30.5%
Los Angeles Lakers,2011-12,NBA,LAL,-1.7%,0.6%,2.7%,66,-19.0%,-22.3%,-21.3%,-.006,-30.9%,-25.2%,-.027,-20.6%,-20.2%,-.003,-22.0%,-19.7%,-.022,-19.2%,-14.0%,-15.4%,-17.5%,-35.2%,-16.8%,-7.1%,-28.7%,-22.8%
Los Angeles Lakers,2010-11,NBA,LAL,6.3%,0.0%,-0.5%,82,0.0%,-0.5%,-1.7%,+.006,-1.5%,-4.8%,+.012,-0.3%,-0.8%,+.002,1.4%,-0.3%,+.013,1.6%,-1.7%,-0.8%,4.1%,-1.6%,5.5%,-2.1%,-2.3%,-0.2%
Los Angeles Lakers,2009-10,NBA,LAL,3.6%,-0.8%,2.3%,82,0.3%,-4.9%,-1.5%,-.016,-2.7%,3.0%,-.020,-5.4%,-2.8%,-.013,-5.5%,-4.9%,-.005,-4.1%,2.9%,0.9%,-9.3%,-14.8%,-4.8%,-0.6%,-6.2%,-4.9%
Los Angeles Clippers,2020-21,NBA,LAC,5.1%,0.9%,1.9%,72,-0.6%,0.6%,-2.8%,+.016,14.7%,3.7%,+.040,-5.5%,-6.7%,+.007,-22.3%,-26.8%,+.048,-11.6%,-6.1%,-7.3%,2.8%,-0.4%,-12.7%,-9.6%,-13.2%,-2.0%
Los Angeles Clippers,2019-20,NBA,LAC,0.7%,-0.5%,1.9%,72,-12.4%,-11.6%,-10.5%,-.006,9.0%,13.8%,-.016,-18.2%,-20.7%,+.016,-19.2%,-19.1%,-.001,-3.6%,-9.3%,-8.1%,-13.3%,-8.9%,-12.2%,-11.9%,-16.7%,-11.3%
Los Angeles Clippers,2018-19,NBA,LAC,0.7%,-0.1%,-4.1%,82,0.6%,2.5%,2.5%,-.000,5.7%,-3.6%,+.034,1.5%,5.2%,-.019,19.1%,11.7%,+.049,-4.3%,6.1%,3.7%,7.5%,-10.7%,3.2%,-0.9%,16.8%,5.7%
Los Angeles Clippers,2017-18,NBA,LAC,-10.0%,0.3%,-0.9%,82,-0.3%,1.9%,2.7%,-.004,-7.6%,-2.2%,-.021,5.2%,5.1%,+.000,-1.9%,-1.6%,-.003,12.7%,-0.9%,2.0%,-0.9%,2.6%,7.5%,13.4%,0.7%,0.3%
Los Angeles Clippers,2016-17,NBA,LAC,1.0%,-0.1%,1.4%,82,-0.4%,3.2%,0.9%,+.011,5.5%,2.5%,+.011,2.4%,0.1%,+.012,6.4%,-1.1%,+.053,2.4%,2.3%,2.3%,-1.3%,-13.7%,-24.6%,-0.1%,-6.9%,4.0%
Los Angeles Clippers,2015-16,NBA,LAC,3.1%,-0.5%,-1.4%,82,0.5%,-2.7%,-1.0%,-.008,-3.6%,-0.5%,-.012,-2.4%,-1.3%,-.006,1.5%,4.1%,-.018,-8.0%,0.6%,-1.3%,-7.8%,10.8%,12.5%,5.0%,-0.2%,-2.1%
Los Angeles Clippers,2014-15,NBA,LAC,2.5%,0.3%,2.3%,82,-0.1%,0.6%,1.0%,-.002,19.3%,12.0%,+.023,-4.5%,-3.5%,-.006,-15.7%,-13.3%,-.020,-8.6%,1.6%,-0.9%,0.7%,-9.0%,3.0%,-10.9%,-1.0%,-1.1%
Los Angeles Clippers,2013-14,NBA,LAC,-2.4%,-0.4%,-0.9%,82,0.1%,1.5%,2.3%,-.004,10.5%,12.2%,-.005,-0.7%,-1.3%,+.003,29.7%,26.3%,+.019,-8.5%,7.8%,3.3%,3.0%,-10.3%,-13.9%,-5.1%,3.0%,6.8%
Los Angeles Clippers,2012-13,NBA,LAC,5.5%,1.0%,-0.5%,82,23.6%,29.6%,23.1%,+.024,22.0%,21.6%,+.001,31.6%,23.7%,+.031,28.3%,22.8%,+.031,17.2%,27.4%,24.4%,41.4%,41.0%,46.3%,36.2%,22.7%,28.8%
Los Angeles Clippers,2011-12,NBA,LAC,11.0%,-0.9%,-4.8%,66,-19.6%,-19.1%,-18.6%,-.003,0.2%,-5.1%,+.019,-23.1%,-22.7%,-.003,-32.3%,-29.7%,-.027,-16.2%,-22.3%,-20.6%,-23.6%,-5.0%,-21.6%,-34.5%,-19.3%,-20.4%
Los Angeles Clippers,2010-11,NBA,LAC,-9.9%,-0.6%,3.2%,82,0.8%,0.4%,-0.1%,+.002,6.2%,4.3%,+.006,-0.7%,-1.3%,+.003,13.5%,17.1%,-.023,3.0%,-0.0%,0.8%,0.2%,10.0%,-13.7%,4.5%,9.6%,3.1%
Los Angeles Clippers,2009-10,NBA,LAC,2.6%,0.4%,0.0%,82,-0.9%,1.6%,-1.4%,+.013,-9.7%,-3.7%,-.022,4.1%,-0.8%,+.023,0.6%,1.5%,-.007,4.2%,5.3%,5.0%,5.0%,-7.0%,-3.3%,5.2%,-4.2%,0.6%
Indiana Pacers,2020-21,NBA,IND,3.5%,-0.5%,-0.5%,72,-0.9%,1.3%,1.7%,-.002,19.7%,19.5%,+.000,-4.5%,-6.6%,+.011,7.9%,7.2%,+.006,1.9%,-2.6%,-1.7%,4.5%,12.5%,22.3%,0.8%,0.6%,3.9%
Indiana Pacers,2019-20,NBA,IND,-5.2%,-0.1%,-0.9%,73,-10.6%,-9.3%,-9.5%,+.001,-4.6%,-1.7%,-.011,-10.7%,-12.7%,+.012,-15.6%,-19.3%,+.035,-16.5%,-10.0%,-11.4%,-11.3%,-23.8%,-6.9%,-13.8%,-9.3%,-9.8%
Indiana Pacers,2018-19,NBA,IND,3.1%,0.4%,-0.5%,82,-0.3%,1.3%,0.7%,+.003,5.1%,3.5%,+.006,0.3%,-0.4%,+.003,6.0%,9.8%,-.027,-3.3%,3.1%,1.6%,17.0%,-1.1%,18.8%,3.0%,3.2%,2.3%
Indiana Pacers,2017-18,NBA,IND,-3.0%,-0.3%,-1.4%,82,-0.5%,3.8%,2.2%,+.008,4.5%,6.6%,-.007,3.7%,0.5%,+.015,-16.5%,-13.1%,-.031,6.2%,-0.7%,0.8%,-1.4%,7.8%,-16.9%,-3.6%,-3.3%,0.4%
Indiana Pacers,2016-17,NBA,IND,0.4%,-0.5%,0.9%,82,-0.1%,2.5%,-0.8%,+.015,6.9%,-0.2%,+.025,1.3%,-1.0%,+.011,2.6%,-3.3%,+.046,-12.4%,-2.8%,-5.0%,5.9%,-9.8%,4.6%,-7.3%,-2.7%,2.9%
Indiana Pacers,2015-16,NBA,IND,-4.9%,-0.6%,-1.4%,82,0.1%,4.8%,2.4%,+.010,8.3%,8.6%,-.001,3.9%,0.2%,+.017,4.2%,3.0%,+.008,-1.1%,-1.5%,-1.4%,-0.9%,46.9%,4.3%,6.3%,-5.8%,5.0%
Indiana Pacers,2014-15,NBA,IND,4.0%,0.0%,0.0%,82,0.4%,1.7%,3.8%,-.009,11.3%,12.8%,-.005,-0.5%,1.1%,-.008,-7.5%,-4.7%,-.023,2.6%,-0.3%,0.4%,6.4%,-8.2%,-15.9%,-7.3%,4.0%,0.6%
Indiana Pacers,2013-14,NBA,IND,5.8%,0.3%,0.0%,82,1.0%,3.7%,0.7%,+.013,-0.9%,-3.6%,+.010,4.8%,2.1%,+.012,3.9%,-0.4%,+.032,-20.0%,6.0%,-1.3%,0.4%,-5.2%,-13.1%,0.8%,3.2%,3.4%
Indiana Pacers,2012-13,NBA,IND,-2.3%,0.3%,1.4%,81,22.5%,20.9%,21.4%,-.002,41.6%,50.3%,-.021,16.7%,14.3%,+.010,5.9%,11.1%,-.036,26.3%,29.0%,28.2%,34.0%,10.9%,43.7%,32.6%,13.5%,19.0%
