Name,Born,Year,Age,Team,Lg,Round,W/L,Opp,G,W,L,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP_PerG,PTS_PerG,TRB_PerG,AST_PerG
Matt Bonner,1980-04-05,2012,31,SAS,2012,,W,UTA,4,4,0,64,5,12,5,10,2,3,1,9,2,1,3,1,9,17,.417,.500,.667,16.1,4.3,2.3,0.5
Chris Bosh,1984-03-24,2012,27,MIA,2012,,W,OKC,5,4,1,183,28,62,2,5,15,17,15,47,1,3,6,5,9,73,.452,.400,.882,36.6,14.6,9.4,0.2
Chris Bosh,1984-03-24,2013,28,MIA,2013,,W,MIL,4,4,0,122,21,39,3,7,6,9,4,32,4,2,7,7,11,51,.538,.429,.667,30.6,12.8,8.0,1.0
Carlos Boozer,1981-11-20,2013,31,CHI,2013,,W,BRK,7,4,3,280,54,99,0,0,14,18,19,74,14,4,0,18,25,122,.545,,.778,40.0,17.4,10.6,2.0
Carlos Boozer,1981-11-20,2013,31,CHI,2013,,L,MIA,5,1,4,151,29,69,0,1,17,27,16,41,4,6,1,11,11,75,.420,.000,.630,30.3,15.0,8.2,0.8
Andrew Bogut,1984-11-28,2013,28,GSW,2013,,L,SAS,6,2,4,161,15,29,0,0,7,18,15,69,12,1,4,9,21,37,.517,,.389,26.8,6.2,11.5,2.0
Andrew Bogut,1984-11-28,2015,30,GSW,2015,,W,NOP,4,4,0,111,12,19,0,0,1,4,10,36,9,3,8,6,14,25,.632,,.250,27.7,6.3,9.0,2.3
Bojan Bogdanović,1989-04-18,2017,27,WAS,2017,,W,ATL,6,4,2,129,18,46,7,22,15,17,6,27,2,4,1,2,6,58,.391,.318,.882,21.6,9.7,4.5,0.3
Bojan Bogdanović,1989-04-18,2017,27,WAS,2017,,L,BOS,7,3,4,134,18,41,9,23,12,15,4,29,7,2,0,6,11,57,.439,.391,.800,19.2,8.1,4.1,1.0
Matt Bonner,1980-04-05,2012,31,SAS,2012,,W,LAC,4,4,0,47,4,11,2,6,0,0,0,7,3,1,1,0,8,10,.364,.333,,11.7,2.5,1.8,0.8
Matt Bonner,1980-04-05,2012,31,SAS,2012,,L,OKC,5,2,3,54,1,9,1,7,1,2,1,9,4,0,0,2,7,4,.111,.143,.500,10.8,0.8,1.8,0.8
Chris Bosh,1984-03-24,2013,28,MIA,2013,,W,CHI,5,4,1,167,27,54,4,8,10,16,9,43,10,4,11,6,17,68,.500,.500,.625,33.4,13.6,8.6,2.0
Chris Bosh,1984-03-24,2013,28,MIA,2013,,W,IND,7,4,3,221,26,69,8,16,17,20,5,30,5,4,7,7,20,77,.377,.500,.850,31.6,11.0,4.3,0.7
Carlos Boozer,1981-11-20,2014,32,CHI,2014,,L,WAS,5,1,4,121,20,47,0,0,8,9,8,39,5,1,0,7,13,48,.426,,.889,24.2,9.6,7.8,1.0
Andrew Bogut,1984-11-28,2015,30,GSW,2015,,W,MEM,6,4,2,148,14,25,0,1,0,0,13,47,11,6,12,8,25,28,.560,.000,,24.6,4.7,7.8,1.8
Andrew Bogut,1984-11-28,2015,30,GSW,2015,,W,HOU,5,4,1,107,12,22,0,0,2,5,13,46,10,1,9,8,19,26,.545,,.400,21.5,5.2,9.2,2.0
Bojan Bogdanović,1989-04-18,2018,28,IND,2018,,L,CLE,7,3,4,238,32,81,17,45,6,10,1,24,13,6,0,13,23,87,.395,.378,.600,34.0,12.4,3.4,1.9
Bojan Bogdanović,1989-04-18,2019,29,IND,2019,,L,BOS,4,0,4,148,25,63,7,22,15,17,3,23,11,8,0,6,7,72,.397,.318,.882,36.9,18.0,5.8,2.8
Matt Bonner,1980-04-05,2013,32,SAS,2013,,W,LAL,4,4,0,102,10,18,6,8,5,7,4,15,1,4,3,0,11,31,.556,.750,.714,25.5,7.8,3.8,0.3
Matt Bonner,1980-04-05,2013,32,SAS,2013,,W,GSW,6,4,2,57,5,11,2,6,0,0,3,7,2,0,0,0,8,12,.455,.333,,9.6,2.0,1.2,0.3
Chris Bosh,1984-03-24,2013,28,MIA,2013,,W,SAS,7,4,3,240,36,78,0,6,11,15,20,62,15,13,11,7,19,83,.462,.000,.733,34.3,11.9,8.9,2.1
Chris Bosh,1984-03-24,2014,29,MIA,2014,,W,CHA,4,4,0,129,22,43,9,13,5,7,2,21,6,3,4,3,11,58,.512,.692,.714,32.3,14.5,5.3,1.5
Andrew Bogut,1984-11-28,2015,30,GSW,2015,,W,CLE,4,2,2,74,4,9,0,0,2,4,5,24,6,1,5,4,11,10,.444,,.500,18.4,2.5,6.0,1.5
Andrew Bogut,1984-11-28,2016,31,GSW,2016,,W,HOU,5,4,1,90,12,17,0,0,0,2,10,30,10,4,8,3,21,24,.706,,.000,17.9,4.8,6.0,2.0
Matt Bonner,1980-04-05,2013,32,SAS,2013,,W,MEM,4,4,0,71,9,20,6,14,3,3,2,10,2,0,2,2,14,27,.450,.429,1.000,17.8,6.8,2.5,0.5
Matt Bonner,1980-04-05,2013,32,SAS,2013,,L,MIA,6,3,3,36,4,10,1,4,2,2,0,7,1,1,0,0,2,11,.400,.250,1.000,6.1,1.8,1.2,0.2
Chris Bosh,1984-03-24,2014,29,MIA,2014,,W,BRK,5,4,1,180,28,55,8,22,9,12,7,29,3,4,10,3,7,73,.509,.364,.750,36.1,14.6,5.8,0.6
Chris Bosh,1984-03-24,2014,29,MIA,2014,,W,IND,6,4,2,195,38,80,8,26,13,18,12,36,7,6,5,4,21,97,.475,.308,.722,32.5,16.2,6.0,1.2
Andrew Bogut,1984-11-28,2016,31,GSW,2016,,W,POR,5,4,1,88,12,20,0,1,3,6,14,40,4,4,10,5,18,27,.600,.000,.500,17.5,5.4,8.0,0.8
Andrew Bogut,1984-11-28,2016,31,GSW,2016,,W,OKC,7,4,3,128,16,23,0,0,2,6,14,40,13,4,7,6,20,34,.696,,.333,18.3,4.9,5.7,1.9
Matt Bonner,1980-04-05,2014,33,SAS,2014,,W,DAL,7,4,3,31,3,3,0,0,0,0,0,0,1,0,0,1,3,6,1.000,,,4.4,0.9,0.0,0.1
Matt Bonner,1980-04-05,2014,33,SAS,2014,,W,POR,5,4,1,15,1,1,0,0,0,0,1,2,0,1,0,0,0,2,1.000,,,3.1,0.4,0.4,0.0
Chris Bosh,1984-03-24,2014,29,MIA,2014,,L,SAS,5,1,4,181,28,51,5,13,9,11,3,26,5,4,1,4,12,70,.549,.385,.818,36.3,14.0,5.2,1.0
Andrew Bogut,1984-11-28,2016,31,GSW,2016,,L,CLE,5,3,2,60,8,17,0,1,0,0,9,15,3,2,10,5,13,16,.471,.000,,12.0,3.2,3.0,0.6
Andrew Bogut,1984-11-28,2019,34,GSW,2019,,W,LAC,6,4,2,88,14,21,0,0,4,5,12,40,14,2,3,5,18,32,.667,,.800,14.7,5.3,6.7,2.3
Matt Bonner,1980-04-05,2014,33,SAS,2014,,W,OKC,6,4,2,62,5,16,4,12,0,0,1,9,5,0,1,1,7,14,.313,.333,,10.4,2.3,1.5,0.8
Matt Bonner,1980-04-05,2014,33,SAS,2014,,W,MIA,4,3,1,27,1,1,0,0,3,4,0,3,5,1,0,0,2,5,1.000,,.750,6.7,1.3,0.8,1.3
Andrew Bogut,1984-11-28,2019,34,GSW,2019,,W,HOU,4,3,1,22,1,4,0,0,0,0,3,9,1,0,1,1,3,2,.250,,,5.5,0.5,2.3,0.3
Andrew Bogut,1984-11-28,2019,34,GSW,2019,,W,POR,4,4,0,24,3,4,0,0,0,0,4,10,3,2,1,2,9,6,.750,,,6.0,1.5,2.5,0.8
Alfonzo McKinnie,1992-09-17,2019,26,GSW,2019,,W,LAC,6,4,2,58,9,17,3,9,2,3,5,16,0,1,1,1,9,23,.529,.333,.667,9.6,3.8,2.7,0.0
Matt Bonner,1980-04-05,2015,34,SAS,2015,,L,LAC,7,3,4,36,2,10,2,9,0,0,0,6,1,0,1,1,8,6,.200,.222,,5.2,0.9,0.9,0.1
Andrew Bogut,1984-11-28,2019,34,GSW,2019,,L,TOR,5,2,3,45,6,8,0,0,0,0,4,15,3,1,1,2,8,12,.750,,,8.9,2.4,3.0,0.6
Alfonzo McKinnie,1992-09-17,2019,26,GSW,2019,,W,HOU,6,4,2,50,3,9,0,5,1,2,2,11,1,0,0,1,4,7,.333,.000,.500,8.3,1.2,1.8,0.2
Alfonzo McKinnie,1992-09-17,2019,26,GSW,2019,,W,POR,4,4,0,70,9,17,4,8,1,2,5,13,1,1,0,1,7,23,.529,.500,.500,17.5,5.8,3.3,0.3
Ben McLemore,1993-02-11,2020,26,HOU,2020,,W,OKC,6,3,3,78,9,24,8,20,0,0,2,9,2,2,0,1,6,26,.375,.400,,13.0,4.3,1.5,0.3
John Holland,1988-11-06,2016,27,BOS,2016,,L,ATL,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,.000,.000,,1.3,0.0,0.0,0.0
Aaron Holiday,1996-09-30,2019,22,IND,2019,,L,BOS,3,0,3,13,2,5,1,2,0,0,0,0,0,0,0,1,3,5,.400,.500,,4.5,1.7,0.0,0.0
Rodney McGruder,1991-07-29,2018,26,MIA,2018,,L,PHI,4,1,3,16,1,4,0,2,0,0,0,4,0,0,0,0,3,2,.250,.000,,4.0,0.5,1.0,0.0
Justin Holiday,1989-04-05,2015,25,GSW,2015,,W,MEM,3,3,0,5,1,2,1,1,0,0,0,0,0,0,0,0,1,3,.500,1.000,,1.8,1.0,0.0,0.0
Jrue Holiday,1990-06-12,2011,20,PHI,2011,,L,MIA,5,1,4,188,24,58,11,21,12,15,3,19,28,10,2,11,10,71,.414,.524,.800,37.6,14.2,3.8,5.6
Alfonzo McKinnie,1992-09-17,2019,26,GSW,2019,,L,TOR,6,2,4,57,5,16,3,10,0,3,5,10,2,0,0,3,12,13,.313,.300,.000,9.6,2.2,1.7,0.3
Jaylen Hoard,1999-03-30,2020,20,POR,2020,,L,LAL,3,0,3,41,7,12,0,0,0,0,5,9,1,0,0,2,5,14,.583,,,13.8,4.7,3.0,0.3
Ben McLemore,1993-02-11,2020,26,HOU,2020,,L,LAL,5,1,4,52,6,16,6,16,0,0,0,2,4,2,0,2,2,18,.375,.375,,10.4,3.6,0.4,0.8
Aaron Holiday,1996-09-30,2020,23,IND,2020,,L,MIA,4,0,4,72,12,21,4,9,3,5,1,5,10,4,0,4,10,31,.571,.444,.600,18.0,7.8,1.3,2.5
Rodney McGruder,1991-07-29,2020,28,LAC,2020,,W,DAL,3,2,1,10,2,3,2,3,0,0,0,2,1,0,0,0,0,6,.667,.667,,3.3,2.0,0.7,0.3
Rodney McGruder,1991-07-29,2020,28,LAC,2020,,L,DEN,2,1,1,6,1,2,0,0,0,0,1,2,1,0,0,0,0,2,.500,,,2.9,1.0,1.0,0.5
Justin Holiday,1989-04-05,2015,25,GSW,2015,,W,HOU,1,1,0,4,0,0,0,0,0,0,0,1,1,0,0,2,0,0,,,,3.5,0.0,1.0,1.0
Justin Holiday,1989-04-05,2015,25,GSW,2015,,W,CLE,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.1,0.0,0.0,0.0
Jrue Holiday,1990-06-12,2012,21,PHI,2012,,W,CHI,6,4,2,232,39,94,9,22,22,28,10,31,28,8,5,10,13,109,.415,.409,.786,38.7,18.2,5.2,4.7
Jrue Holiday,1990-06-12,2012,21,PHI,2012,,L,BOS,7,3,4,262,35,85,11,27,16,16,7,30,39,12,3,16,11,97,.412,.407,1.000,37.4,13.9,4.3,5.6
Justin Holiday,1989-04-05,2020,30,IND,2020,,L,MIA,4,0,4,131,10,21,8,16,1,3,4,15,3,6,5,3,8,29,.476,.500,.333,32.8,7.3,3.8,0.8
Kirk Hinrich,1981-01-02,2009,28,CHI,2009,,L,BOS,7,3,4,210,29,62,13,30,17,25,2,19,20,12,3,8,18,88,.468,.433,.680,30.1,12.6,2.7,2.9
Jrue Holiday,1990-06-12,2015,24,NOP,2015,,L,GSW,3,0,3,55,7,19,1,4,4,4,2,3,13,2,1,5,3,19,.368,.250,1.000,18.2,6.3,1.0,4.3
Jrue Holiday,1990-06-12,2018,27,NOP,2018,,W,POR,4,4,0,150,46,81,7,20,12,17,5,16,26,5,2,13,9,111,.568,.350,.706,37.4,27.8,4.0,6.5
Kirk Hinrich,1981-01-02,2010,29,CHI,2010,,L,CLE,5,1,4,196,22,52,8,16,10,14,1,22,20,7,0,2,14,62,.423,.500,.714,39.3,12.4,4.4,4.0
Kirk Hinrich,1981-01-02,2011,30,ATL,2011,,W,ORL,6,4,2,173,26,52,8,19,1,1,1,14,16,7,2,4,21,61,.500,.421,1.000,28.9,10.2,2.3,2.7
Jrue Holiday,1990-06-12,2018,27,NOP,2018,,L,GSW,5,1,4,199,42,89,9,30,9,13,4,35,31,5,3,10,13,102,.472,.300,.692,39.8,20.4,7.0,6.2
Allen Crabbe,1992-04-09,2015,22,POR,2015,,L,MEM,2,0,2,39,4,5,2,2,0,0,0,3,1,2,1,1,1,10,.800,1.000,,19.3,5.0,1.5,0.5
Robert Covington,1990-12-14,2018,27,PHI,2018,,W,MIA,5,4,1,149,16,42,9,24,6,9,5,28,17,4,5,7,16,47,.381,.375,.667,29.9,9.4,5.6,3.4
DeMarcus Cousins,1990-08-13,2019,28,GSW,2019,,W,LAC,2,1,1,25,4,13,1,3,2,2,5,11,5,1,0,6,6,11,.308,.333,1.000,12.5,5.5,5.5,2.5
Chris Copeland,1984-03-17,2013,28,NYK,2013,,W,BOS,3,3,0,24,0,5,0,3,0,0,0,1,0,2,0,1,1,0,.000,.000,,7.9,0.0,0.3,0.0
Kirk Hinrich,1981-01-02,2012,31,ATL,2012,,L,BOS,6,2,4,141,13,30,6,16,2,2,4,12,6,4,0,2,9,34,.433,.375,1.000,23.5,5.7,2.0,1.0
Kirk Hinrich,1981-01-02,2013,32,CHI,2013,,W,BRK,4,3,1,162,16,37,4,11,9,14,1,11,23,8,1,8,14,45,.432,.364,.643,40.5,11.3,2.8,5.8
Allen Crabbe,1992-04-09,2016,23,POR,2016,,W,LAC,6,4,2,148,16,36,6,18,4,6,4,15,6,2,1,4,14,42,.444,.333,.667,24.7,7.0,2.5,1.0
Allen Crabbe,1992-04-09,2016,23,POR,2016,,L,GSW,5,1,4,154,22,37,9,17,10,13,1,17,9,5,0,2,9,63,.595,.529,.769,30.7,12.6,3.4,1.8
Robert Covington,1990-12-14,2018,27,PHI,2018,,L,BOS,5,1,4,132,11,41,6,24,6,7,7,25,8,7,4,4,14,34,.268,.250,.857,26.3,6.8,5.0,1.6
Robert Covington,1990-12-14,2020,29,HOU,2020,,W,OKC,7,4,3,220,33,66,24,48,3,4,6,40,9,17,11,8,26,93,.500,.500,.750,31.4,13.3,5.7,1.3
DeMarcus Cousins,1990-08-13,2019,28,GSW,2019,,L,TOR,6,2,4,108,17,40,2,9,14,23,4,28,14,4,6,13,18,50,.425,.222,.609,18.0,8.3,4.7,2.3
Chris Copeland,1984-03-17,2013,28,NYK,2013,,L,IND,6,2,4,69,12,25,11,20,2,2,2,8,1,3,0,3,8,37,.480,.550,1.000,11.6,6.2,1.3,0.2
Chris Copeland,1984-03-17,2014,29,IND,2014,,W,ATL,5,3,2,50,6,14,4,9,2,2,1,4,0,2,3,5,9,18,.429,.444,1.000,10.1,3.6,0.8,0.0
Kirk Hinrich,1981-01-02,2014,33,CHI,2014,,L,WAS,5,1,4,167,23,56,7,19,2,4,1,15,22,4,1,11,22,55,.411,.368,.500,33.5,11.0,3.0,4.4
Kirk Hinrich,1981-01-02,2015,34,CHI,2015,,W,MIL,4,2,2,29,2,7,1,3,0,0,0,1,3,1,0,0,2,5,.286,.333,,7.2,1.3,0.3,0.8
Allen Crabbe,1992-04-09,2017,24,POR,2017,,L,GSW,4,0,4,92,9,24,3,13,1,3,0,12,2,1,0,1,9,22,.375,.231,.333,23.0,5.5,3.0,0.5
Tyler Cook,1997-09-23,2020,22,DEN,2020,,W,UTA,1,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,4.2,0.0,2.0,0.0
Robert Covington,1990-12-14,2020,29,HOU,2020,,L,LAL,5,1,4,159,14,29,10,20,3,3,2,20,7,13,2,4,19,41,.483,.500,1.000,31.7,8.2,4.0,1.4
Chris Copeland,1984-03-17,2014,29,IND,2014,,W,WAS,4,2,2,12,4,7,1,3,3,6,0,1,1,1,0,0,3,12,.571,.333,.500,2.9,3.0,0.3,0.3
Chris Copeland,1984-03-17,2014,29,IND,2014,,L,MIA,3,1,2,20,2,7,1,4,1,1,0,0,0,0,0,0,1,6,.286,.250,1.000,6.6,2.0,0.0,0.0
James White,1982-10-21,2009,26,HOU,2009,,W,POR,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1.000,1.000,,1.2,1.5,0.0,0.0
Derrick White,1994-07-02,2018,23,SAS,2018,,L,GSW,3,0,3,18,3,6,1,2,0,0,0,0,1,1,2,0,0,7,.500,.500,,6.1,2.3,0.0,0.3
D.J. White,1986-08-31,2014,27,CHA,2014,,L,MIA,1,0,1,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,,,2.6,0.0,2.0,0.0
Kirk Hinrich,1981-01-02,2015,34,CHI,2015,,L,CLE,6,2,4,97,7,12,5,7,2,3,0,4,8,2,1,1,12,21,.583,.714,.667,16.1,3.5,0.7,1.3
Kirk Hinrich,1981-01-02,2016,35,ATL,2016,,W,BOS,5,4,1,15,1,3,0,1,0,0,0,2,3,0,0,0,0,2,.333,.000,,3.1,0.4,0.4,0.6
James White,1982-10-21,2009,26,HOU,2009,,L,LAL,3,0,3,9,2,8,0,1,0,0,1,1,0,0,0,1,0,4,.250,.000,,3.0,1.3,0.3,0.0
Derrick White,1994-07-02,2019,24,SAS,2019,,L,DEN,7,3,4,191,41,75,5,17,19,26,1,21,21,5,5,15,17,106,.547,.294,.731,27.2,15.1,3.0,3.0
Kirk Hinrich,1981-01-02,2016,35,ATL,2016,,L,CLE,1,0,1,12,1,4,1,2,0,0,0,2,0,0,0,0,2,3,.250,.500,,12.0,3.0,2.0,0.0
James White,1982-10-21,2013,30,NYK,2013,,W,BOS,3,3,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,2,.500,.000,,1.4,0.7,0.0,0.0
James White,1982-10-21,2013,30,NYK,2013,,L,IND,1,1,0,5,1,2,0,1,0,0,1,2,0,0,0,0,1,2,.500,.000,,4.9,2.0,2.0,0.0
Mario West,1984-06-19,2009,24,ATL,2009,,W,MIA,7,4,3,34,2,6,0,1,0,0,0,2,2,1,0,1,2,4,.333,.000,,4.9,0.6,0.3,0.3
Delonte West,1983-07-26,2009,25,CLE,2009,,W,DET,4,4,0,164,17,37,2,7,10,11,1,16,16,5,2,12,6,46,.459,.286,.909,41.1,11.5,4.0,4.0
David West,1980-08-29,2009,28,NOH,2009,,L,DEN,5,1,4,178,32,80,0,0,26,29,5,37,6,5,2,14,19,90,.400,,.897,35.7,18.0,7.4,1.2
Evan Turner,1988-10-27,2011,22,PHI,2011,,L,MIA,5,1,4,97,17,38,4,5,2,2,4,23,4,3,1,0,9,40,.447,.800,1.000,19.4,8.0,4.6,0.8
Mario West,1984-06-19,2009,24,ATL,2009,,L,CLE,4,0,4,12,0,4,0,0,1,4,0,3,0,1,0,0,0,1,.000,,.250,3.0,0.3,0.8,0.0
Mario West,1984-06-19,2010,25,ATL,2010,,W,MIL,6,4,2,14,2,3,0,1,0,0,1,2,1,1,0,0,6,4,.667,.000,,2.4,0.7,0.3,0.2
Delonte West,1983-07-26,2009,25,CLE,2009,,W,ATL,4,4,0,157,21,42,3,7,15,18,3,15,19,4,0,9,7,60,.500,.429,.833,39.2,15.0,3.8,4.8
Delonte West,1983-07-26,2009,25,CLE,2009,,L,ORL,6,2,4,270,35,78,7,22,10,13,2,18,23,10,5,13,15,87,.449,.318,.769,44.9,14.5,3.0,3.8
Russell Westbrook,1988-11-12,2010,21,OKC,2010,,L,LAL,6,2,4,212,43,91,5,12,32,38,10,36,36,10,1,14,13,123,.473,.417,.842,35.4,20.5,6.0,6.0
David West,1980-08-29,2012,31,IND,2012,,W,ORL,5,4,1,197,32,73,0,0,15,18,10,48,10,6,4,10,13,79,.438,,.833,39.4,15.8,9.6,2.0
David West,1980-08-29,2012,31,IND,2012,,L,MIA,6,2,4,219,34,75,0,0,21,26,11,46,12,2,2,7,20,89,.453,,.808,36.5,14.8,7.7,2.0
Hedo Türkoğlu,1979-03-19,2009,29,ORL,2009,,W,PHI,6,4,2,223,23,63,5,15,20,23,3,28,20,6,1,18,20,71,.365,.333,.870,37.2,11.8,4.7,3.3
Evan Turner,1988-10-27,2012,23,PHI,2012,,W,CHI,6,4,2,202,26,66,0,4,18,24,6,38,17,4,1,13,19,70,.394,.000,.750,33.6,11.7,6.3,2.8
Evan Turner,1988-10-27,2012,23,PHI,2012,,L,BOS,7,3,4,247,30,88,0,2,15,24,8,60,15,8,5,17,17,75,.341,.000,.625,35.3,10.7,8.6,2.1
Ronny Turiaf,1983-01-13,2011,28,NYK,2011,,L,BOS,4,0,4,75,8,12,0,0,7,10,4,11,4,1,6,3,4,23,.667,,.700,18.7,5.8,2.8,1.0
Rayjon Tucker,1997-09-24,2020,22,UTA,2020,,L,DEN,2,2,0,11,2,5,1,3,0,0,0,0,0,0,0,1,1,5,.400,.333,,5.6,2.5,0.0,0.0
Gary Trent Jr.,1999-01-18,2020,21,POR,2020,,L,LAL,5,1,4,153,16,45,10,24,6,7,5,10,3,4,0,5,16,48,.356,.417,.857,30.6,9.6,2.0,0.6
Mario West,1984-06-19,2010,25,ATL,2010,,L,ORL,1,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1.000,,,6.2,2.0,0.0,0.0
P.J. Tucker,1985-05-05,2017,31,TOR,2017,,W,MIL,6,4,2,145,5,20,3,13,5,8,7,26,6,1,2,5,16,18,.250,.231,.625,24.2,3.0,4.3,1.0
Karl-Anthony Towns,1995-11-15,2018,22,MIN,2018,,L,HOU,5,1,4,170,28,60,3,11,17,23,15,67,11,2,5,12,14,76,.467,.273,.739,33.9,15.2,13.4,2.2
Delonte West,1983-07-26,2010,26,CLE,2010,,W,CHI,5,4,1,137,17,38,3,13,3,3,3,11,18,5,1,5,8,40,.447,.231,1.000,27.5,8.0,2.2,3.6
Delonte West,1983-07-26,2010,26,CLE,2010,,L,BOS,6,2,4,131,11,29,0,6,12,13,3,10,11,4,2,14,8,34,.379,.000,.923,21.9,5.7,1.7,1.8
Russell Westbrook,1988-11-12,2011,22,OKC,2011,,W,DEN,5,4,1,181,40,101,7,23,32,39,12,30,31,4,2,20,17,119,.396,.304,.821,36.2,23.8,6.0,6.2
Russell Westbrook,1988-11-12,2011,22,OKC,2011,,W,MEM,7,4,3,262,59,142,5,15,45,50,13,37,53,12,3,34,24,168,.415,.333,.900,37.5,24.0,5.3,7.6
David West,1980-08-29,2013,32,IND,2013,,W,ATL,6,4,2,202,39,80,0,2,20,23,6,35,11,4,4,14,17,98,.488,.000,.870,33.6,16.3,5.8,1.8
David West,1980-08-29,2013,32,IND,2013,,W,NYK,6,4,2,218,32,71,0,1,24,30,13,47,16,5,4,14,15,88,.451,.000,.800,36.3,14.7,7.8,2.7
Hedo Türkoğlu,1979-03-19,2009,29,ORL,2009,,W,BOS,7,4,3,258,41,89,11,29,21,26,1,20,37,4,1,16,20,114,.461,.379,.808,36.9,16.3,2.9,5.3
Hedo Türkoğlu,1979-03-19,2009,29,ORL,2009,,W,CLE,6,4,2,246,32,82,9,23,30,35,4,38,40,4,0,17,21,103,.390,.391,.857,41.0,17.2,6.3,6.7
Evan Turner,1988-10-27,2014,25,IND,2014,,W,ATL,5,2,3,63,10,20,4,7,2,2,0,11,10,1,0,6,6,26,.500,.571,1.000,12.6,5.2,2.2,2.0
Evan Turner,1988-10-27,2014,25,IND,2014,,W,WAS,6,4,2,83,5,15,0,0,3,3,0,14,9,3,0,4,3,13,.333,,1.000,13.8,2.2,2.3,1.5
Ronny Turiaf,1983-01-13,2012,29,MIA,2012,,W,NYK,1,1,0,7,0,1,0,0,0,0,1,3,0,0,1,1,1,0,.000,,,7.2,0.0,3.0,0.0
Ronny Turiaf,1983-01-13,2012,29,MIA,2012,,W,IND,6,4,2,76,6,12,0,0,2,9,8,17,1,1,5,3,15,14,.500,,.222,12.6,2.3,2.8,0.2
P.J. Tucker,1985-05-05,2017,31,TOR,2017,,L,CLE,4,0,4,106,13,29,6,15,0,0,8,31,5,5,1,3,11,32,.448,.400,,26.6,8.0,7.8,1.3
P.J. Tucker,1985-05-05,2018,32,HOU,2018,,W,MIN,5,4,1,134,10,28,9,23,2,3,0,14,3,0,5,3,12,31,.357,.391,.667,26.8,6.2,2.8,0.6
Delonte West,1983-07-26,2011,27,BOS,2011,,W,NYK,4,4,0,54,3,11,0,4,2,2,1,8,5,1,0,2,6,8,.273,.000,1.000,13.5,2.0,2.0,1.3
Delonte West,1983-07-26,2011,27,BOS,2011,,L,MIA,5,1,4,116,19,36,7,15,6,8,3,9,7,4,0,10,10,51,.528,.467,.750,23.2,10.2,1.8,1.4
Russell Westbrook,1988-11-12,2011,22,OKC,2011,,L,DAL,5,1,4,195,36,100,2,10,44,53,11,24,24,8,1,24,15,118,.360,.200,.830,39.0,23.6,4.8,4.8
Russell Westbrook,1988-11-12,2012,23,OKC,2012,,W,DAL,4,4,0,146,34,75,4,13,17,21,4,15,17,9,0,10,9,89,.453,.308,.810,36.4,22.3,3.8,4.3
David West,1980-08-29,2013,32,IND,2013,,L,MIA,7,3,4,269,44,98,0,0,28,41,22,62,12,4,7,17,22,116,.449,,.683,38.5,16.6,8.9,1.7
David West,1980-08-29,2014,33,IND,2014,,W,ATL,7,4,3,249,39,81,1,3,15,22,9,48,34,9,11,17,20,94,.481,.333,.682,35.6,13.4,6.9,4.9
Hedo Türkoğlu,1979-03-19,2009,29,ORL,2009,,L,LAL,5,1,4,206,30,61,7,16,23,31,1,23,19,4,2,13,19,90,.492,.438,.742,41.1,18.0,4.6,3.8
Hedo Türkoğlu,1979-03-19,2011,31,ORL,2011,,L,ATL,6,2,4,209,20,68,7,30,8,14,1,19,22,8,1,7,18,55,.294,.233,.571,34.9,9.2,3.2,3.7
Evan Turner,1988-10-27,2014,25,IND,2014,,L,MIA,1,0,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,3.6,0.0,1.0,0.0
Evan Turner,1988-10-27,2015,26,BOS,2015,,L,CLE,4,0,4,118,16,44,2,4,8,9,2,29,19,3,0,9,11,42,.364,.500,.889,29.5,10.5,7.3,4.8
Ronny Turiaf,1983-01-13,2012,29,MIA,2012,,W,BOS,4,3,1,35,4,5,0,0,1,2,2,10,0,0,2,2,7,9,.800,,.500,8.7,2.3,2.5,0.0
Ronny Turiaf,1983-01-13,2012,29,MIA,2012,,W,OKC,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,3.0,0.0,1.0,0.0
P.J. Tucker,1985-05-05,2018,32,HOU,2018,,W,UTA,5,4,1,164,22,38,13,25,2,2,6,34,6,2,6,1,12,59,.579,.520,1.000,32.7,11.8,6.8,1.2
P.J. Tucker,1985-05-05,2018,32,HOU,2018,,L,GSW,7,3,4,272,20,42,13,27,8,13,17,63,13,9,2,10,22,61,.476,.481,.615,38.9,8.7,9.0,1.9
Delonte West,1983-07-26,2012,28,DAL,2012,,L,OKC,4,0,4,88,11,26,3,6,5,5,2,7,8,3,0,3,5,30,.423,.500,1.000,22.0,7.5,1.8,2.0
Russell Westbrook,1988-11-12,2012,23,OKC,2012,,W,LAL,5,4,1,179,49,101,3,10,27,33,6,27,23,8,0,4,10,128,.485,.300,.818,35.8,25.6,5.4,4.6
