Name,Born,Year,Age,Team,Lg,Round,W/L,Opp,G,W,L,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP_PerG,PTS_PerG,TRB_PerG,AST_PerG
Lamar Odom,1979-11-06,2009,29,LAL,2009,,W,UTA,5,4,1,183,37,59,5,10,10,17,14,55,12,2,8,9,14,89,.627,.500,.588,36.6,17.8,11.0,2.4
Semi Ojeleye,1994-12-05,2018,23,BOS,2018,,W,MIL,7,4,3,127,5,17,3,12,2,2,4,20,1,0,0,2,10,15,.294,.250,1.000,18.1,2.1,2.9,0.1
Beno Udrih,1982-07-05,2015,32,MEM,2015,,W,POR,4,3,1,82,19,39,2,7,7,8,4,12,12,0,0,1,7,47,.487,.286,.875,20.5,11.8,3.0,3.0
Beno Udrih,1982-07-05,2015,32,MEM,2015,,L,GSW,6,2,4,93,12,34,2,9,3,4,0,8,9,5,0,3,9,29,.353,.222,.750,15.5,4.8,1.3,1.5
LeBron James,1984-12-30,2014,29,MIA,2014,,W,IND,6,4,2,215,52,93,6,18,27,33,4,38,33,11,5,20,17,137,.559,.333,.818,35.8,22.8,6.3,5.5
LeBron James,1984-12-30,2014,29,MIA,2014,,L,SAS,5,1,4,189,52,91,14,27,23,29,7,39,20,10,2,19,10,141,.571,.519,.793,37.8,28.2,7.8,4.0
Ekpe Udoh,1987-05-20,2018,30,UTA,2018,,W,OKC,4,2,2,10,1,1,0,0,0,2,1,1,0,0,1,1,2,2,1.000,,.000,2.6,0.5,0.3,0.0
Ekpe Udoh,1987-05-20,2018,30,UTA,2018,,L,HOU,2,0,2,10,0,0,0,0,0,2,0,2,0,0,1,0,0,0,,,.000,5.2,0.0,1.0,0.0
Greg Oden,1988-01-22,2014,26,MIA,2014,,W,IND,1,1,0,5,0,0,0,0,0,0,0,1,1,1,0,0,1,0,,,,4.6,0.0,1.0,1.0
Greg Oden,1988-01-22,2014,26,MIA,2014,,L,SAS,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1.5,0.0,0.0,0.0
Emeka Okafor,1982-09-28,2018,35,NOP,2018,,W,POR,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,.000,,,3.6,0.0,0.0,0.0
Lamar Odom,1979-11-06,2009,29,LAL,2009,,W,HOU,7,4,3,196,21,43,4,8,12,24,19,62,14,5,10,14,19,58,.488,.500,.500,28.0,8.3,8.9,2.0
Lamar Odom,1979-11-06,2009,29,LAL,2009,,W,DEN,6,4,2,186,24,56,5,9,16,23,21,54,12,4,8,7,21,69,.429,.556,.696,31.0,11.5,9.0,2.0
Daniel Ochefu,1993-12-15,2017,23,WAS,2017,,W,ATL,3,1,2,4,0,1,0,0,0,0,0,1,0,0,0,1,1,0,.000,,,1.4,0.0,0.3,0.0
Semi Ojeleye,1994-12-05,2018,23,BOS,2018,,W,PHI,5,4,1,48,2,5,2,3,0,0,0,1,0,2,0,0,5,6,.400,.667,,9.5,1.2,0.2,0.0
Semi Ojeleye,1994-12-05,2018,23,BOS,2018,,L,CLE,5,2,3,56,3,11,1,7,4,5,0,7,1,1,0,0,6,11,.273,.143,.800,11.1,2.2,1.4,0.2
Royce O'Neale,1993-06-05,2018,24,UTA,2018,,W,OKC,6,4,2,108,8,19,5,13,5,11,3,18,6,5,4,3,14,26,.421,.385,.455,18.0,4.3,3.0,1.0
LeBron James,1984-12-30,2015,30,CLE,2015,,W,BOS,4,4,0,172,42,90,4,20,20,27,2,36,26,9,6,19,8,108,.467,.200,.741,43.0,27.0,9.0,6.5
LeBron James,1984-12-30,2015,30,CLE,2015,,W,CHI,6,4,2,245,61,153,3,28,32,40,14,66,53,10,10,27,21,157,.399,.107,.800,40.8,26.2,11.0,8.8
Ekpe Udoh,1987-05-20,2019,31,UTA,2019,,L,HOU,2,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,3.1,0.0,0.0,0.0
Fabricio Oberto,1975-03-21,2009,33,SAS,2009,,L,DAL,2,1,1,22,4,6,0,0,4,4,2,4,0,2,0,2,2,12,.667,,1.000,10.8,6.0,2.0,0.0
Kyle O'Quinn,1990-03-26,2019,28,IND,2019,,L,BOS,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1.6,0.0,0.0,0.0
Jermaine O'Neal,1978-10-13,2009,30,MIA,2009,,L,ATL,6,2,4,162,28,51,0,0,24,32,7,27,9,3,9,10,18,80,.549,,.750,27.0,13.3,4.5,1.5
Johnny O'Bryant,1993-06-01,2015,21,MIL,2015,,L,CHI,1,0,1,12,3,8,0,0,0,0,1,3,0,0,0,0,1,6,.375,,,12.0,6.0,3.0,0.0
Lamar Odom,1979-11-06,2009,29,LAL,2009,,W,ORL,5,4,1,169,26,48,4,8,11,16,10,39,4,5,5,9,21,67,.542,.500,.688,33.8,13.4,7.8,0.8
Lamar Odom,1979-11-06,2010,30,LAL,2010,,W,OKC,6,4,2,158,20,48,4,13,3,7,11,41,11,4,8,6,23,47,.417,.308,.429,26.3,7.8,6.8,1.8
Daniel Ochefu,1993-12-15,2017,23,WAS,2017,,L,BOS,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.9,0.0,0.0,0.0
Semi Ojeleye,1994-12-05,2019,24,BOS,2019,,W,IND,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.5,0.0,0.0,0.0
Semi Ojeleye,1994-12-05,2019,24,BOS,2019,,L,MIL,5,1,4,34,4,9,3,5,2,2,1,2,2,0,0,1,5,13,.444,.600,1.000,6.8,2.6,0.4,0.4
Royce O'Neale,1993-06-05,2018,24,UTA,2018,,L,HOU,5,1,4,151,20,37,5,15,7,8,0,20,9,5,0,13,16,52,.541,.333,.875,30.2,10.4,4.0,1.8
Royce O'Neale,1993-06-05,2019,25,UTA,2019,,L,HOU,5,1,4,137,21,45,8,23,3,4,2,23,8,2,2,10,15,53,.467,.348,.750,27.4,10.6,4.6,1.6
LeBron James,1984-12-30,2015,30,CLE,2015,,W,ATL,4,4,0,153,46,105,5,20,24,33,10,44,37,6,2,15,10,121,.438,.250,.727,38.2,30.3,11.0,9.3
LeBron James,1984-12-30,2015,30,CLE,2015,,L,GSW,6,2,4,274,78,196,13,42,46,67,11,80,53,8,3,21,19,215,.398,.310,.687,45.7,35.8,13.3,8.8
Kyle O'Quinn,1990-03-26,2020,29,PHI,2020,,L,BOS,1,0,1,6,0,0,0,0,0,0,0,1,1,0,0,2,3,0,,,,5.7,0.0,1.0,1.0
Jermaine O'Neal,1978-10-13,2010,31,MIA,2010,,L,BOS,5,1,4,117,9,44,0,0,3,7,10,28,5,4,10,7,13,21,.205,,.429,23.3,4.2,5.6,1.0
Jermaine O'Neal,1978-10-13,2011,32,BOS,2011,,W,NYK,4,4,0,92,11,18,0,0,0,0,6,16,4,1,10,5,18,22,.611,,,22.9,5.5,4.0,1.0
Lamar Odom,1979-11-06,2010,30,LAL,2010,,W,UTA,4,4,0,112,12,24,3,8,11,15,13,40,7,0,6,3,17,38,.500,.375,.733,27.9,9.5,10.0,1.8
Lamar Odom,1979-11-06,2010,30,LAL,2010,,W,PHO,6,4,2,206,36,75,2,10,10,17,26,71,19,7,3,9,21,84,.480,.200,.588,34.3,14.0,11.8,3.2
Shaquille O'Neal,1972-03-06,2010,37,CLE,2010,,W,CHI,5,4,1,103,19,37,0,0,8,12,9,31,9,1,7,14,19,46,.514,,.667,20.6,9.2,6.2,1.8
Semi Ojeleye,1994-12-05,2020,25,BOS,2020,,W,PHI,3,3,0,29,1,5,1,5,0,0,1,3,0,0,0,1,5,3,.200,.200,,9.6,1.0,1.0,0.0
Semi Ojeleye,1994-12-05,2020,25,BOS,2020,,W,TOR,7,4,3,71,5,19,4,16,2,2,1,7,0,3,0,0,4,16,.263,.250,1.000,10.1,2.3,1.0,0.0
Royce O'Neale,1993-06-05,2020,26,UTA,2020,,L,DEN,7,3,4,249,13,32,10,22,3,6,3,38,19,9,2,13,25,39,.406,.455,.500,35.5,5.6,5.4,2.7
LeBron James,1984-12-30,2016,31,CLE,2016,,W,DET,4,4,0,165,38,78,4,19,11,15,5,36,27,7,3,13,12,91,.487,.211,.733,41.2,22.8,9.0,6.8
LeBron James,1984-12-30,2016,31,CLE,2016,,W,ATL,4,4,0,146,38,75,8,19,13,22,7,34,31,12,2,17,11,97,.507,.421,.591,36.4,24.3,8.5,7.8
Jermaine O'Neal,1978-10-13,2011,32,BOS,2011,,L,MIA,5,1,4,106,10,25,0,0,10,11,9,22,4,1,6,3,16,30,.400,,.909,21.1,6.0,4.4,0.8
Jermaine O'Neal,1978-10-13,2014,35,GSW,2014,,L,LAC,7,3,4,84,18,32,0,0,6,8,12,24,1,1,3,4,12,42,.563,,.750,12.0,6.0,3.4,0.1
Lamar Odom,1979-11-06,2010,30,LAL,2010,,W,BOS,7,4,3,192,23,47,1,10,6,11,10,46,9,4,4,10,23,53,.489,.100,.545,27.4,7.6,6.6,1.3
Lamar Odom,1979-11-06,2011,31,LAL,2011,,W,NOH,6,4,2,169,25,55,4,16,18,24,5,36,12,1,2,9,14,72,.455,.250,.750,28.2,12.0,6.0,2.0
Shaquille O'Neal,1972-03-06,2010,37,CLE,2010,,L,BOS,6,2,4,140,29,56,0,0,23,35,12,30,6,1,6,10,22,81,.518,,.657,23.4,13.5,5.0,1.0
Shaquille O'Neal,1972-03-06,2011,38,BOS,2011,,L,MIA,2,1,1,12,1,2,0,0,0,2,0,0,1,1,0,0,4,2,.500,,.000,6.0,1.0,0.0,0.5
Semi Ojeleye,1994-12-05,2020,25,BOS,2020,,L,MIA,3,0,3,23,1,4,0,2,0,0,0,2,1,0,0,0,0,2,.250,.000,,7.6,0.7,0.7,0.3
LeBron James,1984-12-30,2016,31,CLE,2016,,W,TOR,6,4,2,219,61,98,7,21,27,44,13,51,40,12,6,14,15,156,.622,.333,.614,36.6,26.0,8.5,6.7
LeBron James,1984-12-30,2016,31,CLE,2016,,W,GSW,7,4,3,292,82,166,13,35,31,43,17,79,62,18,16,31,16,208,.494,.371,.721,41.7,29.7,11.3,8.9
Lamar Odom,1979-11-06,2011,31,LAL,2011,,L,DAL,4,0,4,117,20,43,0,4,9,14,8,29,9,1,2,6,11,49,.465,.000,.643,29.2,12.3,7.3,2.3
Lamar Odom,1979-11-06,2013,33,LAC,2013,,L,MEM,6,2,4,107,11,30,5,14,3,6,4,23,11,5,5,10,16,30,.367,.357,.500,17.9,5.0,3.8,1.8
LeBron James,1984-12-30,2017,32,CLE,2017,,W,IND,4,4,0,175,50,92,9,20,22,38,2,39,36,12,8,18,10,131,.543,.450,.579,43.7,32.8,9.8,9.0
LeBron James,1984-12-30,2017,32,CLE,2017,,W,TOR,4,4,0,164,43,75,13,27,45,54,4,33,21,5,4,17,7,144,.573,.481,.833,41.1,36.0,8.3,5.3
LeBron James,1984-12-30,2017,32,CLE,2017,,W,BOS,5,4,1,193,58,100,10,29,22,33,4,32,34,11,6,16,13,148,.580,.345,.667,38.6,29.6,6.4,6.8
LeBron James,1984-12-30,2017,32,CLE,2017,,L,GSW,5,1,4,212,66,117,12,31,24,37,9,60,50,7,5,21,13,168,.564,.387,.649,42.4,33.6,12.0,10.0
LeBron James,1984-12-30,2018,33,CLE,2018,,W,IND,7,4,3,288,83,150,12,34,63,77,14,70,54,10,7,26,17,241,.553,.353,.818,41.2,34.4,10.0,7.7
LeBron James,1984-12-30,2018,33,CLE,2018,,W,TOR,4,4,0,167,57,103,3,18,19,33,2,33,45,7,4,8,6,136,.553,.167,.576,41.8,34.0,8.3,11.3
LeBron James,1984-12-30,2018,33,CLE,2018,,W,BOS,7,4,3,288,86,164,18,44,45,65,6,63,59,8,8,40,18,235,.524,.409,.692,41.1,33.6,9.0,8.4
LeBron James,1984-12-30,2018,33,CLE,2018,,L,GSW,4,0,4,179,49,93,6,18,32,38,9,34,40,5,4,20,11,136,.527,.333,.842,44.7,34.0,8.5,10.0
LeBron James,1984-12-30,2020,35,LAL,2020,,W,POR,5,4,1,164,48,80,13,28,28,38,4,51,51,6,2,25,8,137,.600,.464,.737,32.9,27.4,10.2,10.2
LeBron James,1984-12-30,2020,35,LAL,2020,,W,HOU,5,4,1,178,46,90,10,34,27,38,4,52,37,10,9,21,10,129,.511,.294,.711,35.6,25.8,10.4,7.4
LeBron James,1984-12-30,2020,35,LAL,2020,,W,DEN,5,4,1,183,52,97,6,21,25,32,8,52,45,3,4,17,9,135,.536,.286,.781,36.6,27.0,10.4,9.0
LeBron James,1984-12-30,2020,35,LAL,2020,,W,MIA,6,4,2,236,68,115,15,36,28,42,12,71,51,7,3,21,13,179,.591,.417,.667,39.4,29.8,11.8,8.5
Thomas Gardner,1985-02-08,2009,23,ATL,2009,,W,MIA,2,1,1,3,1,2,0,1,0,0,0,0,0,0,0,0,1,2,.500,.000,,1.6,1.0,0.0,0.0
Langston Galloway,1991-12-09,2019,27,DET,2019,,L,MIL,4,0,4,110,11,34,9,25,0,0,2,15,4,2,4,2,10,31,.324,.360,,27.5,7.8,3.8,1.0
Thomas Gardner,1985-02-08,2009,23,ATL,2009,,L,CLE,1,0,1,16,4,11,3,5,1,1,0,2,2,1,0,0,3,12,.364,.600,1.000,15.5,12.0,2.0,2.0
Francisco García,1981-12-31,2013,31,HOU,2013,,L,OKC,6,2,4,164,22,50,17,37,3,5,3,20,9,4,5,4,21,64,.440,.459,.600,27.4,10.7,3.3,1.5
Kevin Garnett,1976-05-19,2010,33,BOS,2010,,W,MIA,4,3,1,142,26,45,0,0,11,15,6,35,10,7,2,8,10,63,.578,,.733,35.6,15.8,8.8,2.5
Sundiata Gaines,1986-04-18,2010,23,UTA,2010,,W,DEN,4,2,2,6,2,3,0,0,0,0,0,0,0,0,0,0,1,4,.667,,,1.4,1.0,0.0,0.0
Danilo Gallinari,1988-08-08,2011,22,DEN,2011,,L,OKC,5,1,4,148,19,44,7,15,15,21,1,17,10,4,0,7,17,60,.432,.467,.714,29.5,12.0,3.4,2.0
Nemanja Nedović,1991-06-16,2014,22,GSW,2014,,L,LAC,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0.0,0.0,0.0,0.0
Dan Gadzuric,1978-02-02,2010,31,MIL,2010,,L,ATL,7,3,4,76,9,17,0,0,1,4,10,24,1,1,5,6,15,19,.529,,.250,10.9,2.7,3.4,0.1
Gary Neal,1984-10-03,2011,26,SAS,2011,,L,MEM,6,2,4,111,17,46,5,19,7,7,2,18,5,1,1,2,11,46,.370,.263,1.000,18.5,7.7,3.0,0.8
Francisco García,1981-12-31,2014,32,HOU,2014,,L,POR,2,0,2,22,2,6,0,3,3,4,1,2,0,0,0,0,3,7,.333,.000,.750,11.2,3.5,1.0,0.0
Kevin Garnett,1976-05-19,2010,33,BOS,2010,,W,CLE,6,4,2,205,50,96,0,1,13,13,8,48,13,3,5,8,20,113,.521,.000,1.000,34.2,18.8,8.0,2.2
Kevin Garnett,1976-05-19,2010,33,BOS,2010,,W,ORL,6,4,2,196,28,72,0,0,6,9,10,48,14,6,4,4,16,62,.389,,.667,32.7,10.3,8.0,2.3
Sundiata Gaines,1986-04-18,2010,23,UTA,2010,,L,LAL,1,0,1,2,3,3,1,1,0,2,1,2,0,0,0,0,0,7,1.000,1.000,.000,1.7,7.0,2.0,0.0
Danilo Gallinari,1988-08-08,2012,23,DEN,2012,,L,LAL,7,3,4,222,34,94,4,23,22,24,9,36,17,5,4,9,15,94,.362,.174,.917,31.6,13.4,5.1,2.4
Danilo Gallinari,1988-08-08,2019,30,LAC,2019,,L,GSW,6,2,4,201,39,111,13,43,28,33,9,37,16,8,1,11,14,119,.351,.302,.848,33.6,19.8,6.2,2.7
Steve Nash,1974-02-07,2010,35,PHO,2010,,W,POR,6,4,2,198,28,60,8,17,26,29,1,13,59,1,0,26,5,90,.467,.471,.897,33.0,15.0,2.2,9.8
Shabazz Napier,1991-07-14,2017,25,POR,2017,,L,GSW,4,0,4,47,8,19,5,11,6,8,1,4,3,2,0,0,6,27,.421,.455,.750,11.7,6.8,1.0,0.8
Gary Neal,1984-10-03,2012,27,SAS,2012,,W,UTA,4,4,0,52,13,22,5,9,2,2,1,5,4,1,0,2,9,33,.591,.556,1.000,13.1,8.3,1.3,1.0
Gary Neal,1984-10-03,2012,27,SAS,2012,,W,LAC,4,4,0,61,12,22,5,11,4,5,0,9,7,0,0,6,4,33,.545,.455,.800,15.1,8.3,2.3,1.8
Kevin Garnett,1976-05-19,2010,33,BOS,2010,,L,LAL,7,3,4,222,45,88,0,1,17,19,8,39,21,10,9,11,28,107,.511,.000,.895,31.7,15.3,5.6,3.0
Kevin Garnett,1976-05-19,2011,34,BOS,2011,,W,NYK,4,4,0,136,25,55,0,0,12,13,15,45,14,8,3,12,7,62,.455,,.923,34.0,15.5,11.3,3.5
Larry Nance Jr.,1993-01-01,2018,25,CLE,2018,,W,IND,7,4,3,137,16,24,0,0,4,10,8,31,5,6,4,5,15,36,.667,,.400,19.6,5.1,4.4,0.7
Eduardo Nájera,1976-07-11,2010,33,DAL,2010,,L,SAS,5,1,4,36,2,8,0,5,0,0,5,9,0,2,0,1,8,4,.250,.000,,7.2,0.8,1.8,0.0
Abdel Nader,1993-09-25,2018,24,BOS,2018,,W,MIL,4,2,2,14,2,6,0,2,2,2,1,2,2,1,1,0,1,6,.333,.000,1.000,3.5,1.5,0.5,0.5
Danilo Gallinari,1988-08-08,2020,31,OKC,2020,,L,HOU,7,3,4,212,32,79,12,37,29,30,5,38,7,5,1,15,11,105,.405,.324,.967,30.3,15.0,5.4,1.0
Steve Nash,1974-02-07,2010,35,PHO,2010,,W,SAS,4,4,0,143,34,61,5,11,15,17,2,18,31,2,0,18,6,88,.557,.455,.882,35.6,22.0,4.5,7.8
Steve Nash,1974-02-07,2010,35,PHO,2010,,L,LAL,6,2,4,198,37,70,6,22,26,29,3,21,71,1,1,16,9,106,.529,.273,.897,33.0,17.7,3.5,11.8
Shabazz Napier,1991-07-14,2018,26,POR,2018,,L,NOP,2,0,2,35,5,11,0,4,1,2,0,2,3,3,0,6,1,11,.455,.000,.500,17.5,5.5,1.0,1.5
Shabazz Napier,1991-07-14,2019,27,BRK,2019,,L,PHI,3,0,3,28,7,11,3,5,7,8,2,7,11,1,0,0,1,24,.636,.600,.875,9.4,8.0,2.3,3.7
Gary Neal,1984-10-03,2012,27,SAS,2012,,L,OKC,6,2,4,104,14,38,6,16,5,6,0,4,8,1,0,3,8,39,.368,.375,.833,17.3,6.5,0.7,1.3
Gary Neal,1984-10-03,2013,28,SAS,2013,,W,LAL,4,4,0,77,11,31,4,16,5,5,0,9,4,2,0,2,5,31,.355,.250,1.000,19.3,7.8,2.3,1.0
Kevin Garnett,1976-05-19,2011,34,BOS,2011,,L,MIA,5,1,4,192,31,72,0,1,10,16,6,53,9,9,6,7,20,72,.431,.000,.625,38.3,14.4,10.6,1.8
Larry Nance Jr.,1993-01-01,2018,25,CLE,2018,,W,TOR,2,2,0,8,4,4,0,0,0,0,2,4,0,0,2,0,1,8,1.000,,,4.1,4.0,2.0,0.0
Larry Nance Jr.,1993-01-01,2018,25,CLE,2018,,W,BOS,7,4,3,93,12,14,0,1,5,9,10,27,7,8,6,5,12,29,.857,.000,.556,13.3,4.1,3.9,1.0
Abdel Nader,1993-09-25,2018,24,BOS,2018,,W,PHI,2,1,1,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,,,.000,1.5,0.0,0.0,0.5
Abdel Nader,1993-09-25,2018,24,BOS,2018,,L,CLE,5,3,2,16,3,9,0,2,0,0,0,1,0,0,0,2,1,6,.333,.000,,3.2,1.2,0.2,0.0
Steve Nash,1974-02-07,2013,38,LAL,2013,,L,SAS,2,0,2,61,10,23,0,3,5,5,2,5,9,0,0,3,2,25,.435,.000,1.000,30.4,12.5,2.5,4.5
Gary Neal,1984-10-03,2013,28,SAS,2013,,W,GSW,6,4,2,92,10,29,3,12,5,5,0,15,3,1,1,2,16,28,.345,.250,1.000,15.3,4.7,2.5,0.5
Gary Neal,1984-10-03,2013,28,SAS,2013,,W,MEM,4,4,0,51,7,17,2,8,2,2,0,4,2,0,0,1,2,18,.412,.250,1.000,12.7,4.5,1.0,0.5
Kevin Garnett,1976-05-19,2012,35,BOS,2012,,W,ATL,6,4,2,226,45,89,0,0,22,25,9,63,12,8,11,8,14,112,.506,,.880,37.7,18.7,10.5,2.0
Kevin Garnett,1976-05-19,2012,35,BOS,2012,,W,PHI,7,4,3,256,58,115,1,2,21,28,6,77,9,10,8,20,21,138,.504,.500,.750,36.6,19.7,11.0,1.3
Larry Nance Jr.,1993-01-01,2018,25,CLE,2018,,L,GSW,4,0,4,68,9,18,0,0,5,12,15,28,6,2,2,2,7,23,.500,,.417,17.1,5.8,7.0,1.5
Abdel Nader,1993-09-25,2019,25,OKC,2019,,L,POR,3,1,2,5,1,2,0,0,0,0,0,0,0,0,1,0,0,2,.500,,,1.6,0.7,0.0,0.0
Abdel Nader,1993-09-25,2020,26,OKC,2020,,L,HOU,3,0,3,25,1,7,1,5,1,2,1,3,0,1,2,0,1,4,.143,.200,.500,8.5,1.3,1.0,0.0
Gary Neal,1984-10-03,2013,28,SAS,2013,,L,MIA,7,3,4,171,24,58,14,30,4,4,1,17,6,0,0,8,10,66,.414,.467,1.000,24.4,9.4,2.4,0.9
Gary Neal,1984-10-03,2014,29,CHA,2014,,L,MIA,4,0,4,104,18,51,4,18,5,7,3,8,4,0,0,8,9,45,.353,.222,.714,26.1,11.3,2.0,1.0
Kevin Garnett,1976-05-19,2012,35,BOS,2012,,L,MIA,7,3,4,255,56,116,0,2,22,27,16,66,9,5,10,16,24,134,.483,.000,.815,36.4,19.1,9.4,1.3
Kevin Garnett,1976-05-19,2013,36,BOS,2013,,L,NYK,6,2,4,212,30,60,0,2,16,17,9,82,21,5,6,19,23,76,.500,.000,.941,35.3,12.7,13.7,3.5
Kevin Garnett,1976-05-19,2014,37,BRK,2014,,W,TOR,7,4,3,140,22,39,0,1,15,21,7,38,10,4,5,5,17,59,.564,.000,.714,20.0,8.4,5.4,1.4
Kevin Garnett,1976-05-19,2014,37,BRK,2014,,L,MIA,5,1,4,109,11,24,0,1,2,2,12,38,6,5,0,8,8,24,.458,.000,1.000,21.9,4.8,7.6,1.2
Shavlik Randolph,1983-11-24,2013,29,BOS,2013,,L,NYK,1,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,,,,3.2,0.0,3.0,0.0
Anthony Randolph,1989-07-15,2013,23,DEN,2013,,L,GSW,5,2,3,30,9,11,0,0,8,11,0,6,0,2,0,2,4,26,.818,,.727,6.0,5.2,1.2,0.0
Zach Randolph,1981-07-16,2011,29,MEM,2011,,W,SAS,6,4,2,224,48,96,1,5,32,39,11,55,20,8,3,12,21,129,.500,.200,.821,37.3,21.5,9.2,3.3
Theo Ratliff,1973-04-17,2009,35,PHI,2009,,L,ORL,6,2,4,94,9,11,0,0,2,4,6,23,0,1,4,4,24,20,.818,,.500,15.7,3.3,3.8,0.0
Vladimir Radmanović,1980-11-19,2012,31,ATL,2012,,L,BOS,2,0,2,15,0,4,0,3,0,0,0,1,1,0,0,0,3,0,.000,.000,,7.6,0.0,0.5,0.5
Zach Randolph,1981-07-16,2011,29,MEM,2011,,L,OKC,7,3,4,292,52,128,1,3,55,67,32,86,11,6,7,15,24,160,.406,.333,.821,41.6,22.9,12.3,1.6
Zach Randolph,1981-07-16,2012,30,MEM,2012,,L,LAC,7,3,4,248,37,88,0,4,22,35,27,69,6,7,4,11,25,96,.420,.000,.629,35.4,13.7,9.9,0.9
Theo Ratliff,1973-04-17,2010,36,CHA,2010,,L,ORL,4,0,4,47,3,8,0,0,1,2,0,3,1,2,0,2,15,7,.375,,.500,11.8,1.8,0.8,0.3
Theo Ratliff,1973-04-17,2011,37,LAL,2011,,W,NOH,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,0.9,0.0,1.0,0.0
Vladimir Radmanović,1980-11-19,2013,32,CHI,2013,,L,MIA,1,0,1,10,3,3,3,3,0,0,0,0,1,2,0,1,1,9,1.000,1.000,,10.2,9.0,0.0,1.0
Wade Baldwin,1996-03-29,2017,20,MEM,2017,,L,SAS,3,1,2,12,0,1,0,0,2,2,1,4,2,0,0,0,3,2,.000,,1.000,4.1,0.7,1.3,0.7
Renaldo Balkman,1984-07-14,2009,24,DEN,2009,,W,NOH,3,3,0,15,2,4,0,1,0,0,1,3,1,3,0,0,2,4,.500,.000,,4.9,1.3,1.0,0.3
Luke Babbitt,1989-06-20,2018,28,MIA,2018,,L,PHI,2,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,1.7,0.0,0.0,0.0
Zach Randolph,1981-07-16,2013,31,MEM,2013,,W,LAC,6,4,2,202,50,88,0,0,25,34,20,48,10,5,1,15,27,125,.568,,.735,33.7,20.8,8.0,1.7
Zach Randolph,1981-07-16,2013,31,MEM,2013,,W,OKC,5,4,1,198,33,74,0,1,26,36,16,54,11,3,2,8,14,92,.446,.000,.722,39.6,18.4,10.8,2.2
Wade Baldwin,1996-03-29,2018,21,POR,2018,,L,NOP,4,0,4,19,1,4,1,1,1,2,0,3,3,1,1,3,1,4,.250,1.000,.500,4.8,1.0,0.8,0.8
Renaldo Balkman,1984-07-14,2009,24,DEN,2009,,W,DAL,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.7,0.0,0.0,0.0
Renaldo Balkman,1984-07-14,2009,24,DEN,2009,,L,LAL,2,1,1,3,0,2,0,0,0,0,1,1,0,1,0,0,1,0,.000,,,1.6,0.0,0.5,0.0
Zach Randolph,1981-07-16,2013,31,MEM,2013,,L,SAS,4,0,4,155,16,53,0,0,12,24,23,48,3,2,4,8,11,44,.302,,.500,38.6,11.0,12.0,0.8
Zach Randolph,1981-07-16,2014,32,MEM,2014,,L,OKC,6,3,3,234,42,104,0,1,25,41,17,52,14,5,1,10,13,109,.404,.000,.610,39.1,18.2,8.7,2.3
Tony Parker,1982-05-17,2009,26,SAS,2009,,L,DAL,5,1,4,181,59,108,3,14,22,31,1,21,34,6,1,21,13,143,.546,.214,.710,36.3,28.6,4.2,6.8
Jabari Parker,1995-03-15,2018,22,MIL,2018,,L,BOS,7,3,4,167,28,62,6,19,8,13,8,43,10,7,4,6,15,70,.452,.316,.615,23.9,10.0,6.1,1.4
Zach Randolph,1981-07-16,2015,33,MEM,2015,,W,POR,5,4,1,176,30,86,0,3,10,12,13,42,9,2,0,8,18,70,.349,.000,.833,35.2,14.0,8.4,1.8
Zach Randolph,1981-07-16,2015,33,MEM,2015,,L,GSW,6,2,4,206,41,82,1,2,19,21,19,51,14,4,0,15,19,102,.500,.500,.905,34.4,17.0,8.5,2.3
Tony Parker,1982-05-17,2010,27,SAS,2010,,W,DAL,6,4,2,189,39,83,0,1,17,27,4,22,34,6,0,11,13,95,.470,.000,.630,31.4,15.8,3.7,5.7
Tony Parker,1982-05-17,2010,27,SAS,2010,,L,PHO,4,0,4,147,34,71,2,2,8,15,5,16,20,0,0,11,7,78,.479,1.000,.533,36.6,19.5,4.0,5.0
Zach Randolph,1981-07-16,2016,34,MEM,2016,,L,SAS,4,0,4,120,23,62,0,0,6,7,15,35,7,1,0,7,10,52,.371,,.857,29.9,13.0,8.8,1.8
Zach Randolph,1981-07-16,2017,35,MEM,2017,,L,SAS,6,2,4,191,35,83,1,7,8,11,9,49,4,5,2,7,14,79,.422,.143,.727,31.9,13.2,8.2,0.7
Tony Parker,1982-05-17,2011,28,SAS,2011,,L,MEM,6,2,4,221,43,93,1,8,31,41,1,16,31,8,2,20,10,118,.462,.125,.756,36.8,19.7,2.7,5.2
