Name,Born,Is_playoff,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
Tacko Fall,1995-12-10,1,2019-20,24,BOS,NBA,C,2,0,3,16.6,16.6,1.000,0.0,0.0,,16.6,16.6,1.000,16.6,33.2,.500,0.0,16.6,16.6,0.0,0.0,0.0,0.0,0.0,49.8,152,106
Cameron Bairstow,1990-12-07,0,2014-15,24,CHI,NBA,PF,18,1,64,2.4,11.3,.214,0.0,0.0,,2.4,11.3,.214,3.2,4.0,.800,4.9,1.6,6.5,0.8,1.6,0.8,2.4,6.5,8.1,77,108
Marvin Bagley III,1999-03-14,0,2018-19,19,SAC,NBA,PF,62,4,1567,10.6,21.0,.504,0.9,2.9,.313,9.7,18.1,.534,5.4,7.8,.691,4.8,9.2,14.0,1.8,1.0,1.8,2.9,3.6,27.4,111,110
Dwayne Bacon,1995-08-30,0,2017-18,22,CHO,NBA,SG,53,6,713,4.9,13.1,.375,0.8,2.9,.256,4.2,10.2,.409,1.4,1.7,.800,0.3,8.2,8.5,2.6,1.1,0.1,1.6,3.1,12.0,88,111
Luke Babbitt,1989-06-20,0,2010-11,21,POR,NBA,SF,24,0,137,6.0,21.9,.273,1.2,6.4,.188,4.8,15.5,.308,1.2,3.6,.333,2.4,9.6,12.0,2.4,0.8,0.8,3.2,6.0,14.3,68,107
Jarrett Jack,1983-10-28,0,2009-10,26,TOR,NBA,PG,82,43,2243,7.4,15.4,.481,1.9,4.6,.412,5.5,10.9,.511,4.7,5.5,.842,0.7,4.4,5.1,9.5,1.4,0.1,3.7,3.5,21.4,116,115
Derrick Caracter,1988-05-04,0,2010-11,22,LAL,NBA,C,41,0,215,7.9,16.2,.485,0.0,0.0,,7.9,16.2,.485,4.2,5.7,.739,4.7,5.9,10.6,1.7,1.0,2.5,4.7,11.6,19.9,98,105
Devin Cannady,1996-05-21,0,2020-21,24,ORL,NBA,PG,8,0,74,7.2,18.4,.393,3.9,10.5,.375,3.3,7.9,.417,3.9,4.6,.857,0.0,3.3,3.3,0.7,3.3,0.7,1.3,5.9,22.4,105,113
Vlatko Čančar,1997-04-10,0,2019-20,22,DEN,NBA,PF,14,0,45,6.6,16.5,.400,1.1,6.6,.167,5.5,9.9,.556,4.4,4.4,1.000,5.5,5.5,11.0,3.3,1.1,1.1,3.3,7.7,18.7,106,113
Rodney Carney,1984-04-15,0,2010-11,26,MEM,NBA,SF,2,0,5,10.4,31.3,.333,0.0,10.4,.000,10.4,20.9,.500,0.0,0.0,,10.4,0.0,10.4,0.0,10.4,0.0,0.0,0.0,20.9,90,93
Vernon Carey Jr.,2001-02-25,0,2020-21,19,CHO,NBA,C,19,4,115,7.6,15.3,.500,0.4,3.0,.143,7.2,12.3,.586,3.8,4.7,.818,2.5,8.9,11.5,0.8,0.4,2.1,2.1,5.5,19.5,108,113
Facundo Campazzo,1991-03-23,0,2020-21,29,DEN,NBA,PG,65,19,1425,4.2,10.9,.381,2.6,7.5,.352,1.5,3.4,.444,2.8,3.2,.879,0.8,3.9,4.6,8.0,2.7,0.5,2.5,4.6,13.7,117,112
Isaiah Canaan,1991-05-21,0,2013-14,22,HOU,NBA,PG,22,0,252,6.1,17.2,.356,3.6,10.9,.327,2.6,6.3,.406,4.2,5.7,.724,1.4,3.4,4.7,4.4,1.6,0.8,4.2,4.9,20.0,97,109
Brian Cardinal,1977-05-02,0,2009-10,32,MIN,NBA,PF,29,0,267,2.6,6.7,.389,0.6,1.7,.333,2.1,5.1,.407,3.2,3.4,.944,1.3,4.1,5.4,4.5,1.7,0.6,1.3,10.5,9.0,118,113
Clint Capela,1994-05-18,0,2014-15,20,HOU,NBA,C,12,0,90,7.7,16.0,.483,0.0,0.0,,7.7,16.0,.483,2.2,12.7,.174,5.5,14.4,19.9,1.1,0.6,5.0,2.8,7.7,17.7,84,97
Ron Baker,1993-03-30,0,2017-18,24,NYK,NBA,SG,29,1,385,2.6,7.6,.339,1.4,4.2,.333,1.2,3.3,.346,2.6,3.3,.769,0.6,3.2,3.9,6.1,3.3,0.8,2.3,4.2,9.1,104,109
Ron Baker,1993-03-30,0,2018-19,25,TOT,NBA,SG,15,0,152,1.3,6.3,.200,0.3,4.1,.077,0.9,2.2,.429,1.6,1.9,.833,0.3,3.2,3.5,4.7,1.9,0.3,1.6,5.7,4.4,79,116
Tacko Fall,1995-12-10,1,2020-21,25,BOS,NBA,C,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,50.1,50.1,0.0,0.0,0.0,0.0,0.0,0.0,,106
Cameron Bairstow,1990-12-07,0,2015-16,25,CHI,NBA,C,18,2,103,6.3,19.5,.325,0.5,2.4,.200,5.8,17.0,.343,3.4,3.9,.875,1.9,11.7,13.6,2.9,1.0,1.5,1.9,9.2,16.6,86,104
Marvin Bagley III,1999-03-14,0,2019-20,20,SAC,NBA,C,13,6,334,11.3,24.3,.467,0.6,3.2,.182,10.7,21.1,.510,3.6,4.5,.806,4.2,9.9,14.1,1.5,0.9,1.7,2.6,6.2,26.9,102,111
Marvin Bagley III,1999-03-14,0,2020-21,21,SAC,NBA,PF,43,42,1112,10.7,21.2,.504,1.6,4.7,.343,9.1,16.5,.550,3.3,5.8,.575,4.6,9.2,13.7,1.9,0.9,0.9,2.5,4.3,26.2,109,117
Dwayne Bacon,1995-08-30,0,2018-19,23,CHO,NBA,SG,43,13,759,7.8,16.5,.475,2.4,5.6,.437,5.4,10.9,.494,2.2,2.9,.739,0.5,5.2,5.7,3.0,0.8,0.3,1.2,4.6,20.2,114,116
Dwayne Bacon,1995-08-30,0,2019-20,24,CHO,NBA,SG,39,11,687,6.2,17.8,.348,1.4,4.9,.284,4.8,12.9,.373,2.6,3.9,.660,1.1,6.2,7.3,3.8,1.7,0.1,2.7,3.8,16.3,86,114
Luke Babbitt,1989-06-20,0,2011-12,22,POR,NBA,SF,40,4,537,7.0,17.0,.410,4.2,9.8,.430,2.7,7.2,.384,1.7,2.0,.850,1.6,7.7,9.3,1.6,1.0,0.4,2.6,4.5,19.8,103,108
Luke Babbitt,1989-06-20,0,2012-13,23,POR,NBA,PF,62,0,730,6.2,16.8,.368,4.5,12.8,.348,1.7,4.0,.429,0.7,0.9,.769,1.1,8.8,9.9,2.1,1.0,0.4,1.6,5.9,17.6,102,109
Jarrett Jack,1983-10-28,0,2010-11,27,TOT,NBA,"PG,SG",83,15,1722,8.1,19.8,.408,1.0,3.4,.306,7.1,16.5,.429,5.7,6.7,.850,0.6,4.8,5.4,7.5,1.7,0.2,3.4,3.2,22.9,102,109
Jarrett Jack,1983-10-28,0,2010-11,27,TOR,NBA,PG,13,13,347,7.2,18.2,.393,0.6,3.6,.167,6.6,14.6,.449,6.0,6.9,.870,0.9,5.4,6.3,8.8,2.1,0.0,5.1,3.7,20.9,97,113
Vlatko Čančar,1997-04-10,0,2020-21,23,DEN,NBA,PF,41,1,281,5.8,12.7,.458,1.6,5.8,.273,4.2,6.9,.615,1.8,2.3,.769,1.9,6.9,8.8,2.5,1.9,0.4,2.5,3.2,15.0,104,112
Vlatko Čančar,1997-04-10,1,2020-21,23,DEN,NBA,PF,5,0,21,7.1,7.1,1.000,2.4,2.4,1.000,4.7,4.7,1.000,9.5,11.9,.800,0.0,7.1,7.1,2.4,2.4,2.4,2.4,0.0,26.1,172,118
Facundo Campazzo,1991-03-23,1,2020-21,29,DEN,NBA,PG,10,9,270,5.4,13.7,.392,3.5,8.9,.396,1.8,4.8,.385,3.0,3.5,.842,1.3,4.2,5.5,7.6,2.6,0.7,2.8,6.5,17.2,116,121
Isaiah Canaan,1991-05-21,0,2014-15,23,TOT,NBA,PG,47,21,938,7.8,20.1,.386,4.8,13.1,.370,2.9,7.0,.417,2.6,3.2,.817,1.0,3.7,4.6,5.2,1.5,0.2,3.3,4.4,23.0,103,108
Isaiah Canaan,1991-05-21,0,2014-15,23,HOU,NBA,PG,25,9,369,7.1,17.6,.405,4.3,11.3,.381,2.8,6.3,.447,2.2,2.8,.762,1.5,3.0,4.4,3.9,1.9,0.0,3.1,3.8,20.7,105,107
Brian Cardinal,1977-05-02,0,2010-11,33,DAL,NBA,SF,56,4,618,3.7,8.5,.430,3.6,7.4,.483,0.1,1.1,.077,1.4,1.5,.944,0.9,4.2,5.0,3.4,2.0,0.6,1.4,7.0,12.3,126,106
Brian Cardinal,1977-05-02,0,2011-12,34,DAL,NBA,SF,44,0,277,2.7,10.4,.255,1.9,9.3,.204,0.8,1.1,.667,0.9,1.1,.833,0.8,5.7,6.4,3.0,1.5,0.4,1.5,7.2,8.1,82,105
Clint Capela,1994-05-18,0,2015-16,21,HOU,NBA,C,77,35,1471,7.7,13.3,.582,0.0,0.0,.000,7.7,13.2,.583,2.7,7.1,.379,6.5,10.0,16.5,1.6,2.0,3.1,2.0,6.4,18.1,114,104
Clint Capela,1994-05-18,0,2016-17,22,HOU,NBA,C,65,59,1551,11.2,17.4,.643,0.0,0.0,,11.2,17.4,.643,2.9,5.5,.531,5.5,10.8,16.3,1.9,1.1,2.4,2.7,5.5,25.3,122,106
Ron Baker,1993-03-30,0,2018-19,25,NYK,NBA,SG,11,0,107,1.8,7.2,.250,0.5,4.1,.111,1.4,3.2,.429,2.3,2.7,.833,0.5,2.7,3.2,5.9,2.3,0.0,1.4,7.2,6.3,94,115
Ron Baker,1993-03-30,0,2018-19,25,WAS,NBA,SG,4,0,45,0.0,4.2,.000,0.0,4.2,.000,0.0,0.0,,0.0,0.0,,0.0,4.2,4.2,2.1,1.1,1.1,2.1,2.1,0.0,20,117
Nick Calathes,1989-02-07,0,2013-14,24,MEM,NBA,SG,71,7,1173,6.5,14.2,.457,0.9,2.8,.311,5.6,11.4,.492,2.0,3.3,.611,1.0,5.2,6.2,9.4,3.0,0.4,4.6,5.3,15.8,97,104
Devontae Cacok,1996-10-08,0,2019-20,23,LAL,NBA,C,1,0,9,15.8,31.7,.500,0.0,0.0,,15.8,31.7,.500,0.0,0.0,,10.6,15.8,26.4,5.3,0.0,0.0,0.0,0.0,31.7,122,107
Dwayne Bacon,1995-08-30,0,2020-21,25,ORL,NBA,SG,72,50,1853,7.7,19.1,.402,1.5,5.4,.285,6.1,13.6,.449,3.8,4.6,.824,0.8,5.1,5.9,2.4,1.2,0.1,1.2,2.7,20.7,102,117
Luke Babbitt,1989-06-20,0,2013-14,24,NOP,NBA,PF,27,2,473,6.6,17.0,.390,4.0,10.5,.379,2.6,6.5,.407,1.5,2.0,.778,2.0,7.7,9.7,3.2,0.8,1.2,1.7,5.7,18.7,109,112
Luke Babbitt,1989-06-20,0,2014-15,25,NOP,NBA,SF,63,19,830,5.8,12.2,.479,3.7,7.3,.513,2.1,4.9,.429,0.8,1.2,.684,0.8,6.3,7.0,1.5,1.1,0.7,1.6,4.0,16.2,117,110
Brandon Ingram,1997-09-02,0,2016-17,19,LAL,NBA,SF,79,40,2279,5.9,14.7,.402,1.2,4.0,.294,4.7,10.7,.443,2.8,4.6,.621,1.3,5.5,6.8,3.5,1.1,0.8,2.5,3.4,15.8,96,115
Marcus Camby,1974-03-22,0,2009-10,35,TOT,NBA,"C,PF",74,74,2314,5.4,11.4,.475,0.0,0.2,.286,5.4,11.3,.478,1.8,2.8,.639,5.7,14.2,19.8,4.2,2.2,3.3,2.1,3.7,12.7,112,101
Andre Ingram,1985-11-19,0,2017-18,32,LAL,NBA,SG,2,0,64,6.0,12.7,.471,3.7,6.7,.556,2.2,6.0,.375,2.2,2.2,1.000,0.7,3.7,4.5,5.2,2.2,2.2,2.2,2.2,17.9,124,107
Kentavious Caldwell-Pope,1993-02-18,0,2013-14,20,DET,NBA,SG,80,41,1583,5.8,14.7,.396,1.9,5.9,.319,3.9,8.8,.447,1.5,1.9,.770,1.2,3.8,5.0,1.8,2.4,0.4,0.9,4.6,15.0,106,111
José Calderón,1981-09-28,0,2009-10,28,TOR,NBA,PG,68,39,1817,7.8,16.1,.482,1.9,4.9,.398,5.8,11.3,.519,2.4,3.0,.798,0.7,3.4,4.0,11.5,1.3,0.2,2.8,3.8,19.8,119,116
Jarrett Jack,1983-10-28,0,2010-11,27,NOH,NBA,SG,70,2,1375,8.3,20.3,.412,1.1,3.3,.345,7.2,17.0,.425,5.6,6.6,.845,0.6,4.6,5.2,7.2,1.6,0.2,3.0,3.0,23.4,104,108
Jarrett Jack,1983-10-28,0,2011-12,28,NOH,NBA,PG,45,39,1530,9.4,20.7,.456,1.4,4.0,.348,8.1,16.7,.482,4.6,5.3,.872,0.8,5.4,6.3,10.1,1.1,0.3,3.8,3.3,24.9,109,108
Isaiah Canaan,1991-05-21,0,2014-15,23,PHI,NBA,PG,22,12,569,8.2,21.8,.377,5.2,14.3,.364,3.0,7.5,.400,2.9,3.4,.846,0.6,4.1,4.8,6.1,1.3,0.3,3.4,4.8,24.5,102,109
Isaiah Canaan,1991-05-21,0,2015-16,24,PHI,NBA,SG,77,39,1966,6.5,18.0,.360,4.4,12.1,.363,2.1,5.9,.354,3.7,4.5,.833,0.5,3.8,4.3,3.4,1.4,0.3,2.3,3.3,21.1,102,113
Brian Cardinal,1977-05-02,1,2010-11,33,DAL,NBA,SF,9,0,37,4.5,6.0,.750,4.5,6.0,.750,0.0,0.0,,1.5,3.0,.500,0.0,4.5,4.5,3.0,1.5,0.0,4.5,12.0,15.0,112,109
Brian Cardinal,1977-05-02,1,2011-12,34,DAL,NBA,SF,2,0,9,5.9,11.8,.500,5.9,5.9,1.000,0.0,5.9,.000,0.0,0.0,,0.0,17.7,17.7,0.0,0.0,0.0,0.0,0.0,17.7,149,110
Clint Capela,1994-05-18,0,2017-18,23,HOU,NBA,C,74,74,2034,10.7,16.4,.652,0.0,0.0,.000,10.7,16.3,.653,3.5,6.2,.560,5.8,13.6,19.4,1.6,1.4,3.3,2.5,4.5,24.8,126,101
Clint Capela,1994-05-18,0,2018-19,24,HOU,NBA,C,67,67,2249,10.3,16.0,.648,0.0,0.0,,10.3,16.0,.648,3.6,5.7,.636,6.5,12.0,18.5,2.1,1.0,2.2,2.1,3.7,24.3,133,108
Nick Calathes,1989-02-07,0,2014-15,25,MEM,NBA,SG,58,0,838,6.5,15.4,.421,0.7,2.7,.256,5.8,12.7,.456,1.5,2.8,.533,1.2,5.4,6.6,9.1,3.9,0.3,3.8,6.2,15.1,93,99
Nick Calathes,1989-02-07,1,2014-15,25,MEM,NBA,SG,9,3,126,5.0,14.9,.333,2.5,5.4,.462,2.5,9.5,.261,1.2,3.3,.375,0.4,6.2,6.6,6.6,3.7,0.4,4.1,6.2,13.7,80,102
Devontae Cacok,1996-10-08,0,2020-21,24,LAL,NBA,PF,20,1,98,8.4,14.4,.586,0.0,0.0,,8.4,14.4,.586,2.5,5.5,.455,6.0,9.9,15.9,0.5,2.5,2.0,2.5,4.0,19.4,111,102
Luke Babbitt,1989-06-20,0,2015-16,26,NOP,NBA,SF,47,13,845,7.2,17.0,.422,2.6,6.4,.404,4.6,10.6,.433,2.3,2.9,.780,1.5,7.2,8.7,3.1,0.6,0.4,1.3,5.3,19.2,107,112
Luke Babbitt,1989-06-20,0,2016-17,27,MIA,NBA,SF,68,55,1065,5.3,13.3,.402,4.1,9.9,.414,1.2,3.4,.366,0.5,0.7,.733,0.6,6.1,6.7,1.7,0.9,0.5,1.2,5.6,15.3,110,109
Brandon Ingram,1997-09-02,0,2017-18,20,LAL,NBA,SF,59,59,1975,8.7,18.4,.470,1.0,2.5,.390,7.7,15.9,.483,4.7,6.8,.681,1.4,6.2,7.6,5.6,1.1,1.0,3.6,3.9,23.0,104,109
Brandon Ingram,1997-09-02,0,2018-19,21,LAL,NBA,SF,52,52,1760,9.6,19.3,.497,0.8,2.5,.330,8.8,16.8,.521,5.2,7.6,.675,1.1,6.0,7.1,4.1,0.7,0.8,3.4,3.9,25.1,104,112
Marcus Camby,1974-03-22,0,2009-10,35,LAC,NBA,PF,51,51,1596,5.4,11.6,.466,0.1,0.2,.333,5.3,11.4,.469,1.9,3.0,.659,5.4,14.6,20.0,4.9,2.2,3.2,2.1,3.4,12.8,111,101
Marcus Camby,1974-03-22,0,2009-10,35,POR,NBA,C,23,23,718,5.5,11.0,.497,0.0,0.1,.000,5.5,11.0,.500,1.4,2.4,.581,6.3,13.1,19.4,2.7,2.0,3.6,2.1,4.3,12.3,113,99
Andre Ingram,1985-11-19,0,2018-19,33,LAL,NBA,SG,4,0,15,0.0,18.6,.000,0.0,9.3,.000,0.0,9.3,.000,0.0,0.0,,3.1,3.1,6.2,0.0,3.1,0.0,3.1,0.0,0.0,12,110
Kentavious Caldwell-Pope,1993-02-18,0,2014-15,21,DET,NBA,SG,82,82,2587,7.8,19.4,.401,3.1,8.9,.345,4.7,10.6,.449,2.2,3.2,.696,0.9,4.2,5.1,2.2,1.9,0.4,1.9,3.2,20.9,101,109
Kentavious Caldwell-Pope,1993-02-18,0,2015-16,22,DET,NBA,SG,76,76,2789,7.3,17.4,.420,2.1,6.7,.309,5.2,10.7,.489,3.3,4.1,.811,1.3,3.8,5.1,2.5,2.0,0.3,1.9,3.0,20.0,107,107
José Calderón,1981-09-28,0,2010-11,29,TOR,NBA,PG,68,55,2102,6.4,14.7,.440,1.4,3.8,.365,5.0,10.8,.466,2.2,2.5,.854,0.7,4.2,5.0,14.9,2.0,0.2,3.6,3.5,16.5,112,114
José Calderón,1981-09-28,0,2011-12,30,TOR,NBA,PG,53,53,1799,6.5,14.3,.457,1.8,4.8,.371,4.8,9.5,.500,1.8,2.0,.882,0.6,4.2,4.8,14.0,1.4,0.1,3.1,2.8,16.6,116,108
Damien Inglis,1995-05-20,0,2015-16,20,MIL,NBA,SF,20,1,156,4.2,12.1,.351,1.0,4.2,.231,3.3,7.8,.417,2.3,2.6,.875,0.7,9.5,10.1,3.3,2.0,1.0,3.6,3.6,11.8,81,107
Kyrie Irving,1992-03-23,0,2011-12,19,CLE,NBA,PG,51,51,1558,11.8,25.2,.469,2.5,6.2,.399,9.3,19.0,.491,5.8,6.6,.872,1.5,5.0,6.4,9.3,1.8,0.7,5.4,3.7,31.8,109,110
Jarrett Jack,1983-10-28,0,2012-13,29,GSW,NBA,SG,79,4,2349,8.4,18.5,.452,1.8,4.4,.404,6.6,14.1,.466,3.6,4.3,.843,0.5,4.8,5.3,9.5,1.3,0.2,3.4,2.9,22.1,110,108
Jarrett Jack,1983-10-28,0,2013-14,30,CLE,NBA,PG,80,31,2252,6.5,16.0,.410,1.4,4.2,.341,5.1,11.7,.435,2.9,3.4,.839,0.5,4.6,5.1,7.4,1.3,0.5,3.0,3.0,17.4,102,110
Isaiah Canaan,1991-05-21,0,2016-17,25,CHI,NBA,SG,39,0,592,5.4,14.7,.364,2.1,8.0,.266,3.2,6.7,.481,2.6,2.8,.909,0.5,3.7,4.3,3.1,1.9,0.1,1.8,3.0,15.4,100,110
Isaiah Canaan,1991-05-21,0,2017-18,26,TOT,NBA,"PG,SG",20,1,422,5.9,15.5,.380,2.5,7.5,.333,3.4,8.1,.423,5.2,5.8,.902,0.7,4.4,5.1,8.6,1.8,0.1,3.3,4.1,19.5,110,114
Clint Capela,1994-05-18,0,2019-20,25,HOU,NBA,C,39,39,1279,8.8,14.0,.629,0.0,0.0,,8.8,14.0,.629,2.0,3.8,.529,6.1,13.4,19.4,1.7,1.2,2.6,2.3,3.7,19.6,124,105
Clint Capela,1994-05-18,0,2020-21,26,ATL,NBA,C,63,63,1898,10.7,18.0,.594,0.0,0.0,,10.7,18.0,.594,3.4,5.9,.573,7.7,15.7,23.4,1.3,1.1,3.3,1.9,3.8,24.8,125,106
Luke Babbitt,1989-06-20,0,2017-18,28,TOT,NBA,SF,50,14,715,6.3,14.8,.423,4.1,10.7,.385,2.1,4.1,.525,1.2,1.5,.773,0.5,6.1,6.6,2.1,0.5,0.5,1.3,3.7,17.8,109,113
Luke Babbitt,1989-06-20,0,2017-18,28,ATL,NBA,SF,37,9,570,6.9,14.4,.476,4.2,9.5,.441,2.7,4.9,.544,1.5,1.9,.773,0.4,6.5,6.9,2.2,0.6,0.4,1.3,4.0,19.4,119,114
Brandon Ingram,1997-09-02,0,2019-20,22,NOP,NBA,PF,62,62,2104,11.2,24.1,.463,3.3,8.4,.391,7.9,15.7,.501,6.9,8.1,.851,1.1,7.2,8.4,5.7,1.3,0.8,4.2,3.9,32.5,112,112
Brandon Ingram,1997-09-02,0,2020-21,23,NOP,NBA,SF,61,61,2093,11.8,25.2,.466,3.3,8.6,.381,8.5,16.6,.510,6.4,7.3,.878,0.8,6.1,6.9,6.8,1.0,0.8,3.5,2.8,33.2,115,116
Joe Ingles,1987-10-02,0,2014-15,27,UTA,NBA,SF,79,32,1673,4.7,11.2,.415,2.3,6.4,.356,2.4,4.8,.493,1.0,1.3,.750,0.7,4.9,5.6,5.8,2.3,0.3,3.1,3.9,12.6,101,106
Marcus Camby,1974-03-22,0,2010-11,36,POR,NBA,C,59,51,1540,4.1,10.4,.398,0.0,0.0,.000,4.1,10.4,.399,1.5,2.5,.614,6.5,15.0,21.5,4.3,1.4,3.3,2.2,5.0,9.8,105,100
Marcus Camby,1974-03-22,0,2011-12,37,TOT,NBA,C,59,53,1352,5.0,11.2,.446,0.1,0.2,.400,4.9,11.0,.447,1.1,2.5,.453,6.1,14.5,20.6,4.2,1.9,3.3,2.2,4.9,11.2,105,98
Kentavious Caldwell-Pope,1993-02-18,0,2016-17,23,DET,NBA,SG,76,75,2529,7.4,18.5,.399,3.1,8.7,.350,4.3,9.8,.442,3.1,3.7,.832,1.1,3.9,5.0,3.9,1.8,0.2,1.7,2.4,20.9,107,109
Kentavious Caldwell-Pope,1993-02-18,0,2017-18,24,LAL,NBA,SG,74,74,2458,6.6,15.5,.426,3.1,8.1,.383,3.5,7.5,.473,3.0,3.8,.789,1.2,6.4,7.5,3.2,2.1,0.3,1.9,2.8,19.3,111,108
José Calderón,1981-09-28,0,2012-13,31,TOT,NBA,PG,73,58,2160,7.7,15.6,.491,3.2,6.9,.461,4.5,8.7,.516,1.8,2.0,.900,0.5,3.8,4.3,12.7,1.4,0.2,3.1,2.4,20.3,124,111
Kyrie Irving,1992-03-23,0,2012-13,20,CLE,NBA,PG,59,59,2048,12.3,27.2,.452,2.8,7.1,.391,9.5,20.1,.474,6.3,7.4,.855,0.9,4.6,5.5,8.9,2.3,0.5,4.9,3.7,33.7,108,110
Kyrie Irving,1992-03-23,0,2013-14,21,CLE,NBA,PG,71,71,2496,11.0,25.6,.430,2.5,7.1,.358,8.4,18.4,.458,6.0,7.0,.861,1.1,4.3,5.4,8.9,2.2,0.5,3.9,3.4,30.5,109,108
Jarrett Jack,1983-10-28,0,2014-15,31,BRK,NBA,PG,80,27,2241,8.3,18.9,.439,0.9,3.4,.267,7.4,15.5,.477,4.6,5.2,.881,0.4,5.2,5.7,8.6,1.7,0.3,4.4,3.3,22.1,101,109
Jarrett Jack,1983-10-28,0,2015-16,32,BRK,NBA,PG,32,32,1027,6.9,17.6,.391,1.5,5.0,.304,5.3,12.6,.426,4.9,5.5,.893,0.4,6.2,6.7,11.6,1.7,0.3,4.6,3.8,20.2,101,112
Isaiah Canaan,1991-05-21,0,2017-18,26,HOU,NBA,SG,1,0,4,0.0,12.3,.000,0.0,0.0,,0.0,12.3,.000,0.0,0.0,,0.0,12.3,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0,109
Isaiah Canaan,1991-05-21,0,2017-18,26,PHO,NBA,PG,19,1,418,6.0,15.6,.382,2.5,7.6,.333,3.4,8.0,.429,5.3,5.8,.902,0.7,4.4,5.0,8.7,1.8,0.1,3.3,4.1,19.7,110,114
Clint Capela,1994-05-18,1,2014-15,20,HOU,NBA,C,17,0,127,7.8,11.5,.677,0.0,0.0,,7.8,11.5,.677,5.6,10.8,.517,4.8,10.8,15.6,1.9,1.1,3.4,1.1,7.1,21.2,133,105
Clint Capela,1994-05-18,1,2015-16,21,HOU,NBA,C,5,0,43,3.4,10.2,.333,0.0,0.0,,3.4,10.2,.333,2.3,5.7,.400,9.1,13.6,22.7,2.3,3.4,2.3,3.4,5.7,9.1,84,103
Luke Babbitt,1989-06-20,0,2017-18,28,MIA,NBA,SF,13,5,145,3.8,16.3,.234,3.8,15.6,.244,0.0,0.7,.000,0.0,0.0,,0.7,4.5,5.2,1.7,0.3,0.7,1.4,2.4,11.4,74,111
Joe Ingles,1987-10-02,0,2015-16,28,UTA,NBA,SF,81,2,1241,5.3,12.4,.426,3.4,8.9,.386,1.8,3.4,.531,0.6,0.8,.722,0.8,5.6,6.4,4.1,2.3,0.2,2.8,4.2,14.5,105,105
Joe Ingles,1987-10-02,0,2016-17,29,UTA,NBA,SF,82,26,1972,5.4,12.0,.452,3.3,7.4,.441,2.2,4.6,.471,1.3,1.8,.735,0.6,6.3,6.9,6.0,2.6,0.2,2.8,4.3,15.4,112,105
Marcus Camby,1974-03-22,0,2011-12,37,POR,NBA,C,40,40,894,3.9,9.5,.416,0.0,0.0,,3.9,9.5,.416,1.1,2.2,.474,6.2,14.7,20.8,4.4,1.9,3.3,2.8,5.2,8.9,100,98
Marcus Camby,1974-03-22,0,2011-12,37,HOU,NBA,C,19,13,458,7.0,14.4,.484,0.2,0.6,.400,6.7,13.8,.488,1.3,3.0,.423,5.9,14.2,20.1,3.7,1.9,3.3,1.1,4.3,15.4,115,97
Kentavious Caldwell-Pope,1993-02-18,0,2018-19,25,LAL,NBA,SG,82,23,2035,7.4,17.3,.430,3.5,9.9,.347,4.0,7.3,.542,3.1,3.6,.867,1.1,4.3,5.4,2.5,1.7,0.3,1.5,3.1,21.4,113,112
Kentavious Caldwell-Pope,1993-02-18,0,2019-20,26,LAL,NBA,SG,69,26,1762,6.4,13.7,.467,2.5,6.4,.385,3.9,7.2,.541,2.1,2.8,.775,1.0,2.8,3.8,3.0,1.5,0.4,1.7,3.5,17.4,115,110
José Calderón,1981-09-28,0,2012-13,31,TOR,NBA,PG,45,30,1273,7.8,16.6,.470,3.3,7.7,.429,4.5,8.9,.505,2.0,2.2,.904,0.6,3.8,4.4,13.9,1.2,0.3,3.1,2.4,20.9,123,111
José Calderón,1981-09-28,0,2012-13,31,DET,NBA,PG,28,28,887,7.4,14.1,.527,3.0,5.8,.520,4.4,8.3,.532,1.5,1.7,.893,0.4,3.8,4.2,11.0,1.8,0.1,3.0,2.4,19.4,126,111
Ersan İlyasova,1987-05-15,0,2009-10,22,MIL,NBA,PF,81,31,1898,8.9,20.1,.443,2.2,6.6,.336,6.7,13.5,.496,3.1,4.4,.715,4.3,9.9,14.3,2.3,1.5,0.6,2.0,6.9,23.2,110,102
Kyrie Irving,1992-03-23,0,2014-15,22,CLE,NBA,PG,75,75,2730,11.0,23.5,.468,3.0,7.2,.415,8.0,16.3,.491,6.0,7.0,.863,1.0,3.5,4.5,7.4,2.2,0.4,3.5,2.8,31.0,117,108
Kyrie Irving,1992-03-23,0,2015-16,23,CLE,NBA,PG,53,53,1667,12.2,27.1,.448,2.6,8.1,.321,9.6,19.0,.502,5.2,5.9,.885,1.4,3.5,4.8,7.7,1.7,0.6,3.8,3.3,32.1,109,106
Jarrett Jack,1983-10-28,0,2016-17,33,NOP,NBA,PG,2,0,33,3.0,4.5,.667,0.0,1.5,.000,3.0,3.0,1.000,3.0,3.0,1.000,0.0,0.0,0.0,7.4,3.0,0.0,4.5,5.9,8.9,105,110
Jarrett Jack,1983-10-28,0,2017-18,34,NYK,NBA,PG,62,56,1548,6.1,14.2,.427,0.8,2.8,.291,5.3,11.4,.459,2.0,2.4,.840,0.7,5.4,6.1,11.1,1.1,0.1,3.7,3.1,14.9,103,114
