Name,Born,Is_playoff,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
Chris Paul,1985-05-06,1,2011-12,26,LAC,NBA,PG,11,11,423,8.9,20.9,.427,1.7,5.0,.333,7.3,16.0,.456,5.2,6.0,.872,0.8,6.4,7.1,11.1,3.8,0.1,5.5,3.8,24.8,102,104
J.J. Redick,1984-06-24,0,2020-21,36,DAL,NBA,SG,13,0,147,6.4,17.8,.358,5.0,12.7,.395,1.3,5.0,.267,1.3,1.7,.800,0.3,3.7,4.0,3.7,0.7,0.3,3.7,4.4,19.1,93,117
J.J. Redick,1984-06-24,1,2009-10,25,ORL,NBA,SG,14,0,269,6.2,14.6,.423,3.1,7.2,.429,3.1,7.4,.417,6.2,7.2,.857,0.8,4.1,5.0,3.9,2.1,0.0,4.1,4.5,21.7,109,103
Patrick Patterson,1989-03-14,0,2016-17,27,TOR,NBA,PF,65,8,1599,4.9,12.2,.401,3.0,8.0,.372,1.9,4.2,.458,1.4,1.9,.717,2.0,7.3,9.3,2.4,1.3,0.7,1.2,3.8,14.1,115,109
Patrick Patterson,1989-03-14,0,2017-18,28,OKC,NBA,PF,82,3,1270,4.1,10.4,.398,2.6,6.7,.386,1.6,3.7,.421,1.6,1.8,.870,1.3,6.3,7.5,2.2,1.9,0.9,1.3,3.4,12.4,114,108
Chris Paul,1985-05-06,1,2012-13,27,LAC,NBA,PG,6,6,224,11.9,22.4,.533,1.5,4.6,.316,10.5,17.8,.589,8.0,9.0,.892,0.7,5.1,5.8,9.2,2.7,0.0,2.2,4.1,33.3,132,113
Chris Paul,1985-05-06,1,2013-14,28,LAC,NBA,PG,13,13,472,9.7,20.9,.467,3.4,7.4,.457,6.4,13.5,.472,4.3,5.6,.774,1.3,4.6,5.8,14.2,3.9,0.0,4.1,5.3,27.2,120,109
J.J. Redick,1984-06-24,1,2010-11,26,ORL,NBA,SG,6,0,120,6.9,19.4,.357,0.5,6.9,.067,6.5,12.5,.519,4.2,5.5,.750,0.0,5.1,5.1,2.8,0.5,0.5,3.2,3.7,18.5,85,104
J.J. Redick,1984-06-24,1,2011-12,27,ORL,NBA,SG,5,0,123,8.6,19.8,.432,1.8,8.6,.211,6.8,11.3,.600,5.4,6.3,.857,0.0,2.3,2.3,7.2,0.5,0.0,2.7,1.8,24.3,109,113
Cameron Oliver,1996-07-11,0,2020-21,24,HOU,NBA,SF,4,0,87,10.3,18.0,.576,2.2,7.1,.308,8.2,10.9,.750,0.5,2.2,.250,2.7,8.7,11.4,2.7,1.1,2.2,1.6,6.0,23.4,118,113
KZ Okpala,1999-04-28,0,2019-20,20,MIA,NBA,PF,5,0,26,5.6,9.4,.600,0.0,1.9,.000,5.6,7.5,.750,1.9,3.8,.500,1.9,7.5,9.4,1.9,3.8,1.9,1.9,3.8,13.1,110,103
Patrick Patterson,1989-03-14,0,2018-19,29,OKC,NBA,PF,63,5,861,4.4,11.9,.374,2.5,7.4,.336,2.0,4.4,.439,1.0,1.6,.633,2.3,5.7,8.0,1.7,0.9,0.7,1.2,2.5,12.4,106,110
Patrick Patterson,1989-03-14,0,2019-20,30,LAC,NBA,PF,59,18,776,5.8,14.2,.408,4.1,10.5,.390,1.7,3.7,.459,2.1,2.6,.814,2.1,7.1,9.2,2.5,0.4,0.2,1.3,3.3,17.8,119,111
Isaac Okoro,2001-01-26,0,2020-21,20,CLE,NBA,SG,67,67,2173,5.3,12.7,.420,1.4,4.9,.290,3.9,7.8,.501,2.6,3.6,.726,1.5,3.1,4.7,2.9,1.4,0.5,2.0,4.2,14.7,103,117
Chris Paul,1985-05-06,1,2014-15,29,LAC,NBA,PG,12,12,445,10.4,20.7,.503,3.0,7.1,.415,7.4,13.6,.548,5.2,5.6,.941,0.8,5.0,5.8,11.5,2.4,0.3,2.8,4.0,29.0,127,108
Chris Paul,1985-05-06,1,2015-16,30,LAC,NBA,PG,4,4,125,15.2,31.1,.487,2.5,8.2,.300,12.7,22.9,.554,6.1,6.1,1.000,1.6,4.9,6.6,11.9,3.7,0.0,1.6,4.9,38.9,125,103
J.J. Redick,1984-06-24,1,2012-13,28,MIL,NBA,SG,4,0,69,8.4,19.2,.440,3.1,9.2,.333,5.4,10.0,.538,2.3,2.3,1.000,0.0,2.3,2.3,3.8,0.8,0.0,4.6,6.9,22.2,92,116
J.J. Redick,1984-06-24,1,2013-14,29,LAC,NBA,SG,13,13,351,8.7,19.0,.459,3.7,9.3,.400,5.0,9.7,.515,3.6,3.7,.962,0.6,2.6,3.1,2.7,1.6,0.0,1.9,3.3,24.7,117,116
KZ Okpala,1999-04-28,0,2020-21,21,MIA,NBA,PF,37,9,447,4.0,10.7,.375,1.3,5.6,.240,2.7,5.1,.522,0.9,1.7,.533,2.3,5.2,7.6,2.1,1.1,1.2,1.7,6.6,10.2,94,113
KZ Okpala,1999-04-28,1,2020-21,21,MIA,NBA,PF,2,0,6,0.0,8.1,.000,0.0,8.1,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,126
Patrick Patterson,1989-03-14,0,2020-21,31,LAC,NBA,PF,38,5,582,6.1,14.0,.436,3.4,9.5,.357,2.7,4.5,.604,1.1,1.4,.765,1.6,4.8,6.4,2.5,1.2,0.7,0.9,3.8,16.8,119,113
Patrick Patterson,1989-03-14,1,2013-14,24,TOR,NBA,PF,7,0,199,7.1,13.0,.542,1.9,4.9,.389,5.2,8.1,.633,3.8,4.9,.778,3.3,9.5,12.8,2.4,0.8,0.8,1.6,3.5,19.8,131,110
Victor Oladipo,1992-05-04,0,2013-14,21,ORL,NBA,PG,80,44,2487,8.1,19.3,.419,1.5,4.7,.327,6.6,14.6,.448,5.1,6.6,.780,0.9,5.9,6.8,6.7,2.7,0.8,5.3,4.3,22.8,94,106
Chris Paul,1985-05-06,1,2016-17,31,LAC,NBA,PG,7,7,260,13.8,27.7,.496,2.9,7.8,.368,10.9,19.9,.546,6.0,6.8,.879,0.8,6.4,7.2,14.2,2.5,0.2,3.9,4.9,36.4,122,109
Chris Paul,1985-05-06,1,2017-18,32,HOU,NBA,PG,15,15,517,11.4,24.9,.459,3.6,9.6,.374,7.9,15.3,.513,4.3,5.1,.830,0.9,7.8,8.6,8.4,2.9,0.4,2.7,4.6,30.7,116,106
Mehmet Okur,1979-05-26,0,2009-10,30,UTA,NBA,C,73,73,2149,8.5,18.5,.458,2.0,5.1,.385,6.5,13.4,.486,4.7,5.7,.820,3.1,9.1,12.3,2.8,0.9,1.9,3.0,5.3,23.5,109,104
Kevin Ollie,1972-12-27,0,2009-10,37,OKC,NBA,PG,25,0,263,3.5,8.8,.400,0.0,0.2,.000,3.5,8.6,.409,1.6,1.6,1.000,0.6,4.3,4.9,3.9,1.8,0.0,1.2,3.1,8.6,102,108
J.J. Redick,1984-06-24,1,2014-15,30,LAC,NBA,SG,14,14,540,6.3,14.5,.435,3.2,7.9,.398,3.2,6.6,.479,3.0,3.2,.943,0.0,2.7,2.7,2.2,0.9,0.5,2.3,3.2,18.7,106,113
J.J. Redick,1984-06-24,1,2015-16,31,LAC,NBA,SG,6,6,166,10.5,24.4,.430,3.4,9.6,.355,7.1,14.8,.479,0.6,0.9,.667,0.3,3.4,3.7,1.5,0.3,0.3,1.5,3.4,25.0,99,112
Kelly Olynyk,1991-04-19,0,2013-14,22,BOS,NBA,C,70,9,1400,8.6,18.4,.466,1.5,4.2,.351,7.1,14.3,.500,3.6,4.5,.811,5.1,8.3,13.4,4.0,1.3,1.0,3.9,8.3,22.3,107,107
Onyeka Okongwu,2000-12-11,0,2020-21,20,ATL,NBA,C,50,4,601,7.9,12.2,.644,0.0,0.2,.000,7.9,12.0,.658,2.9,4.7,.632,5.1,8.3,13.3,1.5,1.9,2.7,2.4,8.2,18.7,125,109
Josh Okogie,1998-09-01,0,2018-19,20,MIN,NBA,SG,74,52,1757,5.3,13.9,.386,1.6,5.9,.279,3.7,8.0,.464,3.2,4.4,.728,1.1,4.8,5.9,2.5,2.4,0.9,1.7,4.5,15.5,101,113
Patrick Patterson,1989-03-14,1,2014-15,25,TOR,NBA,PF,4,0,106,7.2,12.9,.556,3.4,7.2,.467,3.8,5.8,.667,1.9,1.9,1.000,1.9,4.8,6.7,2.4,1.4,0.0,1.4,2.4,19.6,132,116
Patrick Patterson,1989-03-14,1,2015-16,26,TOR,NBA,PF,20,9,583,5.1,12.5,.404,1.9,6.4,.300,3.1,6.1,.515,2.0,2.4,.846,2.7,4.4,7.1,2.2,0.6,0.8,1.7,2.9,14.1,108,111
Zeke Nnaji,2001-01-09,0,2020-21,20,DEN,NBA,PF,42,1,397,6.2,12.9,.481,3.0,7.3,.407,3.2,5.6,.578,1.5,1.9,.800,1.7,6.3,8.1,1.2,1.0,0.5,0.9,3.6,16.9,124,115
Andrés Nocioni,1979-11-30,0,2009-10,30,SAC,NBA,SF,75,28,1477,8.1,20.3,.399,3.3,8.6,.386,4.8,11.7,.408,2.5,3.4,.717,1.1,6.6,7.7,2.6,1.1,0.9,2.3,5.5,22.0,101,111
Victor Oladipo,1992-05-04,0,2014-15,22,ORL,NBA,SG,72,71,2573,9.4,21.6,.436,1.7,4.9,.339,7.7,16.7,.464,5.2,6.4,.819,1.0,5.0,6.0,5.9,2.4,0.4,4.1,3.7,25.7,101,108
Victor Oladipo,1992-05-04,0,2015-16,23,ORL,NBA,SG,72,52,2379,8.9,20.4,.438,2.1,5.9,.348,6.9,14.5,.475,4.3,5.2,.830,1.0,6.2,7.3,5.9,2.4,1.1,3.2,3.7,24.2,105,106
Andrew Nicholson,1989-12-08,0,2012-13,23,ORL,NBA,PF,75,28,1249,10.7,20.3,.527,0.0,0.0,,10.7,20.3,.527,3.1,3.9,.798,2.9,7.9,10.8,1.8,1.0,1.3,3.3,5.5,24.5,103,109
Chris Paul,1985-05-06,1,2018-19,33,HOU,NBA,PG,11,11,397,8.2,18.5,.446,2.1,7.9,.270,6.1,10.6,.576,4.7,5.6,.844,1.7,7.0,8.7,7.5,3.0,0.9,4.6,4.5,23.3,109,105
Chris Paul,1985-05-06,1,2019-20,34,OKC,NBA,PG,7,7,261,10.1,20.6,.491,2.9,7.9,.372,7.2,12.7,.565,4.2,4.8,.885,0.6,9.0,9.6,6.8,2.0,0.6,4.2,3.3,27.4,112,106
Joakim Noah,1985-02-25,0,2009-10,24,CHI,NBA,C,64,54,1925,7.0,13.9,.504,0.0,0.0,,7.0,13.9,.504,4.4,5.9,.744,5.9,13.0,18.9,3.5,0.9,2.7,3.1,5.3,18.4,112,101
Mehmet Okur,1979-05-26,0,2010-11,31,UTA,NBA,C,13,0,168,6.9,19.5,.355,1.6,5.0,.313,5.3,14.4,.370,4.7,6.3,.750,2.8,6.6,9.4,6.0,1.3,1.3,2.2,5.6,20.1,102,111
Mehmet Okur,1979-05-26,0,2011-12,32,NJN,NBA,C,17,14,454,6.1,16.3,.374,2.7,8.4,.319,3.4,7.9,.433,0.4,0.6,.600,2.6,6.9,9.5,3.5,1.1,0.6,2.9,5.3,15.2,93,111
Kevin Ollie,1972-12-27,1,2009-10,37,OKC,NBA,PG,1,0,5,0.0,10.6,.000,0.0,0.0,,0.0,10.6,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,115
J.J. Redick,1984-06-24,1,2016-17,32,LAC,NBA,SG,7,7,206,4.9,13.0,.380,2.3,6.7,.346,2.6,6.2,.417,4.4,5.2,.850,0.0,3.1,3.1,1.6,0.5,0.0,3.4,4.4,16.6,93,115
J.J. Redick,1984-06-24,1,2017-18,33,PHI,NBA,SG,10,10,342,8.6,19.4,.444,3.7,10.8,.347,4.9,8.6,.567,5.2,6.0,.857,0.4,1.7,2.2,3.7,1.2,0.1,1.6,3.0,26.2,121,111
Kelly Olynyk,1991-04-19,0,2014-15,23,BOS,NBA,C,64,13,1423,8.8,18.6,.475,2.1,6.2,.349,6.7,12.4,.538,3.3,4.8,.684,3.2,7.4,10.7,3.8,2.3,1.4,3.4,7.5,23.1,105,102
Kelly Olynyk,1991-04-19,0,2015-16,24,BOS,NBA,C,69,8,1395,8.8,19.4,.455,3.0,7.3,.405,5.9,12.1,.486,3.4,4.5,.750,2.5,7.3,9.8,3.7,1.8,1.2,2.6,5.7,24.0,110,103
Onyeka Okongwu,2000-12-11,1,2020-21,20,ATL,NBA,C,18,0,166,5.1,9.3,.548,0.0,0.3,.000,5.1,9.0,.567,4.2,6.3,.667,6.3,8.1,14.3,0.6,1.5,3.9,1.2,8.4,14.3,130,107
Josh Okogie,1998-09-01,0,2019-20,21,MIN,NBA,SG,62,28,1547,5.1,11.9,.427,1.2,4.6,.266,3.9,7.3,.529,4.6,5.7,.796,2.6,5.4,8.0,3.0,2.0,0.8,2.6,4.2,16.0,108,113
Josh Okogie,1998-09-01,0,2020-21,22,MIN,NBA,SG,59,37,1197,4.0,10.0,.402,1.1,4.3,.269,2.9,5.8,.500,3.3,4.3,.769,2.5,3.7,6.2,2.5,2.1,1.1,1.7,4.9,12.5,109,116
Patrick Patterson,1989-03-14,1,2016-17,27,TOR,NBA,PF,10,1,185,2.8,10.0,.278,2.2,7.2,.308,0.6,2.8,.200,1.7,1.7,1.000,0.3,5.3,5.6,5.6,2.0,0.6,1.7,1.1,9.5,95,111
Patrick Patterson,1989-03-14,1,2017-18,28,OKC,NBA,PF,6,0,58,2.5,5.1,.500,1.7,3.4,.500,0.8,1.7,.500,0.0,0.0,,0.8,8.5,9.3,2.5,0.8,0.0,2.5,6.8,6.8,100,110
Zeke Nnaji,2001-01-09,1,2020-21,20,DEN,NBA,PF,5,0,18,11.1,22.2,.500,8.3,19.4,.429,2.8,2.8,1.000,2.8,5.5,.500,2.8,2.8,5.5,5.5,2.8,0.0,0.0,2.8,33.2,146,122
Andrés Nocioni,1979-11-30,0,2010-11,31,PHI,NBA,SF,54,17,931,6.6,15.6,.426,2.4,6.6,.356,4.3,8.9,.478,2.8,3.4,.803,1.1,8.4,9.5,2.5,0.8,0.8,2.6,5.6,18.4,101,106
Andrés Nocioni,1979-11-30,0,2011-12,32,PHI,NBA,SF,11,1,56,4.8,19.1,.250,1.0,5.7,.167,3.8,13.4,.286,5.7,10.5,.545,1.0,12.4,13.4,1.0,1.0,1.0,4.8,3.8,16.2,64,98
Victor Oladipo,1992-05-04,0,2016-17,24,OKC,NBA,SG,67,67,2222,9.1,20.6,.442,2.8,7.8,.361,6.3,12.8,.491,2.6,3.4,.753,0.9,5.6,6.4,3.9,1.7,0.5,2.6,3.4,23.6,106,109
Victor Oladipo,1992-05-04,0,2017-18,25,IND,NBA,SG,75,75,2552,12.5,26.3,.477,3.2,8.5,.371,9.4,17.8,.528,5.8,7.2,.799,0.9,6.7,7.6,6.3,3.5,1.1,4.3,3.4,34.0,110,104
Andrew Nicholson,1989-12-08,0,2013-14,24,ORL,NBA,PF,76,5,1174,7.9,18.3,.429,1.2,3.9,.315,6.6,14.5,.459,2.1,2.5,.825,2.3,8.8,11.1,1.1,0.8,1.0,2.2,6.5,19.0,95,108
Andrew Nicholson,1989-12-08,0,2014-15,25,ORL,NBA,PF,40,3,492,8.6,19.8,.437,1.4,4.3,.317,7.3,15.5,.470,1.6,2.6,.600,1.8,6.8,8.5,2.3,0.6,1.2,2.5,5.3,20.2,94,109
Malik Newman,1997-02-21,0,2019-20,22,CLE,NBA,SG,1,0,4,0.0,24.3,.000,0.0,12.2,.000,0.0,12.2,.000,24.3,24.3,1.000,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,24.3,58,123
Chris Paul,1985-05-06,1,2020-21,35,PHO,NBA,PG,20,20,683,11.0,22.2,.497,2.1,4.8,.446,8.9,17.4,.511,4.2,4.8,.877,0.7,4.5,5.2,12.6,1.7,0.2,3.2,3.5,28.4,121,112
Joakim Noah,1985-02-25,0,2010-11,25,CHI,NBA,C,48,48,1576,7.1,13.6,.525,0.0,0.0,.000,7.1,13.5,.526,4.7,6.3,.739,6.1,10.7,16.8,3.6,1.6,2.4,3.0,5.3,18.9,117,97
Joakim Noah,1985-02-25,0,2011-12,26,CHI,NBA,C,64,64,1945,6.9,13.6,.508,0.0,0.0,.000,6.9,13.5,.509,4.3,5.7,.748,6.7,10.7,17.4,4.4,1.1,2.5,2.5,4.5,18.1,120,96
Mehmet Okur,1979-05-26,1,2009-10,30,UTA,NBA,C,1,1,11,9.3,9.3,1.000,4.6,4.6,1.000,4.6,4.6,1.000,9.3,9.3,1.000,4.6,4.6,9.3,0.0,0.0,0.0,4.6,0.0,32.5,162,121
J.J. Redick,1984-06-24,1,2018-19,34,PHI,NBA,SG,12,12,376,7.0,16.0,.435,4.6,11.2,.414,2.3,4.8,.486,2.2,2.6,.850,0.1,2.1,2.2,2.5,0.1,0.4,2.8,4.1,20.8,108,114
Kelly Olynyk,1991-04-19,0,2016-17,25,BOS,NBA,C,75,6,1538,8.4,16.4,.512,2.2,6.2,.354,6.2,10.2,.608,2.9,4.0,.732,2.4,9.3,11.6,4.8,1.4,0.9,3.1,6.7,21.9,113,107
Kelly Olynyk,1991-04-19,0,2017-18,26,MIA,NBA,PF,76,22,1779,8.9,17.9,.497,3.0,7.9,.379,5.9,10.0,.590,3.8,4.9,.770,2.5,9.7,12.2,5.8,1.7,1.0,4.1,6.3,24.6,112,105
Patrick Patterson,1989-03-14,1,2019-20,30,LAC,NBA,PF,2,0,10,14.7,14.7,1.000,14.7,14.7,1.000,0.0,0.0,,0.0,0.0,,0.0,4.9,4.9,19.6,0.0,0.0,0.0,4.9,44.1,280,117
Georges Niang,1993-06-17,0,2016-17,23,IND,NBA,PF,23,0,93,4.8,19.4,.250,0.5,6.5,.083,4.3,12.9,.333,1.1,1.1,1.000,1.1,8.1,9.1,2.7,1.6,0.0,2.7,3.2,11.3,62,110
Andrés Nocioni,1979-11-30,1,2010-11,31,PHI,NBA,SF,1,0,10,0.0,16.8,.000,0.0,11.2,.000,0.0,5.6,.000,0.0,0.0,,0.0,11.2,11.2,0.0,0.0,0.0,5.6,5.6,0.0,0,110
Victor Oladipo,1992-05-04,0,2018-19,26,IND,NBA,SG,36,36,1147,10.6,25.1,.423,3.2,9.2,.343,7.5,15.9,.470,4.4,6.0,.730,0.9,7.7,8.6,7.9,2.6,0.5,3.5,3.1,28.8,104,105
Victor Oladipo,1992-05-04,0,2019-20,27,IND,NBA,SG,19,16,528,8.9,22.6,.394,3.0,9.6,.317,5.9,13.0,.451,4.4,5.4,.814,0.8,6.1,6.9,5.1,1.6,0.4,4.3,3.3,25.3,94,110
Andrew Nicholson,1989-12-08,0,2015-16,26,ORL,NBA,PF,56,0,823,8.9,18.8,.471,2.5,6.9,.360,6.4,11.9,.536,3.1,3.9,.785,2.1,10.1,12.2,1.5,0.6,1.3,2.5,4.2,23.3,106,107
Andrew Nicholson,1989-12-08,0,2016-17,27,TOT,NBA,PF,38,0,342,6.1,15.8,.387,0.7,3.8,.185,5.4,12.0,.452,1.3,2.0,.643,2.1,6.5,8.7,1.4,2.3,0.9,2.4,7.8,14.2,85,108
Joakim Noah,1985-02-25,0,2012-13,27,CHI,NBA,C,66,64,2426,6.7,14.0,.481,0.0,0.1,.000,6.7,13.8,.485,3.9,5.2,.751,5.8,10.5,16.2,5.8,1.7,3.1,3.9,4.1,17.4,107,99
Joakim Noah,1985-02-25,0,2013-14,28,CHI,NBA,C,80,80,2820,7.2,15.1,.475,0.0,0.0,.000,7.2,15.1,.476,4.7,6.3,.737,5.3,11.7,17.0,8.1,1.9,2.3,3.7,4.6,19.0,111,96
Kelly Olynyk,1991-04-19,0,2018-19,27,MIA,NBA,PF,79,36,1812,7.0,15.2,.463,3.0,8.6,.354,4.0,6.6,.604,4.1,5.0,.822,1.9,8.2,10.1,3.8,1.4,1.0,3.1,4.9,21.2,114,108
Kelly Olynyk,1991-04-19,0,2019-20,28,MIA,NBA,C,67,9,1300,6.9,14.9,.462,3.6,8.8,.406,3.3,6.2,.543,3.2,3.8,.860,1.7,9.8,11.5,4.4,1.7,0.9,2.7,6.5,20.6,116,108
Georges Niang,1993-06-17,0,2017-18,24,UTA,NBA,PF,9,0,32,6.3,17.2,.364,0.0,6.3,.000,6.3,11.0,.571,1.6,3.1,.500,4.7,9.4,14.1,4.7,3.1,0.0,4.7,1.6,14.1,81,101
Georges Niang,1993-06-17,0,2018-19,25,UTA,NBA,PF,59,0,516,8.0,16.8,.475,4.0,9.7,.410,4.0,7.0,.566,1.9,2.2,.833,1.0,7.0,8.1,3.2,0.9,0.6,2.1,5.3,21.8,115,108
Victor Oladipo,1992-05-04,0,2020-21,28,TOT,NBA,SG,33,33,1080,10.3,25.4,.408,3.4,10.5,.326,6.9,14.8,.466,4.6,6.1,.754,0.5,6.5,7.0,6.6,2.0,0.6,3.7,3.6,28.7,100,114
Victor Oladipo,1992-05-04,0,2020-21,28,IND,NBA,SG,9,9,300,10.1,23.9,.421,3.9,10.9,.362,6.1,13.1,.470,4.3,5.8,.730,0.2,7.9,8.0,6.0,2.4,0.3,2.8,3.6,28.4,104,111
Andrew Nicholson,1989-12-08,0,2016-17,27,WAS,NBA,PF,28,0,231,6.4,16.4,.390,0.6,3.4,.188,5.8,13.0,.443,1.5,2.6,.583,2.3,4.9,7.3,1.5,2.3,1.3,2.3,7.9,14.9,87,108
Andrew Nicholson,1989-12-08,0,2016-17,27,BRK,NBA,PF,10,0,111,5.6,14.5,.382,0.9,4.7,.182,4.7,9.8,.478,0.9,0.9,1.000,1.7,9.8,11.5,1.3,2.1,0.0,2.6,7.7,12.8,81,108
Raul Neto,1992-05-19,0,2015-16,23,UTA,NBA,PG,81,53,1499,6.3,14.7,.431,2.3,5.7,.395,4.1,9.0,.453,1.8,2.5,.743,0.6,3.6,4.2,6.1,2.2,0.1,3.8,4.3,16.8,99,106
Joakim Noah,1985-02-25,0,2014-15,29,CHI,NBA,C,67,67,2049,4.8,10.8,.445,0.0,0.1,.000,4.8,10.7,.447,2.7,4.4,.603,5.5,10.8,16.3,7.9,1.2,1.9,3.1,5.1,12.2,109,102
Joakim Noah,1985-02-25,0,2015-16,30,CHI,NBA,C,29,2,635,4.0,10.5,.383,0.0,0.1,.000,4.0,10.4,.386,1.7,3.6,.489,6.9,13.3,20.1,8.7,1.4,2.3,4.1,6.1,9.8,98,101
Rasho Nesterović,1976-05-30,0,2009-10,33,TOR,NBA,C,42,8,413,10.1,18.6,.544,0.0,0.0,,10.1,18.6,.544,0.1,0.6,.200,4.6,6.5,11.1,3.1,1.2,2.1,2.0,6.7,20.4,111,112
Kelly Olynyk,1991-04-19,0,2020-21,29,TOT,NBA,"C,PF",70,62,1997,8.2,17.0,.484,3.1,9.0,.342,5.1,8.0,.641,3.5,4.3,.829,2.1,9.8,11.9,4.9,1.9,1.0,3.1,5.0,23.0,115,110
Kelly Olynyk,1991-04-19,0,2020-21,29,MIA,NBA,C,43,38,1157,7.0,16.1,.431,3.3,10.4,.317,3.6,5.7,.639,1.3,1.7,.775,1.9,9.3,11.2,3.9,1.7,1.1,2.4,5.3,18.5,106,109
Kelly Olynyk,1991-04-19,0,2020-21,29,HOU,NBA,PF,27,24,840,9.9,18.1,.545,2.8,7.0,.392,7.1,11.0,.643,6.4,7.6,.844,2.4,10.4,12.8,6.3,2.2,0.9,4.0,4.7,28.9,123,111
Georges Niang,1993-06-17,0,2019-20,26,UTA,NBA,PF,66,1,923,7.4,17.0,.438,4.7,11.9,.400,2.7,5.1,.526,1.1,1.3,.833,0.8,5.9,6.7,2.3,0.9,0.3,1.6,4.0,20.7,113,112
Georges Niang,1993-06-17,0,2020-21,27,UTA,NBA,PF,72,10,1154,7.5,17.1,.437,5.2,12.3,.425,2.2,4.8,.469,0.9,1.0,.957,1.2,6.2,7.4,2.5,1.1,0.3,2.2,4.9,21.1,114,111
Victor Oladipo,1992-05-04,0,2020-21,28,HOU,NBA,SG,20,20,669,11.0,27.0,.407,3.5,10.8,.320,7.5,16.1,.465,4.6,5.9,.783,0.6,6.2,6.7,7.0,1.7,0.7,3.6,3.2,30.0,100,115
Victor Oladipo,1992-05-04,0,2020-21,28,MIA,NBA,SG,4,4,111,7.2,19.2,.372,1.8,7.6,.235,5.4,11.6,.462,5.4,8.1,.667,1.3,4.9,6.3,6.3,3.1,0.9,6.3,5.8,21.5,86,109
Raul Neto,1992-05-19,0,2016-17,24,UTA,NBA,PG,40,0,346,6.2,13.8,.451,1.5,4.7,.323,4.7,9.1,.517,1.2,1.4,.889,0.6,3.9,4.5,5.2,3.2,0.8,2.3,7.3,15.2,105,104
Raul Neto,1992-05-19,0,2017-18,25,UTA,NBA,PG,41,0,498,6.9,15.2,.457,1.9,4.7,.404,5.0,10.5,.481,2.6,3.5,.743,0.7,4.2,4.9,7.6,1.3,0.4,3.6,3.8,18.4,105,108
Joakim Noah,1985-02-25,0,2016-17,31,NYK,NBA,C,46,46,1015,4.9,10.0,.490,0.0,0.0,.000,4.9,9.9,.493,1.7,3.8,.436,8.0,11.9,19.9,5.1,1.5,1.8,2.9,6.3,11.4,111,108
Joakim Noah,1985-02-25,0,2017-18,32,NYK,NBA,C,7,0,40,6.2,12.4,.500,0.0,0.0,,6.2,12.4,.500,2.5,5.0,.500,7.4,9.9,17.3,5.0,2.5,2.5,5.0,6.2,14.9,100,105
Kelly Olynyk,1991-04-19,1,2014-15,23,BOS,NBA,C,4,0,53,6.8,12.6,.538,2.9,5.8,.500,3.9,6.8,.571,1.0,1.9,.500,1.9,2.9,4.9,1.9,1.9,1.9,3.9,11.6,17.5,101,111
Kelly Olynyk,1991-04-19,1,2015-16,24,BOS,NBA,C,4,0,32,1.5,13.7,.111,0.0,4.6,.000,1.5,9.2,.167,0.0,0.0,,3.1,3.1,6.1,4.6,1.5,0.0,6.1,7.6,3.1,36,104
Georges Niang,1993-06-17,1,2018-19,25,UTA,NBA,PF,5,0,55,8.0,19.5,.409,3.5,11.5,.308,4.4,8.0,.556,0.0,0.0,,0.0,12.4,12.4,4.4,0.9,0.9,1.8,4.4,19.5,99,108
Georges Niang,1993-06-17,1,2019-20,26,UTA,NBA,PF,7,0,114,10.1,20.3,.500,5.5,13.3,.414,4.6,6.9,.667,0.9,0.9,1.000,1.8,5.1,6.9,1.8,0.0,0.5,0.9,4.1,26.7,129,123
Victor Oladipo,1992-05-04,1,2016-17,24,OKC,NBA,SG,5,5,181,5.6,16.4,.344,1.6,6.7,.240,4.0,9.7,.417,1.6,1.6,1.000,0.5,7.0,7.5,2.7,1.9,0.8,1.6,4.6,14.5,90,115
Victor Oladipo,1992-05-04,1,2017-18,25,IND,NBA,SG,7,7,261,10.7,25.8,.417,4.7,11.6,.404,6.1,14.2,.429,6.1,8.3,.732,0.6,11.2,11.8,8.5,3.4,0.6,4.9,2.2,32.2,106,99
Raul Neto,1992-05-19,0,2018-19,26,UTA,NBA,PG,37,1,474,7.5,16.3,.460,2.0,6.1,.333,5.5,10.2,.535,2.8,3.3,.848,0.6,5.7,6.3,9.4,1.4,0.4,3.5,4.9,19.8,111,108
Raul Neto,1992-05-19,0,2019-20,27,PHI,NBA,PG,54,3,668,7.3,16.1,.455,2.5,6.4,.386,4.9,9.7,.500,2.8,3.4,.830,0.8,3.6,4.4,6.9,1.7,0.4,3.4,3.6,20.0,109,111
Joakim Noah,1985-02-25,0,2018-19,33,MEM,NBA,C,42,1,693,7.9,15.3,.516,0.0,0.1,.000,7.9,15.2,.519,5.6,7.8,.716,4.2,12.9,17.1,6.4,1.4,2.2,3.6,6.9,21.4,113,105
