Name,Born,Is_playoff,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jason Kidd,1973-03-23,1,2012-13,39,NYK,NBA,SG,12,0,247,0.4,3.6,.120,0.4,2.5,.176,0.0,1.2,.000,0.3,0.3,1.000,1.0,5.1,6.1,3.5,1.7,0.6,1.9,1.7,1.6
Isaiah Hartenstein,1998-05-05,0,2020-21,22,DEN,NBA,C,30,0,272,5.4,10.6,.513,0.0,0.0,,5.4,10.6,.513,2.9,4.8,.611,5.3,6.0,11.3,2.0,1.5,2.6,2.8,7.8,13.8
Isaiah Hartenstein,1998-05-05,0,2020-21,22,CLE,NBA,C,16,2,287,6.6,11.4,.582,0.3,0.8,.333,6.4,10.7,.600,3.0,4.4,.686,3.1,8.9,12.0,5.0,1.0,2.4,2.9,5.6,16.6
Terrel Harris,1987-08-10,0,2011-12,24,MIA,NBA,SG,22,1,318,3.3,9.4,.349,0.9,4.4,.205,2.4,5.0,.477,1.6,2.4,.667,2.0,3.7,5.8,2.9,1.0,0.2,2.8,3.8,9.1
Tobias Harris,1992-07-15,0,2011-12,19,MIL,NBA,SF,42,9,479,5.9,12.7,.467,0.5,1.7,.261,5.5,11.0,.500,3.3,4.1,.815,2.3,5.3,7.6,1.7,1.0,0.5,2.3,3.4,15.6
Josh Hart,1995-03-06,0,2020-21,25,NOP,NBA,SF,47,4,1349,4.0,9.2,.439,1.7,5.2,.326,2.3,4.0,.583,1.8,2.4,.775,1.4,8.6,10.1,2.9,1.0,0.3,1.3,3.0,11.6
Vladimir Radmanović,1980-11-19,0,2010-11,30,GSW,NBA,PF,74,6,1169,4.2,9.8,.431,2.2,5.3,.405,2.1,4.5,.462,0.9,1.0,.882,2.0,4.6,6.5,2.4,1.4,1.4,1.8,4.8,11.5
Vladimir Radmanović,1980-11-19,0,2011-12,31,ATL,NBA,SF,49,3,755,3.5,9.4,.376,2.4,6.4,.370,1.1,3.0,.387,1.0,1.4,.759,1.6,5.2,6.8,2.6,1.0,0.7,1.7,3.0,10.5
Shaquille Harrison,1993-10-06,0,2020-21,27,TOT,NBA,SG,34,0,333,2.8,8.4,.333,0.3,1.7,.188,2.5,6.7,.371,1.9,2.4,.818,0.8,4.4,5.2,2.7,1.8,0.5,1.2,3.6,7.9
Shaquille Harrison,1993-10-06,0,2020-21,27,UTA,NBA,SG,17,0,56,3.9,12.9,.300,0.0,1.3,.000,3.9,11.6,.333,3.2,3.9,.833,1.9,3.9,5.8,5.8,1.3,0.0,3.2,1.9,10.9
Zach Randolph,1981-07-16,0,2014-15,33,MEM,NBA,PF,71,71,2304,7.1,14.6,.487,0.1,0.3,.350,7.0,14.2,.490,3.6,4.7,.765,3.5,8.2,11.7,2.4,1.1,0.2,2.4,2.7,17.9
Zach Randolph,1981-07-16,0,2015-16,34,MEM,NBA,PF,68,53,2016,7.7,16.2,.475,0.1,0.5,.231,7.6,15.7,.482,3.1,3.9,.796,3.2,6.2,9.4,2.5,0.8,0.2,1.9,2.6,18.6
Shavlik Randolph,1983-11-24,0,2014-15,31,PHO,NBA,PF,16,0,101,2.1,8.9,.240,0.0,1.4,.000,2.1,7.5,.286,1.8,3.6,.500,4.3,5.0,9.3,1.1,1.4,0.7,0.7,4.6,6.1
Shavlik Randolph,1983-11-24,0,2014-15,31,BOS,NBA,PF,5,0,25,4.3,14.4,.300,0.0,1.4,.000,4.3,13.0,.333,1.4,2.9,.500,5.8,11.5,17.3,1.4,1.4,1.4,1.4,4.3,10.1
Anthony Randolph,1989-07-15,0,2013-14,24,DEN,NBA,PF,43,5,527,4.6,12.0,.386,1.2,4.2,.295,3.4,7.9,.435,3.6,4.7,.754,1.4,7.0,8.3,2.2,1.8,1.3,2.7,4.4,14.1
Anthony Randolph,1989-07-15,1,2012-13,23,DEN,NBA,PF,5,0,30,10.8,13.2,.818,0.0,0.0,,10.8,13.2,.818,9.6,13.2,.727,0.0,7.2,7.2,0.0,2.4,0.0,2.4,4.8,31.2
Sean Kilpatrick,1990-01-06,0,2017-18,28,MIL,NBA,SG,23,0,205,5.4,14.4,.378,2.3,8.1,.283,3.2,6.3,.500,3.2,3.3,.947,0.2,4.2,4.4,2.6,0.9,0.2,1.6,2.6,16.3
Sean Kilpatrick,1990-01-06,0,2017-18,28,LAC,NBA,SG,4,0,38,6.6,17.1,.389,2.8,6.6,.429,3.8,10.4,.364,1.9,1.9,1.000,0.0,1.9,1.9,2.8,0.0,0.0,0.9,1.9,18.0
Julius Randle,1994-11-29,0,2020-21,26,NYK,NBA,PF,71,71,2667,8.1,17.8,.456,2.2,5.3,.411,6.0,12.6,.474,4.7,5.8,.811,1.1,8.6,9.8,5.8,0.9,0.2,3.3,3.0,23.1
Julius Randle,1994-11-29,1,2020-21,26,NYK,NBA,PF,5,5,180,5.6,18.8,.298,2.2,6.6,.333,3.4,12.2,.279,4.6,5.4,.852,2.2,9.4,11.6,4.0,0.6,0.0,4.6,3.6,18.0
Michael Kidd-Gilchrist,1993-09-26,0,2019-20,26,TOT,NBA,PF,25,0,281,2.8,8.5,.333,0.6,2.6,.250,2.2,5.9,.370,1.4,1.8,.786,1.8,6.8,8.6,1.8,0.3,0.8,2.0,4.7,7.7
Michael Kidd-Gilchrist,1993-09-26,0,2019-20,26,CHO,NBA,PF,12,0,160,4.1,11.9,.340,1.1,3.8,.294,2.9,8.1,.361,1.6,2.0,.778,2.0,5.9,7.9,2.3,0.0,0.7,1.6,4.1,10.8
Michael Kidd-Gilchrist,1993-09-26,0,2019-20,26,DAL,NBA,PF,13,0,121,1.2,3.9,.308,0.0,0.9,.000,1.2,3.0,.400,1.2,1.5,.800,1.5,8.0,9.5,1.2,0.6,0.9,2.7,5.7,3.6
Chasson Randle,1993-02-05,0,2020-21,27,ORL,NBA,PG,41,5,837,4.0,10.2,.388,1.9,5.6,.338,2.1,4.6,.449,1.6,2.1,.792,0.3,3.2,3.5,3.2,0.9,0.2,2.0,2.8,11.4
Andrew Harrison,1994-10-28,0,2018-19,24,MEM,NBA,PG,1,0,5,7.2,14.4,.500,0.0,7.2,.000,7.2,7.2,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,14.4
Andrew Harrison,1994-10-28,0,2018-19,24,CLE,NBA,PG,10,0,144,3.0,9.7,.308,0.7,3.5,.214,2.3,6.2,.360,4.0,4.0,1.000,1.0,2.7,3.7,4.2,1.0,0.5,2.5,6.5,10.7
Andrew Harrison,1994-10-28,0,2018-19,24,NOP,NBA,PG,6,0,38,2.8,11.4,.250,1.9,9.5,.200,0.9,1.9,.500,0.9,1.9,.500,1.9,2.8,4.7,6.6,0.0,0.0,1.9,6.6,8.5
Aaron Harrison,1994-10-28,1,2015-16,21,CHO,NBA,SG,2,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,5.1,5.1,0.0,0.0,0.0,0.0,5.1,0.0
Isaiah Hartenstein,1998-05-05,1,2018-19,20,HOU,NBA,PF,2,0,2,36.0,36.0,1.000,0.0,0.0,,36.0,36.0,1.000,0.0,0.0,,18.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,72.0
Terrel Harris,1987-08-10,0,2012-13,25,TOT,NBA,SG,20,0,137,1.1,7.1,.148,0.0,2.1,.000,1.1,5.0,.211,1.8,2.6,.700,1.1,5.8,6.8,2.4,0.5,0.8,4.5,4.5,3.9
Terrel Harris,1987-08-10,0,2012-13,25,MIA,NBA,SG,7,0,29,2.5,9.9,.250,0.0,1.2,.000,2.5,8.7,.286,7.4,9.9,.750,5.0,6.2,11.2,2.5,0.0,0.0,5.0,3.7,12.4
Terrel Harris,1987-08-10,0,2012-13,25,NOH,NBA,SG,13,0,108,0.7,6.3,.105,0.0,2.3,.000,0.7,4.0,.167,0.3,0.7,.500,0.0,5.7,5.7,2.3,0.7,1.0,4.3,4.7,1.7
Tobias Harris,1992-07-15,0,2012-13,20,TOT,NBA,"PF,SF",55,34,1299,6.5,14.2,.455,0.9,3.0,.315,5.5,11.2,.493,2.9,3.8,.752,2.0,5.9,8.0,1.9,0.9,1.2,1.8,3.3,16.7
Tobias Harris,1992-07-15,0,2012-13,20,MIL,NBA,SF,28,14,325,5.9,12.7,.461,0.8,2.3,.333,5.1,10.4,.489,2.5,2.9,.885,1.9,4.4,6.3,1.4,0.9,0.8,2.0,3.4,15.1
Tobias Harris,1992-07-15,0,2012-13,20,ORL,NBA,PF,27,20,974,6.7,14.7,.453,1.0,3.2,.310,5.7,11.5,.494,3.0,4.1,.721,2.1,6.4,8.5,2.1,0.9,1.4,1.8,3.3,17.3
Vladimir Radmanović,1980-11-19,0,2012-13,32,CHI,NBA,PF,25,0,144,3.2,10.7,.302,1.2,6.8,.185,2.0,4.0,.500,0.5,0.7,.667,2.5,4.5,7.0,2.0,2.0,1.0,1.7,7.2,8.2
Vladimir Radmanović,1980-11-19,1,2011-12,31,ATL,NBA,SF,2,0,15,0.0,9.6,.000,0.0,7.2,.000,0.0,2.4,.000,0.0,0.0,,0.0,2.4,2.4,2.4,0.0,0.0,0.0,7.2,0.0
Shaquille Harrison,1993-10-06,0,2020-21,27,DEN,NBA,SG,17,0,277,2.6,7.5,.345,0.4,1.8,.214,2.2,5.7,.386,1.7,2.1,.813,0.5,4.5,5.1,2.1,1.9,0.6,0.8,3.9,7.3
Shaquille Harrison,1993-10-06,1,2020-21,27,DEN,NBA,SG,9,0,40,2.7,3.6,.750,0.9,0.9,1.000,1.8,2.7,.667,1.8,2.7,.667,0.0,7.2,7.2,2.7,2.7,2.7,4.5,2.7,8.1
Zach Randolph,1981-07-16,0,2016-17,35,MEM,NBA,PF,73,5,1786,8.7,19.4,.449,0.4,1.9,.223,8.3,17.5,.474,2.8,3.9,.731,3.7,8.4,12.1,2.5,0.8,0.2,2.0,2.7,20.7
Zach Randolph,1981-07-16,0,2017-18,36,SAC,NBA,PF,59,57,1508,8.6,18.2,.473,1.2,3.5,.347,7.4,14.7,.503,2.0,2.6,.785,2.3,7.2,9.5,3.0,1.0,0.2,2.8,2.8,20.5
Zach Randolph,1981-07-16,1,2010-11,29,MEM,NBA,PF,13,13,515,7.0,15.7,.446,0.1,0.6,.250,6.9,15.1,.454,6.1,7.4,.821,3.0,6.9,9.9,2.2,1.0,0.7,1.9,3.1,20.2
Shavlik Randolph,1983-11-24,1,2012-13,29,BOS,NBA,PF,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,36.0,36.0,0.0,0.0,0.0,0.0,12.0,0.0
Sean Kilpatrick,1990-01-06,0,2017-18,28,CHI,NBA,SG,9,1,214,7.9,18.0,.439,3.2,8.1,.396,4.7,9.9,.475,4.4,5.4,.813,0.5,3.7,4.2,2.2,1.0,0.5,2.0,1.3,23.4
Michael Kidd-Gilchrist,1993-09-26,1,2013-14,20,CHA,NBA,SF,4,4,91,5.5,10.7,.519,0.0,0.4,.000,5.5,10.3,.538,2.4,4.0,.600,3.2,7.1,10.3,2.4,0.0,0.8,3.2,5.1,13.5
Michael Kidd-Gilchrist,1993-09-26,1,2019-20,26,DAL,NBA,PF,6,0,55,2.6,9.2,.286,1.3,5.9,.222,1.3,3.3,.400,2.6,3.9,.667,1.3,2.6,3.9,2.0,0.7,0.7,0.7,5.2,9.2
Andrew Harrison,1994-10-28,1,2016-17,22,MEM,NBA,PG,6,0,119,3.9,8.8,.448,1.5,3.9,.385,2.4,4.8,.500,2.4,2.7,.889,1.2,2.1,3.3,3.9,0.9,0.3,0.9,4.2,11.8
Terrel Harris,1987-08-10,1,2011-12,24,MIA,NBA,SG,4,0,10,3.6,7.2,.500,0.0,3.6,.000,3.6,3.6,1.000,10.8,14.4,.750,0.0,10.8,10.8,0.0,0.0,0.0,0.0,0.0,18.0
Tobias Harris,1992-07-15,0,2013-14,21,ORL,NBA,PF,61,36,1850,6.5,13.9,.464,0.6,2.5,.254,5.8,11.5,.508,3.8,4.7,.807,1.7,6.5,8.3,1.6,0.8,0.5,1.5,2.8,17.4
Tobias Harris,1992-07-15,0,2014-15,22,ORL,NBA,SF,68,63,2369,6.7,14.4,.466,1.3,3.6,.364,5.4,10.8,.500,2.9,3.7,.788,1.1,5.4,6.5,1.9,1.0,0.5,1.7,2.0,17.7
Vladimir Radmanović,1980-11-19,1,2012-13,32,CHI,NBA,PF,1,0,10,10.8,10.8,1.000,10.8,10.8,1.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,3.6,7.2,0.0,3.6,3.6,32.4
Zach Randolph,1981-07-16,1,2011-12,30,MEM,NBA,PF,7,7,248,5.4,12.8,.420,0.0,0.6,.000,5.4,12.2,.440,3.2,5.1,.629,3.9,6.1,10.0,0.9,1.0,0.6,1.6,3.6,13.9
Zach Randolph,1981-07-16,1,2012-13,31,MEM,NBA,PF,15,15,554,6.4,14.0,.460,0.0,0.1,.000,6.4,13.9,.463,4.1,6.1,.670,3.8,5.9,9.7,1.6,0.6,0.5,2.0,3.4,17.0
Zach Randolph,1981-07-16,1,2013-14,32,MEM,NBA,PF,6,6,234,6.5,16.0,.404,0.0,0.2,.000,6.5,15.8,.408,3.8,6.3,.610,2.6,5.4,8.0,2.2,0.8,0.2,1.5,2.0,16.8
Tobias Harris,1992-07-15,0,2015-16,23,TOT,NBA,PF,76,74,2513,6.0,12.7,.469,1.1,3.4,.335,4.8,9.3,.518,2.9,3.5,.831,1.4,5.9,7.3,2.4,0.9,0.6,1.5,2.2,16.0
Tobias Harris,1992-07-15,0,2015-16,23,ORL,NBA,PF,49,49,1610,5.6,12.1,.464,1.1,3.4,.311,4.6,8.7,.523,2.7,3.4,.784,1.6,6.1,7.6,2.2,1.1,0.6,1.7,2.0,15.0
Zach Randolph,1981-07-16,1,2014-15,33,MEM,NBA,PF,11,11,382,6.7,15.8,.423,0.1,0.5,.200,6.6,15.4,.429,2.7,3.1,.879,3.0,5.7,8.8,2.2,0.6,0.0,2.2,3.5,16.2
Zach Randolph,1981-07-16,1,2015-16,34,MEM,NBA,PF,4,4,120,6.9,18.6,.371,0.0,0.0,,6.9,18.6,.371,1.8,2.1,.857,4.5,6.0,10.5,2.1,0.3,0.0,2.1,3.0,15.6
Tobias Harris,1992-07-15,0,2015-16,23,DET,NBA,PF,27,25,903,6.6,13.9,.477,1.3,3.5,.375,5.3,10.4,.512,3.3,3.6,.911,1.0,5.7,6.7,2.8,0.7,0.5,1.2,2.5,17.8
Tobias Harris,1992-07-15,0,2016-17,24,DET,NBA,PF,82,48,2567,7.2,14.9,.481,1.5,4.4,.347,5.6,10.5,.537,2.7,3.2,.841,0.9,5.0,5.8,2.0,0.8,0.5,1.3,1.9,18.5
Zach Randolph,1981-07-16,1,2016-17,35,MEM,NBA,PF,6,4,191,6.6,15.6,.422,0.2,1.3,.143,6.4,14.3,.447,1.5,2.1,.727,1.7,7.5,9.2,0.8,0.9,0.4,1.3,2.6,14.9
Tobias Harris,1992-07-15,0,2017-18,25,TOT,NBA,PF,80,80,2668,7.6,16.5,.460,2.5,6.0,.411,5.1,10.5,.488,2.4,2.9,.829,0.8,5.1,5.9,2.6,1.0,0.5,1.4,2.2,20.1
Tobias Harris,1992-07-15,0,2017-18,25,DET,NBA,PF,48,48,1563,7.4,16.3,.451,2.6,6.4,.409,4.8,10.0,.478,2.6,3.1,.846,0.8,4.8,5.6,2.2,0.8,0.3,1.2,2.1,20.0
Tobias Harris,1992-07-15,0,2017-18,25,LAC,NBA,PF,32,32,1105,7.9,16.7,.473,2.3,5.5,.414,5.6,11.2,.501,2.1,2.6,.800,0.7,5.6,6.3,3.2,1.2,0.7,1.8,2.4,20.1
Tobias Harris,1992-07-15,0,2018-19,26,TOT,NBA,PF,82,82,2847,7.7,15.9,.487,2.0,5.0,.397,5.8,10.9,.528,3.4,3.9,.866,0.9,7.3,8.2,2.9,0.6,0.5,1.9,2.3,20.8
Tobias Harris,1992-07-15,0,2018-19,26,LAC,NBA,PF,55,55,1903,8.0,16.2,.496,2.1,4.9,.434,5.9,11.3,.523,3.6,4.1,.877,0.7,7.5,8.2,2.8,0.8,0.5,2.1,2.3,21.8
Tobias Harris,1992-07-15,0,2018-19,26,PHI,NBA,PF,27,27,944,7.1,15.2,.469,1.7,5.1,.326,5.5,10.1,.542,2.8,3.4,.841,1.2,6.9,8.1,3.0,0.4,0.5,1.6,2.3,18.8
Mike Harris,1983-06-15,0,2009-10,26,TOT,NBA,PF,13,0,96,4.1,11.3,.367,0.0,0.4,.000,4.1,10.9,.379,2.6,4.1,.636,3.7,5.2,9.0,1.1,1.9,0.4,3.4,5.2,10.9
Jalen Harris,1998-08-14,0,2020-21,22,TOR,NBA,SG,13,2,172,7.5,15.1,.500,3.6,7.5,.472,4.0,7.5,.528,1.5,1.9,.778,0.6,3.1,3.8,3.6,1.7,0.0,2.9,3.1,20.1
Manny Harris,1989-09-21,0,2010-11,21,CLE,NBA,SG,54,15,933,4.2,11.2,.374,1.3,3.5,.370,2.9,7.6,.376,2.7,3.6,.763,1.4,4.0,5.4,3.3,1.2,0.3,2.4,2.5,12.4
Tobias Harris,1992-07-15,0,2019-20,27,PHI,NBA,PF,72,72,2469,8.1,17.1,.471,1.9,5.2,.367,6.2,11.9,.517,2.5,3.1,.806,1.0,6.2,7.2,3.3,0.8,0.6,1.5,2.4,20.6
Tobias Harris,1992-07-15,0,2020-21,28,PHI,NBA,PF,62,62,2014,8.5,16.5,.512,1.5,3.7,.394,7.0,12.8,.546,3.3,3.6,.892,1.1,6.4,7.5,3.9,1.0,0.9,1.9,2.1,21.6
Elias Harris,1989-07-06,0,2013-14,24,LAL,NBA,SF,2,0,11,0.0,3.3,.000,0.0,0.0,,0.0,3.3,.000,0.0,0.0,,3.3,0.0,3.3,3.3,3.3,0.0,0.0,0.0,0.0
Mike Harris,1983-06-15,0,2009-10,26,HOU,NBA,PF,8,0,82,4.4,11.9,.370,0.0,0.4,.000,4.4,11.4,.385,2.2,4.0,.556,4.0,4.8,8.8,1.3,1.8,0.4,4.0,4.4,11.0
Mike Harris,1983-06-15,0,2009-10,26,WAS,NBA,PF,5,0,14,2.6,7.7,.333,0.0,0.0,,2.6,7.7,.333,5.1,5.1,1.000,2.6,7.7,10.3,0.0,2.6,0.0,0.0,10.3,10.3
Manny Harris,1989-09-21,0,2011-12,22,CLE,NBA,SG,26,5,456,4.7,11.8,.400,0.9,2.8,.333,3.8,9.0,.421,3.2,4.7,.695,0.9,4.7,5.5,2.4,1.0,0.5,2.1,2.2,13.7
Manny Harris,1989-09-21,0,2013-14,24,LAL,NBA,SG,9,0,180,5.6,14.0,.400,1.4,4.0,.350,4.2,10.0,.420,2.0,2.4,.833,1.4,5.4,6.8,2.2,0.8,0.2,1.8,2.0,14.6
Devin Harris,1983-02-27,0,2009-10,26,NJN,NBA,PG,64,61,2221,5.8,14.3,.403,1.0,3.5,.276,4.8,10.8,.444,5.0,6.3,.798,0.4,2.9,3.3,6.9,1.3,0.3,2.9,2.9,17.5
Tobias Harris,1992-07-15,1,2015-16,23,DET,NBA,PF,4,4,156,4.8,10.6,.457,0.9,2.8,.333,3.9,7.8,.500,2.8,3.0,.923,1.4,7.4,8.8,2.8,0.7,0.7,1.4,2.5,13.4
Tobias Harris,1992-07-15,1,2018-19,26,PHI,NBA,PF,12,12,443,5.8,13.6,.425,1.8,5.1,.349,4.0,8.5,.471,1.8,2.1,.846,1.0,7.9,8.9,3.9,1.1,0.5,1.5,2.4,15.1
Gary Harris,1994-09-14,0,2014-15,20,DEN,NBA,SG,55,6,719,3.3,10.9,.304,1.1,5.2,.204,2.3,5.7,.395,1.8,2.4,.745,1.1,2.2,3.2,1.5,2.0,0.4,1.9,3.6,9.4
Al Harrington,1980-02-17,0,2009-10,29,NYK,NBA,PF,72,15,2195,7.3,16.9,.435,2.3,6.7,.342,5.1,10.2,.496,3.9,5.2,.757,1.4,5.2,6.6,1.8,1.0,0.4,2.2,3.4,20.9
Joe Harris,1991-09-06,0,2014-15,23,CLE,NBA,SG,51,1,493,3.5,8.8,.400,2.3,6.1,.369,1.2,2.6,.472,0.7,1.1,.600,0.5,2.5,3.0,1.9,0.5,0.1,2.0,4.5,9.9
Josh Harrellson,1989-02-12,0,2011-12,22,NYK,NBA,PF,37,4,540,4.2,9.9,.423,1.3,3.9,.339,2.9,6.0,.478,1.1,1.7,.615,3.1,6.5,9.6,0.7,1.5,1.3,1.3,3.2,10.8
Mike Harris,1983-06-15,0,2010-11,27,HOU,NBA,PF,4,0,16,6.8,13.5,.500,0.0,0.0,,6.8,13.5,.500,4.5,9.0,.500,4.5,6.8,11.3,2.3,0.0,2.3,2.3,4.5,18.0
Mike Harris,1983-06-15,0,2013-14,30,UTA,NBA,PF,20,0,225,4.6,9.8,.475,0.0,0.3,.000,4.6,9.4,.492,4.2,4.3,.963,2.4,2.9,5.3,0.8,2.6,1.1,1.8,5.8,13.4
Montrezl Harrell,1994-01-26,0,2015-16,22,HOU,NBA,PF,39,1,379,5.5,8.5,.644,0.0,0.1,.000,5.5,8.5,.652,2.3,4.4,.522,2.4,3.8,6.2,1.6,1.0,1.0,1.6,4.6,13.3
Desmond Bane,1998-06-25,0,2020-21,22,MEM,NBA,SG,68,17,1519,5.5,11.8,.469,2.8,6.4,.432,2.8,5.4,.513,0.9,1.2,.816,0.7,4.2,5.0,2.8,1.0,0.4,1.4,3.0,14.8
Mo Bamba,1998-05-12,0,2018-19,20,ORL,NBA,C,47,1,766,5.5,11.4,.481,1.0,3.3,.300,4.5,8.1,.555,1.7,3.0,.587,3.0,7.9,11.0,1.8,0.6,3.0,2.0,4.8,13.7
Lonzo Ball,1997-10-27,0,2017-18,20,LAL,NBA,PG,52,50,1780,4.1,11.4,.360,1.8,6.0,.305,2.3,5.4,.420,0.6,1.4,.451,1.4,5.9,7.3,7.6,1.8,0.9,2.8,2.4,10.7
Manny Harris,1989-09-21,0,2016-17,27,DAL,NBA,SG,4,0,25,4.3,21.6,.200,0.0,2.9,.000,4.3,18.7,.231,2.9,5.8,.500,4.3,8.6,13.0,2.9,0.0,0.0,2.9,1.4,11.5
Devin Harris,1983-02-27,0,2010-11,27,TOT,NBA,PG,71,70,2254,5.5,13.0,.422,0.9,2.9,.322,4.6,10.1,.450,5.4,6.4,.833,0.3,2.4,2.7,8.0,1.1,0.1,3.3,2.6,17.2
Devin Harris,1983-02-27,0,2010-11,27,NJN,NBA,PG,54,54,1724,5.4,12.8,.425,0.7,2.3,.300,4.7,10.5,.452,5.4,6.4,.840,0.2,2.5,2.7,8.6,1.2,0.1,3.3,2.7,16.9
Tobias Harris,1992-07-15,1,2019-20,27,PHI,NBA,PF,4,4,149,5.6,14.5,.383,0.5,3.6,.133,5.1,10.9,.467,3.6,4.6,.789,3.4,5.8,9.2,3.9,0.5,0.2,1.2,2.7,15.2
Tobias Harris,1992-07-15,1,2020-21,28,PHI,NBA,PF,12,12,438,8.6,17.7,.488,1.3,3.5,.372,7.3,14.1,.517,2.9,3.3,.875,0.8,7.6,8.4,3.5,1.0,0.4,1.5,2.4,21.5
Gary Harris,1994-09-14,0,2015-16,21,DEN,NBA,SG,76,76,2439,5.3,11.3,.469,1.5,4.4,.354,3.7,6.9,.543,1.6,2.0,.820,0.8,2.5,3.2,2.2,1.4,0.3,1.4,2.1,13.8
Gary Harris,1994-09-14,0,2016-17,22,DEN,NBA,SG,57,56,1782,6.5,12.9,.502,2.2,5.2,.420,4.3,7.7,.558,2.1,2.7,.776,1.0,2.6,3.6,3.3,1.4,0.2,1.5,1.9,17.2
Gary Harris,1994-09-14,0,2017-18,23,DEN,NBA,SG,67,65,2304,6.9,14.2,.485,2.4,6.2,.396,4.4,8.0,.553,2.1,2.5,.827,0.6,2.2,2.7,3.0,1.9,0.2,1.9,1.9,18.3
Al Harrington,1980-02-17,0,2010-11,30,DEN,NBA,PF,73,3,1665,6.1,14.6,.416,2.5,7.1,.357,3.5,7.5,.473,1.9,2.5,.735,1.6,5.5,7.2,2.2,0.8,0.2,2.3,4.4,16.5
Al Harrington,1980-02-17,0,2011-12,31,DEN,NBA,PF,64,1,1761,7.1,15.8,.446,2.1,6.2,.333,5.0,9.6,.519,2.4,3.6,.676,1.5,6.5,8.0,1.8,1.2,0.2,2.3,3.7,18.6
Joe Harris,1991-09-06,0,2015-16,24,CLE,NBA,SG,5,0,15,2.4,9.6,.250,2.4,9.6,.250,0.0,0.0,,0.0,0.0,,0.0,7.2,7.2,4.8,0.0,0.0,2.4,2.4,7.2
Joe Harris,1991-09-06,0,2016-17,25,BRK,NBA,SG,52,11,1138,4.9,11.5,.425,2.7,7.0,.385,2.2,4.5,.489,1.1,1.6,.714,0.5,4.1,4.7,1.7,0.9,0.3,1.7,3.8,13.5
Josh Harrellson,1989-02-12,0,2012-13,23,MIA,NBA,C,6,0,31,4.6,10.5,.444,1.2,5.8,.200,3.5,4.6,.750,1.2,2.3,.500,3.5,4.6,8.1,0.0,1.2,1.2,3.5,4.6,11.6
Josh Harrellson,1989-02-12,0,2013-14,24,DET,NBA,C,32,0,317,4.3,9.3,.463,1.4,3.5,.387,3.0,5.8,.510,0.6,0.8,.714,3.4,5.2,8.6,1.7,0.7,1.7,1.1,5.0,10.6
Montrezl Harrell,1994-01-26,0,2016-17,23,HOU,NBA,C,58,14,1064,7.6,11.7,.652,0.0,0.2,.143,7.6,11.4,.663,2.6,4.1,.628,2.7,4.7,7.4,2.2,0.7,1.4,1.5,4.3,17.8
Montrezl Harrell,1994-01-26,0,2017-18,24,LAC,NBA,C,76,3,1293,9.7,15.3,.635,0.0,0.2,.143,9.7,15.1,.641,3.9,6.2,.626,2.9,5.7,8.5,2.1,1.0,1.4,1.9,4.0,23.3
Desmond Bane,1998-06-25,1,2020-21,22,MEM,NBA,SG,5,0,99,4.0,6.9,.579,2.2,4.4,.500,1.8,2.5,.714,0.0,0.0,,0.7,5.5,6.2,3.6,1.5,0.7,1.1,2.2,10.2
Mo Bamba,1998-05-12,0,2019-20,21,ORL,NBA,C,62,0,878,5.4,11.7,.462,1.5,4.4,.346,3.9,7.3,.531,1.3,1.9,.674,4.1,8.3,12.4,1.7,0.9,3.5,1.7,4.8,13.6
Mo Bamba,1998-05-12,0,2020-21,22,ORL,NBA,C,46,5,725,7.1,14.9,.472,1.9,5.9,.322,5.2,9.1,.568,2.2,3.3,.682,3.8,9.4,13.2,1.7,0.7,2.9,1.8,4.3,18.2
Lonzo Ball,1997-10-27,0,2018-19,21,LAL,NBA,PG,47,45,1423,4.7,11.5,.406,1.9,5.8,.329,2.8,5.8,.482,0.5,1.2,.417,1.4,5.0,6.3,6.5,1.7,0.5,2.6,2.9,11.8
Lonzo Ball,1997-10-27,0,2019-20,22,NOP,NBA,PG,63,54,2025,4.9,12.2,.403,2.6,7.0,.375,2.3,5.2,.442,0.8,1.4,.566,1.3,5.5,6.8,7.8,1.6,0.7,3.4,2.3,13.2
Lonzo Ball,1997-10-27,0,2020-21,23,NOP,NBA,PG,55,55,1747,6.0,14.4,.414,3.5,9.4,.378,2.4,5.0,.482,1.0,1.3,.781,0.7,4.7,5.4,6.5,1.7,0.6,2.5,2.1,16.5
Marcus Banks,1981-11-19,0,2009-10,28,TOR,NBA,PG,22,0,244,5.8,10.8,.534,1.0,3.5,.292,4.7,7.2,.653,3.5,4.3,.828,0.4,3.0,3.4,3.8,1.8,0.3,3.0,4.4,16.1
LaMelo Ball,2001-08-22,0,2020-21,19,CHO,NBA,PG,51,31,1469,7.2,16.5,.436,2.3,6.4,.352,4.9,10.1,.489,3.1,4.0,.758,1.5,5.9,7.4,7.7,2.0,0.4,3.6,3.3,19.7
