Name,Born,Is_playoff,Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCount,On-Off,BadPass,LostBall,FoulShooting,FoulOffensive,DrawnShooting,DrawnOffensive,PGA,And1,Blkd
Antawn Jamison,1976-06-12,0,2009-10,33,TOT,NBA,PF,66,2406,,,7%,91%,1%,+0.6,+2.7,36,32,110,17,130,19,193,27,46
Al Jefferson,1985-01-04,0,2012-13,28,UTA,NBA,C,78,2578,,,,,100%,-3.6,-9.4,36,48,118,3,98,3,397,25,84
Al Jefferson,1985-01-04,0,2013-14,29,CHA,NBA,C,73,2553,,,,31%,69%,+0.4,+1.7,32,47,120,10,144,10,360,39,74
Al Jefferson,1985-01-04,0,2014-15,30,CHO,NBA,C,65,1992,,,,44%,56%,-4.0,-1.1,24,22,97,4,80,6,255,19,53
Raymond Felton,1984-06-26,0,2017-18,33,OKC,NBA,PG,82,1365,100%,,,,,-1.7,-7.5,42,24,38,3,17,6,493,4,24
Raymond Felton,1984-06-26,0,2018-19,34,OKC,NBA,PG,33,379,63%,38%,,,,+1.6,-1.6,10,3,18,0,5,2,126,0,3
Raymond Felton,1984-06-26,1,2009-10,25,CHA,NBA,PG,4,130,92%,8%,,,,-20.2,-30.2,6,0,4,0,3,1,46,1,4
Kenneth Faried,1989-11-19,0,2018-19,29,TOT,NBA,C,37,728,,,,13%,87%,+3.8,-0.2,15,10,28,5,47,12,53,9,20
Kenneth Faried,1989-11-19,0,2018-19,29,BRK,NBA,C,12,118,,,,24%,77%,-8.0,-8.1,3,2,3,1,9,1,4,2,2
Kenneth Faried,1989-11-19,0,2018-19,29,HOU,NBA,C,25,610,,,,11%,89%,+6.1,+1.3,12,8,25,4,38,11,49,7,18
Jared Jeffries,1981-11-25,0,2011-12,30,NYK,NBA,PF,39,729,,,1%,43%,56%,+2.7,-0.8,11,8,44,3,28,16,66,3,20
Jared Jeffries,1981-11-25,0,2012-13,31,POR,NBA,PF,38,350,,,,76%,24%,+2.6,+6.8,6,2,31,8,9,2,35,1,10
Jared Jeffries,1981-11-25,1,2010-11,29,NYK,NBA,PF,4,85,,,,47%,53%,-8.4,+1.7,1,2,4,0,1,0,3,0,3
Jordan Farmar,1986-11-30,1,2015-16,29,MEM,NBA,PG,4,113,100%,,,,,-18.8,+13.6,8,1,1,0,1,1,36,0,0
Richard Jefferson,1980-06-21,0,2014-15,34,DAL,NBA,SF,74,1244,,4%,92%,4%,,+2.9,-0.1,26,14,56,5,50,7,146,7,20
Richard Jefferson,1980-06-21,0,2015-16,35,CLE,NBA,SF,74,1326,,19%,68%,13%,,-2.0,-12.7,18,13,70,2,38,10,139,7,11
Richard Jefferson,1980-06-21,0,2016-17,36,CLE,NBA,SF,79,1614,,17%,69%,14%,,+3.5,+0.4,23,12,74,11,46,16,185,11,18
Derrick Favors,1991-07-15,0,2018-19,27,UTA,NBA,C,76,1766,,,,42%,58%,+5.5,+0.4,34,17,94,19,112,3,222,28,41
Derrick Favors,1991-07-15,0,2019-20,28,NOP,NBA,C,51,1243,,,,,100%,+4.5,+9.0,28,4,69,12,39,3,210,14,25
Derrick Favors,1991-07-15,0,2020-21,29,UTA,NBA,C,68,1039,,,,2%,98%,+1.3,-11.7,18,4,101,9,37,2,124,12,16
Antawn Jamison,1976-06-12,0,2009-10,33,WAS,NBA,PF,41,1595,,,7%,93%,,-3.8,+2.9,24,22,67,14,96,14,120,18,31
Antawn Jamison,1976-06-12,0,2009-10,33,CLE,NBA,PF,25,811,,,8%,88%,4%,+9.1,+2.1,12,10,43,3,34,5,73,9,15
Antawn Jamison,1976-06-12,0,2010-11,34,CLE,NBA,PF,56,1842,,,1%,99%,,-10.1,-1.1,42,20,85,11,95,8,219,26,30
Al Jefferson,1985-01-04,0,2015-16,31,CHO,NBA,C,47,1096,,,,51%,49%,+2.7,-0.2,11,14,85,6,59,2,164,15,36
Al Jefferson,1985-01-04,0,2016-17,32,IND,NBA,C,66,931,,,,,100%,-5.2,-6.5,8,13,78,7,44,1,137,11,30
Al Jefferson,1985-01-04,0,2017-18,33,IND,NBA,C,36,484,,,,,100%,-1.7,-3.8,9,7,43,1,23,0,68,12,19
Raymond Felton,1984-06-26,1,2010-11,26,DEN,NBA,SG,5,152,48%,52%,,,,-10.1,-12.4,8,0,4,2,8,0,50,1,1
Raymond Felton,1984-06-26,1,2012-13,28,NYK,NBA,PG,12,454,100%,,,,,+2.8,-2.2,15,5,14,0,11,5,138,4,11
Raymond Felton,1984-06-26,1,2014-15,30,DAL,NBA,PG,3,36,48%,52%,,,,-21.4,-18.1,0,0,0,0,2,0,10,1,0
Kenneth Faried,1989-11-19,1,2011-12,22,DEN,NBA,PF,7,192,,,,97%,3%,-2.1,-5.6,3,6,8,4,6,0,8,2,8
Kenneth Faried,1989-11-19,1,2012-13,23,DEN,NBA,PF,5,145,,,,54%,46%,+1.3,+12.0,1,1,6,3,7,0,2,3,1
Kenneth Faried,1989-11-19,1,2018-19,29,HOU,NBA,C,6,56,,,,,100%,+9.6,+6.9,0,0,2,0,2,1,6,0,0
Jared Jeffries,1981-11-25,1,2011-12,30,NYK,NBA,PF,5,34,,,,51%,49%,-26.7,-11.8,1,0,2,0,0,1,0,0,0
Richard Jefferson,1980-06-21,0,2017-18,37,DEN,NBA,SF,20,163,,3%,70%,27%,,-13.5,-15.4,5,0,6,0,4,0,39,1,1
Richard Jefferson,1980-06-21,1,2009-10,29,SAS,NBA,SF,10,334,,,86%,14%,,-4.6,-0.9,4,5,5,3,16,1,39,3,2
Richard Jefferson,1980-06-21,1,2010-11,30,SAS,NBA,SF,6,176,,,97%,3%,,-6.0,-5.9,3,2,7,1,5,2,12,1,0
Derrick Favors,1991-07-15,1,2011-12,20,UTA,NBA,PF,4,116,,,,93%,7%,-2.8,+39.0,2,1,6,0,13,0,4,1,4
Derrick Favors,1991-07-15,1,2016-17,25,UTA,NBA,PF,11,225,,,,,100%,-5.0,-0.8,2,0,9,2,9,0,24,3,5
Antawn Jamison,1976-06-12,0,2011-12,35,CLE,NBA,PF,65,2151,,,,99%,1%,-7.3,+0.5,39,29,92,12,115,6,296,26,52
Antawn Jamison,1976-06-12,0,2012-13,36,LAL,NBA,PF,76,1636,,,33%,65%,2%,+1.6,0.0,32,10,77,5,62,3,115,15,28
Antawn Jamison,1976-06-12,0,2013-14,37,LAC,NBA,PF,22,248,,,,99%,1%,+11.6,+4.8,2,1,18,1,11,1,18,2,3
Al Jefferson,1985-01-04,1,2011-12,27,UTA,NBA,C,4,141,,,,,100%,-24.9,-26.0,2,2,7,1,3,0,22,2,2
Al Jefferson,1985-01-04,1,2013-14,29,CHA,NBA,C,3,106,,,,17%,83%,-13.5,-5.9,1,0,4,0,3,1,4,1,2
Al Jefferson,1985-01-04,1,2015-16,31,CHO,NBA,C,7,168,,,,81%,20%,-19.9,-18.1,1,2,10,1,6,0,22,1,7
Raymond Felton,1984-06-26,1,2015-16,31,DAL,NBA,PG,5,172,72%,28%,,,,-15.9,+14.0,8,3,6,1,4,0,51,1,7
Raymond Felton,1984-06-26,1,2016-17,32,LAC,NBA,PG,7,127,59%,41%,,,,-2.1,-0.4,2,1,7,0,1,0,23,0,1
Raymond Felton,1984-06-26,1,2017-18,33,OKC,NBA,PG,6,79,100%,,,,,-2.7,+3.1,3,1,3,0,1,0,20,0,2
Richard Jefferson,1980-06-21,1,2012-13,32,GSW,NBA,SF,7,39,,,19%,48%,33%,-34.6,-37.5,0,0,3,0,5,1,2,1,1
Richard Jefferson,1980-06-21,1,2014-15,34,DAL,NBA,SF,4,51,,,100%,,,-32.7,-33.8,1,1,3,1,1,0,3,0,1
Richard Jefferson,1980-06-21,1,2015-16,35,CLE,NBA,SF,21,381,,1%,83%,16%,,+5.5,-7.1,3,6,13,0,6,2,36,2,8
Derrick Favors,1991-07-15,1,2017-18,26,UTA,NBA,C,11,286,,,,57%,43%,+8.0,+21.0,5,4,11,1,17,0,30,3,3
Derrick Favors,1991-07-15,1,2018-19,27,UTA,NBA,C,5,103,,,,21%,79%,+2.0,+19.1,1,3,7,1,8,1,10,1,6
Derrick Favors,1991-07-15,1,2020-21,29,UTA,NBA,C,11,145,,,,,100%,-10.4,-13.8,1,2,16,2,5,1,9,1,0
Antawn Jamison,1976-06-12,1,2009-10,33,CLE,NBA,PF,11,375,,,3%,95%,3%,+5.0,+11.7,7,4,20,4,18,1,32,5,9
Antawn Jamison,1976-06-12,1,2012-13,36,LAL,NBA,PF,4,79,,,74%,26%,,-29.8,-15.9,0,3,6,0,2,0,2,0,2
Raymond Felton,1984-06-26,1,2018-19,34,OKC,NBA,PG,5,57,25%,75%,,,,+11.2,+22.7,1,0,0,1,0,1,7,0,0
Richard Jefferson,1980-06-21,1,2016-17,36,CLE,NBA,SF,14,179,,12%,48%,39%,1%,+0.6,-10.0,3,4,9,1,11,2,18,0,2
Justin James,1997-01-24,0,2019-20,23,SAC,NBA,SF,36,232,,19%,70%,10%,1%,-2.8,-0.7,4,2,10,0,8,3,42,1,3
Damion James,1987-10-07,0,2010-11,23,NJN,NBA,SF,25,403,,2%,98%,1%,,-3.1,+4.5,11,7,19,3,14,0,44,6,9
Mike James,1990-08-18,0,2017-18,27,TOT,NBA,PG,36,687,96%,4%,,,,-2.9,+7.9,30,14,22,2,36,5,303,6,22
Justin James,1997-01-24,0,2020-21,24,SAC,NBA,SF,36,310,1%,10%,69%,20%,,-8.1,-4.9,6,6,11,1,18,2,51,2,9
Dean Wade,1996-11-20,0,2019-20,23,CLE,NBA,PF,12,71,,,4%,87%,9%,-7.5,+0.6,3,0,3,0,1,0,5,1,0
LeBron James,1984-12-30,0,2009-10,25,CLE,NBA,SF,76,2966,,1%,84%,15%,,+11.5,+16.8,148,57,52,27,331,7,1496,82,43
Zaza Pachulia,1984-02-10,0,2009-10,25,ATL,NBA,C,78,1089,,,,1%,99%,+0.4,-6.4,11,18,92,17,65,6,95,10,29
Mike James,1975-06-23,0,2009-10,34,WAS,NBA,PG,4,46,100%,,,,,+2.3,+7.9,3,1,1,0,3,1,12,0,1
Ben Uzoh,1988-03-19,0,2010-11,22,NJN,NBA,PG,42,438,77%,23%,,,,-10.4,-3.6,8,11,15,2,18,2,146,4,17
Jonas Valančiūnas,1992-05-06,0,2012-13,20,TOR,NBA,C,62,1482,,,,,100%,-3.7,-3.4,20,31,107,23,83,5,100,15,30
Jarrod Uthoff,1993-05-19,0,2016-17,23,DAL,NBA,PF,9,115,,,44%,56%,,-29.9,-27.5,1,2,6,0,2,0,22,1,2
Tyler Ulis,1996-01-05,0,2016-17,21,PHO,NBA,PG,61,1123,100%,,,,,-6.7,-1.1,48,19,30,3,30,12,505,5,28
Roko Ukić,1984-05-12,0,2009-10,25,MIL,NBA,PG,13,97,15%,72%,13%,,,+7.4,+5.6,1,5,4,0,5,0,28,3,1
Beno Udrih,1982-07-05,0,2009-10,27,SAC,NBA,PG,79,2477,92%,8%,,,,-4.9,-0.7,88,36,88,4,44,14,824,15,25
Ime Udoka,1977-08-09,0,2009-10,32,SAC,NBA,SG,69,944,24%,66%,10%,,,-0.7,+5.2,26,10,38,1,23,5,127,4,18
Ekpe Udoh,1987-05-20,0,2010-11,23,GSW,NBA,C,58,1030,,,,1%,99%,+5.7,+11.3,12,17,84,10,28,7,92,4,10
Edwin Ubiles,1986-11-26,0,2011-12,25,WAS,NBA,SF,4,52,,,99%,1%,,-20.8,-15.0,0,1,0,0,2,0,2,1,1
Damion James,1987-10-07,0,2011-12,24,NJN,NBA,SF,7,170,,,94%,6%,,-7.7,-1.0,5,3,5,2,5,0,8,0,4
Damion James,1987-10-07,0,2012-13,25,BRK,NBA,SF,2,0,,,,100%,,,,0,0,0,0,0,0,0,0,0
Damion James,1987-10-07,0,2013-14,26,SAS,NBA,SF,5,50,100%,,,,,+7.6,-0.6,1,0,1,0,1,1,6,0,0
Mike James,1990-08-18,0,2017-18,27,PHO,NBA,PG,32,669,96%,4%,,,,-2.1,+9.1,30,13,20,2,36,5,289,6,21
Mike James,1990-08-18,0,2017-18,27,NOP,NBA,PG,4,18,84%,16%,,,,-34.6,-36.6,0,1,2,0,0,0,14,0,1
Mike James,1990-08-18,0,2020-21,30,BRK,NBA,PG,13,236,100%,,,,,+3.2,-1.9,12,7,7,0,11,1,139,1,5
Dean Wade,1996-11-20,0,2020-21,24,CLE,NBA,PF,63,1212,,,12%,74%,14%,-9.8,-2.1,17,10,55,1,14,5,176,6,9
LeBron James,1984-12-30,0,2010-11,26,MIA,NBA,SF,79,3063,,,81%,19%,,+10.6,+9.0,132,85,59,40,272,5,1260,77,38
LeBron James,1984-12-30,0,2011-12,27,MIA,NBA,SF,62,2326,,,74%,26%,,+10.4,+14.0,125,52,41,16,212,13,872,51,31
LeBron James,1984-12-30,0,2012-13,28,MIA,NBA,PF,76,2877,,,9%,82%,9%,+13.2,+15.3,137,52,34,26,214,7,1298,54,41
Zaza Pachulia,1984-02-10,0,2010-11,26,ATL,NBA,C,79,1244,,,,,100%,-5.4,-6.5,16,17,99,21,84,5,124,14,44
Zaza Pachulia,1984-02-10,0,2011-12,27,ATL,NBA,C,58,1640,,,,,100%,+2.1,-3.4,21,24,71,20,73,11,180,13,43
Zaza Pachulia,1984-02-10,0,2012-13,28,ATL,NBA,C,52,1134,,,,,100%,-0.7,-1.6,19,19,49,21,46,2,178,9,34
Mike James,1975-06-23,0,2011-12,36,CHI,NBA,PG,11,120,55%,45%,,,,+31.9,+23.2,7,3,10,2,5,0,63,2,5
Mike James,1975-06-23,0,2012-13,37,DAL,NBA,PG,45,862,85%,15%,,,,+1.9,+3.3,38,8,35,2,9,3,319,1,14
Ben Uzoh,1988-03-19,0,2011-12,23,TOT,NBA,PG,18,370,100%,1%,,,,+1.3,+5.8,9,6,13,2,9,2,142,1,14
Ben Uzoh,1988-03-19,0,2011-12,23,CLE,NBA,PG,2,13,87%,13%,,,,-5.5,+2.0,0,0,0,0,0,0,4,0,0
Ben Uzoh,1988-03-19,0,2011-12,23,TOR,NBA,PG,16,357,100%,,,,,+1.5,+5.9,9,6,13,2,9,2,138,1,14
Jonas Valančiūnas,1992-05-06,0,2013-14,21,TOR,NBA,C,81,2282,,,,,100%,+2.7,-2.3,18,41,108,36,120,11,133,32,62
Jonas Valančiūnas,1992-05-06,0,2014-15,22,TOR,NBA,C,80,2096,,,,,100%,-0.5,-8.0,15,39,117,32,119,10,95,15,63
Jonas Valančiūnas,1992-05-06,0,2015-16,23,TOR,NBA,C,60,1557,,,,,100%,+3.7,-1.7,15,19,84,25,88,3,106,22,48
Jarrod Uthoff,1993-05-19,0,2019-20,26,TOT,NBA,PF,7,53,,,16%,57%,26%,+10.1,+13.7,0,0,2,0,1,0,0,0,0
Jarrod Uthoff,1993-05-19,0,2019-20,26,MEM,NBA,PF,4,14,,,,,100%,+34.6,+35.5,0,0,1,0,1,0,0,0,0
Jarrod Uthoff,1993-05-19,0,2019-20,26,WAS,NBA,PF,3,39,,,22%,78%,,+1.2,+5.9,0,0,1,0,0,0,0,0,0
Tyler Ulis,1996-01-05,0,2017-18,22,PHO,NBA,PG,71,1658,100%,,,,,-9.3,+0.5,96,22,43,1,40,12,735,5,42
Tyler Ulis,1996-01-05,0,2018-19,23,CHI,NBA,PG,1,1,100%,,,,,0.0,+8.6,0,0,0,0,0,0,0,0,0
Beno Udrih,1982-07-05,0,2010-11,28,SAC,NBA,PG,79,2734,84%,16%,,,,-6.0,-0.7,70,55,115,8,86,25,858,26,36
Beno Udrih,1982-07-05,0,2011-12,29,MIL,NBA,SG,59,1080,56%,44%,1%,,,+10.8,+16.0,44,25,34,3,19,11,516,5,12
Beno Udrih,1982-07-05,0,2012-13,30,TOT,NBA,"PG,SG",66,1457,54%,44%,2%,,,-6.5,-2.1,69,26,42,4,38,11,675,6,23
Ime Udoka,1977-08-09,0,2010-11,33,SAS,NBA,SF,20,130,,3%,85%,12%,,-4.0,-10.8,1,2,6,1,4,1,31,0,3
Ekpe Udoh,1987-05-20,0,2011-12,24,TOT,NBA,C,61,1290,,,,12%,88%,+8.3,+13.8,15,13,97,13,53,5,127,9,26
Ekpe Udoh,1987-05-20,0,2011-12,24,GSW,NBA,C,38,827,,,,12%,88%,+9.7,+17.9,8,9,66,8,28,2,69,6,15
Ekpe Udoh,1987-05-20,0,2011-12,24,MIL,NBA,C,23,463,,,,11%,89%,+5.7,+6.4,7,4,31,5,25,3,58,3,11
Jae'Sean Tate,1995-10-28,0,2020-21,25,HOU,NBA,SF,70,2043,,12%,65%,22%,,-4.5,+8.6,37,33,103,12,64,32,460,13,46
Tim Ohlbrecht,1988-08-30,0,2012-13,24,HOU,NBA,C,3,12,,,,,100%,-28.4,-32.1,1,1,1,0,1,0,2,1,0
Mike James,1990-08-18,1,2020-21,30,BRK,NBA,PG,9,103,98%,2%,,,,+8.3,+1.3,2,1,3,0,0,0,31,0,4
Semi Ojeleye,1994-12-05,0,2017-18,23,BOS,NBA,PF,73,1150,,2%,34%,62%,1%,-5.7,-13.1,7,7,38,3,22,1,47,5,10
Lamar Odom,1979-11-06,0,2009-10,30,LAL,NBA,PF,82,2585,,,4%,92%,4%,+6.1,+2.7,84,28,122,17,98,3,594,29,46
LeBron James,1984-12-30,0,2013-14,29,MIA,NBA,PF,77,2902,,,12%,83%,5%,+7.2,+7.0,152,69,36,26,252,6,1156,74,42
LeBron James,1984-12-30,0,2014-15,30,CLE,NBA,SF,69,2493,,,77%,23%,,+10.8,+16.6,155,61,46,26,239,7,1228,62,48
LeBron James,1984-12-30,0,2015-16,31,CLE,NBA,SF,76,2709,,,77%,23%,,+11.5,+15.8,145,54,48,32,225,13,1262,75,69
Zaza Pachulia,1984-02-10,0,2013-14,29,MIL,NBA,C,53,1325,,,,1%,99%,-7.7,+1.9,35,27,47,19,52,16,292,7,36
Zaza Pachulia,1984-02-10,0,2014-15,30,MIL,NBA,C,73,1730,,,,,100%,+7.0,+11.0,53,41,67,28,71,12,391,16,40
Zaza Pachulia,1984-02-10,0,2015-16,31,DAL,NBA,C,76,2004,,,,,100%,+0.1,+0.6,34,41,50,28,119,10,301,15,48
Mike James,1975-06-23,0,2013-14,38,CHI,NBA,PG,11,77,100%,,,,,-8.4,-10.7,4,1,6,0,1,2,36,0,2
Jonas Valančiūnas,1992-05-06,0,2016-17,24,TOR,NBA,C,80,2066,,,,,100%,+2.2,-4.9,26,28,116,31,99,3,139,20,36
Jonas Valančiūnas,1992-05-06,0,2017-18,25,TOR,NBA,C,77,1727,,,,,100%,+6.0,-3.6,31,38,95,29,95,2,202,21,49
Jonas Valančiūnas,1992-05-06,0,2018-19,26,TOT,NBA,C,49,1091,,,,,100%,+2.0,+0.3,33,23,78,22,77,6,166,10,41
Beno Udrih,1982-07-05,0,2012-13,30,MIL,NBA,SG,39,719,24%,72%,4%,,,-2.1,-0.3,37,10,20,2,12,8,315,3,10
Beno Udrih,1982-07-05,0,2012-13,30,ORL,NBA,PG,27,738,83%,17%,,,,-10.8,-3.8,32,16,22,2,26,3,360,3,13
Beno Udrih,1982-07-05,0,2013-14,31,TOT,NBA,SG,41,643,92%,8%,,,,-9.2,-9.9,29,16,29,0,8,11,263,0,7
Ekpe Udoh,1987-05-20,0,2012-13,25,MIL,NBA,C,76,1312,,,,37%,63%,-2.2,-0.5,12,14,88,12,54,3,97,10,24
Ekpe Udoh,1987-05-20,0,2013-14,26,MIL,NBA,PF,42,804,,,,68%,32%,-10.5,-1.9,14,5,59,11,19,2,73,1,15
Ekpe Udoh,1987-05-20,0,2014-15,27,LAC,NBA,PF,33,128,,,1%,71%,28%,-3.2,-10.9,3,2,11,2,3,0,21,1,2
Semi Ojeleye,1994-12-05,0,2018-19,24,BOS,NBA,PF,56,594,,4%,57%,38%,1%,+7.8,+3.6,8,4,24,3,16,4,58,3,10
Semi Ojeleye,1994-12-05,0,2019-20,25,BOS,NBA,PF,69,1011,,,41%,49%,10%,-0.3,-9.5,9,4,38,4,16,18,85,7,11
Semi Ojeleye,1994-12-05,0,2020-21,26,BOS,NBA,PF,56,950,,,3%,94%,3%,+0.3,-0.9,8,2,34,4,15,11,86,4,10
Lamar Odom,1979-11-06,0,2010-11,31,LAL,NBA,PF,82,2639,,,,98%,2%,+8.0,+3.4,70,32,78,20,129,5,557,41,42
Lamar Odom,1979-11-06,0,2011-12,32,DAL,NBA,SF,50,1027,,,34%,65%,1%,-4.4,-8.3,32,10,49,7,46,4,194,6,28
LeBron James,1984-12-30,0,2016-17,32,CLE,NBA,SF,74,2794,,1%,61%,35%,3%,+8.4,+17.3,179,73,54,30,263,12,1641,78,61
LeBron James,1984-12-30,0,2017-18,33,CLE,NBA,PF,82,3026,,,37%,61%,2%,+1.4,+1.9,217,77,44,28,252,4,1836,85,68
LeBron James,1984-12-30,0,2018-19,34,LAL,NBA,SF,55,1937,,,64%,34%,3%,+2.4,+8.2,127,44,41,16,195,9,1054,59,52
Zaza Pachulia,1984-02-10,0,2016-17,32,GSW,NBA,C,70,1268,,,,1%,99%,+16.0,+6.2,39,17,77,27,62,6,303,9,34
Zaza Pachulia,1984-02-10,0,2017-18,33,GSW,NBA,C,69,972,,,,,100%,+10.2,+5.2,33,9,53,21,47,2,264,11,34
Zaza Pachulia,1984-02-10,0,2018-19,34,DET,NBA,C,68,878,,,,,100%,-5.1,-6.2,12,10,56,27,48,7,206,11,17
Zaza Pachulia,1984-02-10,1,2009-10,25,ATL,NBA,C,11,161,,,,,100%,-21.4,-18.8,2,2,15,4,11,1,6,2,3
Jonas Valančiūnas,1992-05-06,0,2018-19,26,TOR,NBA,C,30,564,,,,,100%,+5.3,-0.7,15,6,46,11,36,2,73,5,16
Jonas Valančiūnas,1992-05-06,0,2018-19,26,MEM,NBA,C,19,527,,,,,100%,-1.5,+1.3,18,17,32,11,41,4,93,5,25
Beno Udrih,1982-07-05,0,2013-14,31,NYK,NBA,SG,31,588,92%,9%,,,,-10.2,-10.8,25,15,28,0,7,11,248,0,7
Beno Udrih,1982-07-05,0,2013-14,31,MEM,NBA,SG,10,55,96%,4%,,,,+0.8,-1.3,4,1,1,0,1,0,15,0,0
Beno Udrih,1982-07-05,0,2014-15,32,MEM,NBA,PG,79,1494,93%,7%,,,,+0.1,-5.3,56,26,52,0,48,9,497,11,20
Ekpe Udoh,1987-05-20,0,2017-18,30,UTA,NBA,C,63,810,,,,10%,90%,+4.3,-0.6,4,4,60,7,25,4,133,8,11
Ekpe Udoh,1987-05-20,0,2018-19,31,UTA,NBA,C,51,320,,,,4%,97%,-4.3,-10.4,2,6,26,4,11,2,71,2,4
Ekpe Udoh,1987-05-20,1,2012-13,25,MIL,NBA,C,4,54,,,,,100%,-13.0,+4.9,0,0,3,0,0,0,2,0,0
Semi Ojeleye,1994-12-05,1,2017-18,23,BOS,NBA,PF,17,230,,7%,39%,54%,,-5.8,-8.7,1,0,9,0,3,0,5,1,3
Semi Ojeleye,1994-12-05,1,2018-19,24,BOS,NBA,PF,6,34,,4%,84%,12%,,-6.8,-4.4,0,0,4,1,0,1,4,0,1
Semi Ojeleye,1994-12-05,1,2019-20,25,BOS,NBA,PF,13,122,,,60%,38%,3%,-4.8,-11.6,0,0,4,0,1,0,3,0,1
Lamar Odom,1979-11-06,0,2012-13,33,LAC,NBA,PF,82,1616,,,,92%,8%,+9.7,+4.6,42,14,90,17,20,14,327,8,25
Lamar Odom,1979-11-06,1,2009-10,30,LAL,NBA,PF,23,667,,,1%,99%,1%,+6.4,+6.0,10,7,46,7,26,3,104,6,17
Lamar Odom,1979-11-06,1,2010-11,31,LAL,NBA,PF,10,286,,,10%,90%,,-1.7,-1.3,8,2,10,2,20,3,43,5,3
LeBron James,1984-12-30,0,2019-20,35,LAL,NBA,PG,67,2316,57%,37%,7%,,,+9.0,+9.9,165,50,33,28,184,19,1602,68,59
LeBron James,1984-12-30,0,2020-21,36,LAL,NBA,PG,45,1504,73%,26%,,,,+8.6,+10.6,101,37,27,10,131,11,835,44,27
Zaza Pachulia,1984-02-10,1,2010-11,26,ATL,NBA,C,11,195,,,,1%,100%,-0.6,+6.5,1,3,19,3,7,3,30,0,4
Zaza Pachulia,1984-02-10,1,2014-15,30,MIL,NBA,C,6,129,,,,,100%,-10.6,+2.8,2,3,5,0,6,1,21,1,7
Zaza Pachulia,1984-02-10,1,2015-16,31,DAL,NBA,C,5,112,,,,,100%,-31.5,-21.4,0,2,5,0,4,1,38,0,2
Jonas Valančiūnas,1992-05-06,0,2019-20,27,MEM,NBA,C,70,1845,,,,,100%,+0.6,+2.7,37,38,97,27,92,4,316,17,39
Jonas Valančiūnas,1992-05-06,0,2020-21,28,MEM,NBA,C,62,1755,,,,,100%,+3.5,+4.4,32,30,107,26,102,6,255,21,56
Jonas Valančiūnas,1992-05-06,1,2013-14,21,TOR,NBA,C,7,200,,,,,100%,-13.8,-28.6,3,9,8,4,9,0,4,4,2
Beno Udrih,1982-07-05,0,2015-16,33,TOT,NBA,PG,44,707,93%,7%,,,,-0.7,-2.2,33,14,22,1,10,5,261,2,7
Beno Udrih,1982-07-05,0,2015-16,33,MEM,NBA,PG,8,120,90%,10%,,,,-6.2,-4.0,6,3,6,1,2,3,59,1,6
Beno Udrih,1982-07-05,0,2015-16,33,MIA,NBA,PG,36,587,94%,6%,,,,+0.5,-1.8,27,11,16,0,8,2,202,1,1
Ekpe Udoh,1987-05-20,1,2014-15,27,LAC,NBA,PF,4,12,,,,82%,18%,+35.4,+34.8,0,0,1,0,0,0,0,0,0
Ekpe Udoh,1987-05-20,1,2017-18,30,UTA,NBA,C,6,21,,,,9%,91%,-10.9,-9.5,0,1,1,0,0,0,0,0,0
Ekpe Udoh,1987-05-20,1,2018-19,31,UTA,NBA,C,2,6,,,,,100%,-58.8,-51.2,0,0,0,0,0,0,0,0,0
Semi Ojeleye,1994-12-05,1,2020-21,26,BOS,NBA,PF,2,12,,,,57%,43%,-16.0,-2.5,0,0,0,0,0,0,0,0,1
Lamar Odom,1979-11-06,1,2012-13,33,LAC,NBA,PF,6,107,,,,87%,14%,-14.1,-12.0,5,2,8,2,1,3,22,0,0
LeBron James,1984-12-30,1,2009-10,25,CLE,NBA,SF,11,460,,,92%,8%,,+4.6,+23.2,22,11,11,5,53,0,196,15,13
LeBron James,1984-12-30,1,2010-11,26,MIA,NBA,SF,21,922,,,83%,17%,,+1.6,-14.7,28,16,27,9,66,3,284,19,17
LeBron James,1984-12-30,1,2011-12,27,MIA,NBA,SF,23,983,,,22%,76%,2%,+10.9,+24.3,48,18,18,10,98,6,309,28,20
Zaza Pachulia,1984-02-10,1,2016-17,32,GSW,NBA,C,15,212,,,,5%,95%,+17.4,+5.4,1,2,11,9,9,1,28,3,3
Zaza Pachulia,1984-02-10,1,2017-18,33,GSW,NBA,C,7,26,,,,23%,77%,+28.6,+18.8,3,0,0,0,2,0,3,0,0
Zaza Pachulia,1984-02-10,1,2018-19,34,DET,NBA,C,2,22,,,,,100%,+2.2,+30.3,0,0,0,1,0,0,0,0,1
Jonas Valančiūnas,1992-05-06,1,2014-15,22,TOR,NBA,C,4,106,,,,,100%,-7.3,+17.5,0,1,1,3,4,0,5,0,3
Jonas Valančiūnas,1992-05-06,1,2015-16,23,TOR,NBA,C,12,321,,,,,100%,-0.6,+7.3,2,9,16,5,16,0,23,3,7
Jonas Valančiūnas,1992-05-06,1,2016-17,24,TOR,NBA,C,10,226,,,,,100%,-7.3,-2.6,4,4,11,3,18,1,5,5,4
Beno Udrih,1982-07-05,0,2016-17,34,DET,NBA,PG,39,560,99%,1%,,,,+6.2,+8.9,24,11,16,0,14,4,297,4,15
Beno Udrih,1982-07-05,1,2013-14,31,MEM,NBA,SG,7,115,78%,22%,,,,+0.4,+8.4,7,2,8,0,3,1,29,0,0
